日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,福事特,34.82,-0.94%,5.25%,0.162156,0.203977,-0.041821,-0.60%,0.366133,0.03,0.49,2.93,20000000.0,696000000.0,33.53
2023-09-04,福事特,35.49,1.08%,14.87%,0.4798770000000001,0.577824,-0.09794699999999992,-1.38%,1.06,0.0,1.5,6.84,20000000.0,712000000.0,34.3
2023-08-31,福事特,34.42,0.35%,6.59%,0.241808,0.21369,0.028118,0.41%,0.455497,-0.06,0.55,2.42,20000000.0,688000000.0,33.14
2023-08-29,福事特,34.1,7.13%,15.21%,0.6174649999999999,0.400082,0.217383,3.19%,1.02,0.0,1.1,8.36,20000000.0,682000000.0,30.65
2023-08-28,福事特,31.83,0.98%,10.98%,0.352206,0.366651,-0.014445,-0.23%,0.718858,-0.5,0.67,6.76,20000000.0,637000000.0,28.61
2023-08-25,福事特,31.52,-4.31%,9.05%,0.23953400000000002,0.343416,-0.10388199999999999,-1.65%,0.58295,-0.13,0.47,4.77,20000000.0,630000000.0,28.33
2023-08-24,福事特,32.94,-3.32%,14.00%,0.366662,0.559499,-0.192837,-2.93%,0.92616,-0.18,0.69,5.49,20000000.0,659000000.0,29.61
2023-08-23,福事特,34.07,-2.71%,13.85%,0.352862,0.604471,-0.251609,-3.69%,0.957368,0.0,0.65,3.91,20000000.0,681000000.0,30.62
2023-08-21,福事特,36.98,1.90%,23.09%,0.866445,0.843909,0.022536,0.30%,1.71,0.0,1.07,3.8,20000000.0,740000000.0,33.24
2023-08-18,福事特,36.5,0.97%,23.66%,0.899552,0.83304,0.066512,0.92%,1.75,-0.03,1.1,5.81,20000000.0,726000000.0,32.62
2023-08-16,福事特,35.1,-4.07%,19.08%,0.537471,0.822735,-0.285264,-4.06%,1.36,0.06,0.67,4.24,20000000.0,702000000.0,31.55
2023-08-15,福事特,36.59,-0.54%,21.67%,0.7194470000000001,0.843115,-0.123668,-1.69%,1.58,0.63,0.78,3.75,20000000.0,732000000.0,32.89
2023-08-14,福事特,36.79,1.74%,23.84%,0.911412,0.834166,0.07724600000000001,1.05%,1.75,-0.03,0.92,5.72,20000000.0,736000000.0,33.07
2023-08-11,福事特,36.16,-1.01%,29.47%,1.0,1.15,-0.15,-2.07%,2.15,-0.14,1.21,3.4,20000000.0,723000000.0,32.5
2023-08-10,福事特,36.53,-1.00%,39.01%,1.49,1.49,0.0,0.00%,2.99,0.0,1.93,9.43,20000000.0,731000000.0,32.84
2023-08-09,福事特,36.9,4.50%,28.21%,1.1,0.9264370000000001,0.17356300000000002,2.35%,2.03,1.54,1.47,6.26,20000000.0,738000000.0,33.17
2023-08-08,福事特,35.31,1.79%,18.32%,0.6411810000000001,0.649261,-0.008079999999999926,-0.11%,1.29,0.06,0.79,3.69,20000000.0,706000000.0,31.74
2023-08-07,福事特,34.59,0.46%,13.58%,0.441891,0.473159,-0.031268000000000004,-0.45%,0.927883,-0.06,0.5,3.75,20000000.0,694000000.0,31.18
2023-08-04,福事特,34.43,-2.80%,21.51%,0.6167630000000001,0.8803110000000001,-0.263548,-3.83%,1.5,-0.03,0.61,3.64,20000000.0,689000000.0,30.95
2023-08-02,福事特,35.17,-4.30%,22.90%,0.651428,0.975419,-0.323991,-4.61%,1.63,0.06,0.52,4.16,20000000.0,703000000.0,31.61
2023-08-01,福事特,36.75,-8.10%,38.16%,1.13,1.74,-0.61,-8.30%,2.87,0.47,0.77,12.0,20000000.0,735000000.0,33.03
2023-07-31,福事特,39.99,-0.77%,44.08%,1.68,1.8,-0.12,-1.50%,3.48,-0.08,0.86,8.69,20000000.0,800000000.0,35.95
2023-07-28,福事特,40.3,8.39%,51.38%,2.07,1.92,0.15,1.86%,3.99,0.0,1.01,16.81,20000000.0,806000000.0,36.22
2023-07-27,福事特,37.18,-1.72%,35.91%,1.25,1.37,-0.12,-1.61%,2.63,0.24,0.61,5.0,20000000.0,744000000.0,33.42
2023-07-26,福事特,37.83,-6.78%,50.86%,1.61,2.27,-0.66,-8.72%,3.88,0.08,0.77,6.73,20000000.0,757000000.0,34.0
