日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-07-13,新宙邦,51.0,1.09%,0.59%,0.750169,0.860019,-0.10985,-0.04%,1.61,0.14,1.11,1.59,538000000.0,,38.72,27460000000.000004
2023-07-12,新宙邦,50.45,0.94%,0.61%,0.798666,0.84429,-0.045624,-0.02%,1.67,0.0,1.1,2.86,538000000.0,,38.3,27164000000.0
2023-07-11,新宙邦,49.99,0.58%,0.63%,0.71778,0.970669,-0.252889,-0.09%,1.7,-0.02,1.17,4.75,538000000.0,,37.95,26911000000.0
2023-07-10,新宙邦,49.7,0.81%,0.60%,0.7328859999999999,0.8747959999999998,-0.14190999999999984,-0.05%,1.61,-0.02,0.97,3.65,538000000.0,,37.73,26760000000.000004
2023-07-07,新宙邦,49.3,-0.90%,0.41%,0.589463,0.517134,0.07232899999999999,0.03%,1.11,0.14,0.58,1.79,538000000.0,,37.43,26545000000.0
2023-07-06,新宙邦,49.75,-0.36%,0.36%,0.523721,0.453576,0.070145,0.03%,0.977297,-0.06,0.48,1.34,538000000.0,267.87,37.77,
2023-07-05,新宙邦,49.93,-2.10%,0.82%,1.01,1.19,-0.18,-0.07%,2.2,-0.08,1.12,2.75,538000000.0,268.84,37.91,
2023-07-04,新宙邦,51.0,-0.04%,0.55%,0.7666609999999999,0.7279899999999999,0.038671,0.01%,1.49,-0.02,0.66,2.06,538000000.0,274.6,38.72,
2023-07-03,新宙邦,51.02,-1.68%,0.94%,1.14,1.47,-0.33,-0.12%,2.61,-0.12,1.15,4.78,539000000.0,274.9,38.74,
2023-06-30,新宙邦,51.89,1.69%,0.88%,1.38,1.07,0.31,0.11%,2.46,0.0,1.18,2.92,539000000.0,279.59,39.4,
2023-06-29,新宙邦,51.03,-1.30%,0.59%,0.82131,0.804373,0.016937,0.01%,1.63,0.06,0.75,3.33,536000000.00000006,273.3,38.74,
2023-06-28,新宙邦,51.7,-0.73%,0.68%,0.899407,0.994342,-0.094935,-0.03%,1.89,-0.31,0.83,3.94,536000000.00000006,276.89,39.25,
2023-06-27,新宙邦,52.08,2.06%,1.06%,1.71,1.25,0.46,0.16%,2.96,-0.38,1.02,3.53,536000000.00000006,278.95,39.54,
2023-06-26,新宙邦,50.88,0.10%,0.85%,1.39,0.936034,0.453966,0.17%,2.33,-0.16,0.83,3.5,536000000.00000006,273.33,38.74,
