日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-07-19,菲达环保,5.21,0.39%,1.83%,0.359981,0.32045100000000004,0.03952999999999996,0.11%,0.680454,0.0,0.82,3.08,712000000.0,,36.80,3708000000.0
2023-07-17,菲达环保,5.18,1.37%,2.52%,0.49636,0.433601,0.06275900000000001,0.17%,0.929961,-0.19,1.62,3.13,712000000.0,,36.59,3686000000.0
2023-07-14,菲达环保,5.1,1.59%,2.65%,0.535388,0.415658,0.11973,0.33%,0.957398,0.0,2.47,3.59,712000000.0,,36.1,3636000000.0
2023-07-13,菲达环保,5.02,3.93%,3.60%,0.656779,0.635151,0.021628,0.06%,1.29,-0.4,7.41,3.93,712000000.0,,35.46,3572000000.0
2023-07-12,菲达环保,4.83,-0.82%,0.49%,0.063903,0.097946,-0.034043000000000004,-0.10%,0.168218,0.42,1.02,1.64,712000000.0,,34.12,3436999999.9999995
2023-07-11,菲达环保,4.87,0.00%,0.48%,0.08619500000000001,0.079705,0.006490000000000001,0.02%,0.1659,-0.21,1.04,1.03,712000000.0,,34.4,3465999999.9999995
2023-07-10,菲达环保,4.87,0.62%,0.47%,0.087154,0.07635800000000001,0.010796,0.03%,0.163512,0.0,1.03,0.83,712000000.0,,34.4,3465999999.9999995
2023-07-07,菲达环保,4.84,0.41%,0.52%,0.09325900000000001,0.083583,0.009676,0.03%,0.176842,0.0,1.1,1.04,712000000.0,,34.19,3444000000.0
2023-07-06,菲达环保,4.82,-0.62%,0.48%,0.075134,0.088176,-0.013041999999999998,-0.04%,0.16330999999999998,-0.21,1.0,1.44,712000000.0,34.3,34.05,
2023-07-05,菲达环保,4.85,0.21%,0.44%,0.074654,0.077341,-0.002687,-0.01%,0.151995,0.0,0.89,0.62,712000000.0,34.51,34.26,
2023-07-04,菲达环保,4.84,0.00%,0.39%,0.05381900000000001,0.080804,-0.02698499999999999,-0.08%,0.134622,0.0,0.73,0.83,712000000.0,34.44,34.19,
2023-07-03,菲达环保,4.84,0.41%,0.47%,0.078928,0.083412,-0.004484,-0.01%,0.16234,0.21,0.8,1.04,712000000.0,34.44,34.19,
2023-06-30,菲达环保,4.82,0.84%,0.56%,0.101988,0.088636,0.013352000000000001,0.04%,0.190625,0.0,0.93,1.05,712000000.0,34.3,34.05,
2023-06-29,菲达环保,4.78,0.00%,0.53%,0.094019,0.084904,0.009115,0.03%,0.178922,0.0,0.78,0.84,712000000.0,34.02,33.77,
2023-06-28,菲达环保,4.78,1.27%,0.53%,0.10922,0.070011,0.039209,0.12%,0.179231,0.0,0.75,2.75,712000000.0,34.02,33.77,
2023-06-27,菲达环保,4.72,2.39%,0.59%,0.12978,0.06848099999999999,0.06129900000000001,0.18%,0.198262,0.0,0.86,2.17,712000000.0,33.59,33.34,
2023-06-26,菲达环保,4.61,-2.12%,0.74%,0.094671,0.15070999999999998,-0.056039,-0.17%,0.245381,0.0,1.11,2.76,712000000.0,32.81,32.56,
