日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-07-28,新城控股,16.3,1.81%,3.05%,5.82,5.29,0.53,0.14%,11.11,0.18,1.31,5.0,2256000000.0,,13.96,36767000000.0
2023-07-27,新城控股,16.01,-1.23%,2.69%,4.93,4.81,0.12,0.03%,9.75,0.06,1.29,5.37,2256000000.0,,13.71,36113000000.0
2023-07-26,新城控股,16.21,3.31%,3.99%,7.79,6.75,1.04,0.28%,14.54,0.31,2.58,4.33,2256000000.0,,13.88,36564000000.0
2023-07-24,新城控股,14.26,-2.73%,1.30%,1.98,2.22,-0.2400000000000003,-0.07%,4.2,0.07,1.32,5.12,2256000000.0,,12.21,32165000000.0
2023-07-21,新城控股,14.66,0.96%,1.20%,1.82,2.15,-0.33,-0.10%,3.96,0.0,1.4,2.62,2256000000.0,,12.55,33067000000.0
2023-07-20,新城控股,14.5,1.05%,1.47%,2.62,2.15,0.47,0.14%,4.85,0.14,2.07,3.62,2256000000.0,,12.44,32752000000.0
2023-07-19,新城控股,14.28,2.88%,1.04%,1.95,1.33,0.62,0.19%,3.32,0.0,2.1,4.18,2256000000.0,,12.29,32368000000.0
2023-07-17,新城控股,13.85,0.00%,0.38%,0.5749449999999999,0.6155479999999999,-0.04060299999999992,-0.01%,1.19,-0.07,0.52,1.95,2256000000.0,,11.86,31240000000.0
2023-07-14,新城控股,13.87,-0.64%,0.51%,0.6351180000000001,0.940446,-0.30532800000000004,-0.10%,1.61,-0.07,0.67,1.86,2256000000.0,,11.86,31240000000.0
2023-07-13,新城控股,13.96,2.05%,0.80%,1.59,0.9210659999999999,0.668934,0.21%,2.51,0.22,0.98,2.34,2256000000.0,,11.96,31488000000.0
2023-07-12,新城控股,13.68,-1.65%,0.80%,0.953142,1.5,-0.546858,-0.18%,2.47,-0.07,1.0,1.65,2256000000.0,,11.72,30857000000.0
2023-07-11,新城控股,13.91,-0.71%,1.04%,1.31,1.96,-0.65,-0.21%,3.27,-0.07,1.3,4.28,2256000000.0,,11.91,31376000000.0
2023-07-10,新城控股,14.01,0.43%,0.51%,0.8586440000000001,0.737766,0.120878,0.04%,1.6,0.0,0.58,1.94,2256000000.0,,12.0,31601000000.0
2023-07-07,新城控股,13.95,-1.76%,0.83%,1.05,1.58,-0.53,-0.17%,2.64,0.0,0.89,3.31,2256000000.0,,11.95,31466000000.000008
2023-07-06,新城控股,14.2,0.78%,0.90%,1.37,1.5,-0.13,-0.04%,2.87,-0.07,0.88,3.27,2256000000.0,320.3,12.16,
2023-07-05,新城控股,14.09,0.07%,0.74%,1.22,1.16,0.06,0.02%,2.38,0.0,0.57,2.49,2256000000.0,317.82,12.07,
2023-07-04,新城控股,14.08,-1.95%,0.99%,1.2,1.95,-0.75,-0.24%,3.15,-0.07,0.65,2.99,2256000000.0,317.59,12.06,
2023-07-03,新城控股,14.36,-0.35%,0.90%,1.26,1.64,-0.38,-0.12%,2.9,0.14,0.6,2.29,2256000000.0,323.91000000000014,12.3,
2023-06-30,新城控股,14.41,-0.07%,1.11%,1.69,1.96,-0.27,-0.08%,3.65,-0.07,0.79,4.02,2256000000.0,325.04000000000013,12.34,
2023-06-29,新城控股,14.42,-3.99%,1.38%,1.78,2.75,-0.97,-0.30%,4.53,0.07,1.07,4.26,2256000000.0,325.26,12.35,
2023-06-28,新城控股,15.01,1.76%,2.14%,3.69,3.43,0.26,0.08%,7.21,0.07,2.07,3.86,2256000000.0,338.79000000000013,12.86,
2023-06-27,新城控股,14.75,9.99%,2.03%,3.42,3.13,0.29,0.09%,6.54,0.0,2.38,10.66,2256000000.0,332.7,12.63,
2023-06-26,新城控股,13.41,-2.90%,0.71%,0.87741,1.28,-0.40259,-0.13%,2.16,0.0,0.8,2.39,2256000000.0,302.48,11.48,
