日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,科净源,71.19,-1.89%,22.13%,1.25,1.27,-0.02,-0.17%,2.53,0.0,0.74,4.27,16257900.0,1157000000.0,51.02
2023-09-04,科净源,72.96,1.26%,22.87%,1.33,1.4,-0.07,-0.59%,2.76,0.0,0.58,5.36,16257900.0,1191000000.0,52.52
2023-08-29,科净源,87.58,0.40%,54.69%,3.8,3.86,-0.06,-0.42%,7.66,0.03,0.9,11.46,16257900.0,1424000000.0,62.77
2023-08-28,科净源,87.23,10.84%,58.66%,4.29,3.69,0.6,4.23%,7.98,-0.01,1.0,15.3,16257900.0,1418000000.0,亏损
2023-08-25,科净源,78.7,-7.12%,60.95%,4.05,4.33,-0.28,-2.19%,8.37,0.11,1.02,20.06,16257900.0,1279000000.0,亏损
2023-08-24,科净源,84.6,2.92%,73.75%,4.43,4.92,-0.49,-3.56%,9.52,0.15,1.33,30.85,16257900.0,1378000000.0,亏损
2023-08-23,科净源,82.2,20.00%,64.09%,4.08,4.09,-0.01,-0.07%,8.17,0.0,1.25,24.03,16257900.0,1336000000.0,亏损
2023-08-21,科净源,78.76,-5.02%,49.30%,3.06,3.33,-0.27,-2.11%,6.39,0.32,0.89,9.85,16257900.0,1280000000.0,亏损
2023-08-18,科净源,84.77,12.09%,60.93%,4.01,3.9,0.11,0.82%,7.99,0.0,1.09,20.79,16257900.0,1348000000.0,亏损
2023-08-16,科净源,71.59,-4.76%,42.16%,2.23,2.65,-0.42,-3.61%,4.87,0.45,0.64,6.9,16257900.0,1164000000.0,亏损
2023-08-11,科净源,96.0,113.33%,82.84%,6.42,6.11,0.31,1.99%,12.52,0.0,--,108.42,16257900.0,1561000000.0,亏损
