成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:32,0.0,-100.00%,--,0,0,中性盘
09:18:36,0.0,-100.00%,--,0,0,卖盘
09:25:00,206.9,-1.94%,-0.9,720,14898869,中性盘
09:30:00,206.0,-2.37%,-0.9,93,1920538,卖盘
09:30:03,206.4,-2.18%,+0.4,389,8038661,买盘
09:30:06,206.01,-2.36%,-0.39,426,8796421,卖盘
09:30:09,206.04,-2.35%,+0.03,249,5133899,中性盘
09:30:12,205.98,-2.38%,-0.06,274,5661566,卖盘
09:30:15,205.39,-2.66%,-0.59,171,3520385,中性盘
09:30:18,205.2,-2.75%,-0.19,129,2664522,卖盘
09:30:21,204.9,-2.89%,-0.3,165,3395193,卖盘
09:30:24,204.9,-2.89%,--,194,3977929,买盘
09:30:27,204.1,-3.27%,-0.8,148,3033742,卖盘
09:30:30,203.78,-3.42%,-0.32,126,2576187,卖盘
09:30:33,203.78,-3.42%,--,120,2456772,买盘
09:30:36,203.45,-3.58%,-0.33,179,3643586,卖盘
09:30:39,203.0,-3.79%,-0.45,191,3888059,卖盘
09:30:42,203.31,-3.64%,+0.31,368,7500513,买盘
09:30:45,203.12,-3.73%,-0.19,291,5923995,中性盘
09:30:48,203.33,-3.64%,+0.21,143,2922259,中性盘
09:30:51,204.2,-3.22%,+0.87,574,11739866,买盘
09:30:54,204.22,-3.21%,+0.02,110,2262349,中性盘
09:30:57,204.01,-3.31%,-0.21,150,3067290,卖盘
09:31:00,204.65,-3.01%,+0.64,139,2859574,买盘
09:31:03,204.63,-3.02%,-0.02,211,4337951,中性盘
09:31:06,204.25,-3.20%,-0.38,242,4951837,卖盘
09:31:09,204.65,-3.01%,+0.4,175,3596724,买盘
09:31:12,204.65,-3.01%,--,129,2657176,买盘
09:31:15,204.65,-3.01%,--,64,1326541,卖盘
09:31:18,205.01,-2.84%,+0.36,78,1601538,买盘
09:31:21,205.71,-2.51%,+0.7,113,2334809,中性盘
09:31:21,205.71,-2.51%,--,113,2334809,中性盘
09:31:21,205.71,-2.51%,--,113,2334809,买盘
09:31:24,206.0,-2.37%,+0.29,93,1922598,买盘
09:31:27,205.72,-2.50%,-0.28,101,2090321,卖盘
09:31:30,205.86,-2.44%,+0.14,24,499416,中性盘
09:31:33,206.0,-2.37%,+0.14,84,1737610,买盘
09:31:36,206.06,-2.34%,+0.06,46,962300,中性盘
09:31:39,206.1,-2.32%,+0.04,117,2414874,中性盘
09:31:42,206.13,-2.31%,+0.03,101,2086654,中性盘
09:31:45,205.99,-2.37%,-0.14,102,2110368,卖盘
09:31:48,205.89,-2.42%,-0.1,83,1725358,卖盘
09:31:51,205.73,-2.50%,-0.16,164,3378498,卖盘
09:31:54,205.2,-2.75%,-0.53,79,1625184,卖盘
09:31:57,205.72,-2.50%,+0.52,39,814857,买盘
09:32:00,205.3,-2.70%,-0.42,24,492720,中性盘
09:32:03,205.27,-2.72%,-0.03,67,1395425,卖盘
09:32:06,205.32,-2.69%,+0.05,1058,21722856,中性盘
09:32:09,205.35,-2.68%,+0.03,236,4861251,中性盘
09:32:12,205.87,-2.43%,+0.52,43,896976,买盘
09:32:15,206.35,-2.20%,+0.48,105,2186897,买盘
09:32:18,205.82,-2.45%,-0.53,72,1493842,卖盘
09:32:21,206.0,-2.37%,+0.18,39,807314,中性盘
09:32:24,206.3,-2.23%,+0.3,72,1498357,中性盘
09:32:27,205.84,-2.45%,-0.46,124,2559826,卖盘
09:32:30,206.66,-2.06%,+0.82,41,849373,买盘
09:32:33,206.51,-2.13%,-0.15,95,1977127,中性盘
09:32:36,206.77,-2.00%,+0.26,57,1186239,买盘
09:32:39,206.66,-2.06%,-0.11,141,2921759,卖盘
09:32:42,206.66,-2.06%,--,105,2171377,卖盘
09:32:45,206.8,-1.99%,+0.14,26,543677,买盘
09:32:48,206.81,-1.99%,+0.01,44,919684,中性盘
09:32:51,207.0,-1.90%,+0.19,31,657018,买盘
09:32:54,206.91,-1.94%,-0.09,68,1423127,卖盘
09:32:57,206.96,-1.91%,+0.05,107,2227097,买盘
09:33:00,206.96,-1.91%,--,33,692488,买盘
09:33:03,207.0,-1.90%,+0.04,82,1717686,买盘
09:33:06,207.04,-1.88%,+0.04,36,745344,中性盘
09:33:09,207.58,-1.62%,+0.54,65,1362140,买盘
09:33:12,207.66,-1.58%,+0.08,32,674895,中性盘
09:33:15,207.59,-1.62%,-0.07,207,4314551,卖盘
09:33:18,207.57,-1.63%,-0.02,29,622087,中性盘
09:33:21,207.13,-1.83%,-0.44,96,2006883,卖盘
09:33:24,208.06,-1.39%,+0.93,49,1028024,买盘
09:33:27,207.7,-1.56%,-0.36,38,801930,卖盘
09:33:30,208.09,-1.38%,+0.39,42,885215,中性盘
09:33:33,208.41,-1.23%,+0.32,32,684418,中性盘
09:33:36,208.5,-1.18%,+0.09,91,1906316,中性盘
09:33:39,208.8,-1.04%,+0.3,19,404028,买盘
09:33:42,208.32,-1.27%,-0.48,106,2223191,卖盘
09:33:45,208.11,-1.37%,-0.21,36,754607,卖盘
09:33:48,207.57,-1.63%,-0.54,346,7202471,卖盘
09:33:51,208.0,-1.42%,+0.43,52,1086800,买盘
09:33:54,207.56,-1.63%,-0.44,165,3424948,卖盘
09:33:57,207.21,-1.80%,-0.35,48,1014500,卖盘
09:34:00,207.46,-1.68%,+0.25,37,773826,卖盘
09:34:03,207.59,-1.62%,+0.13,13,276302,中性盘
09:34:06,207.98,-1.43%,+0.39,28,602934,中性盘
09:34:09,207.27,-1.77%,-0.71,67,1399280,卖盘
09:34:12,207.5,-1.66%,+0.23,56,1176525,买盘
09:34:15,207.63,-1.60%,+0.13,58,1214636,买盘
09:34:18,207.55,-1.64%,-0.08,85,1783685,卖盘
09:34:21,207.9,-1.47%,+0.35,38,793762,买盘
09:34:24,207.98,-1.43%,+0.08,104,2177551,买盘
09:34:27,208.28,-1.29%,+0.3,103,2155281,买盘
09:34:30,208.28,-1.29%,--,28,595889,卖盘
09:37:42,209.8,-0.57%,--,43,921651,中性盘
09:37:45,209.8,-0.57%,--,4,101753,买盘
09:37:48,209.69,-0.62%,-0.11,44,937105,中性盘
09:37:51,209.8,-0.57%,+0.11,81,1712597,买盘
09:37:54,209.98,-0.48%,+0.18,25,527470,买盘
09:37:57,209.8,-0.57%,-0.18,49,1043545,卖盘
09:38:00,209.95,-0.50%,+0.15,31,659873,买盘
09:38:03,209.6,-0.66%,-0.35,90,1895622,卖盘
09:38:06,209.3,-0.81%,-0.3,68,1434124,卖盘
09:38:09,209.01,-0.94%,-0.29,78,1650761,中性盘
09:38:12,209.59,-0.67%,+0.58,12,252346,买盘
09:38:15,209.59,-0.67%,--,49,1043339,买盘
09:38:18,209.07,-0.91%,-0.52,32,687840,中性盘
