股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
金桥信息,1.77%,0.0%,inf
威士顿,3.42%,0.0%,inf
浙数文化,1.09%,0.0%,inf
英特科技,2.71%,0.0%,inf
诺泰生物,1.16%,0.0%,inf
奥飞娱乐,1.81%,0.0%,inf
易点天下,1.27%,0.0%,inf
省广集团,1.38%,0.0%,inf
铜牛信息,3.93%,0.0%,inf
拓山重工,3.33%,0.0%,inf
同星科技,5.19%,0.0%,inf
亚康股份,5.2%,0.0%,inf
联合化学,3.4%,0.0%,inf
汉仪股份,1.71%,0.0%,inf
蜂助手,2.48%,0.0%,inf
焦点科技,1.3%,0.0%,inf
亚华电子,3.07%,0.0%,inf
本川智能,1.02%,0.0%,inf
任子行,1.85%,0.0%,inf
名雕股份,1.55%,0.0%,inf
合富中国,1.58%,0.0%,inf
首创证券,1.6%,0.0%,inf
创业黑马,1.45%,0.0%,inf
三未信安,1.08%,0.0%,inf
世纪天鸿,1.13%,0.0%,inf
天山电子,2.34%,0.0%,inf
西藏旅游,1.05%,0.0%,inf
麒麟信安,1.8%,0.0%,inf
南矿集团,1.14%,0.0%,inf
昊帆生物,2.0%,0.0%,inf
巨轮智能,1.34%,0.0%,inf
慧博云通,1.33%,0.0%,inf
百合股份,1.08%,0.0%,inf
汇纳科技,1.03%,0.0%,inf
富乐德,1.07%,0.0%,inf
信音电子,2.0%,0.0%,inf
新华网,1.33%,0.0%,inf
蕾奥规划,1.41%,0.0%,inf
神州泰岳,1.27%,0.0%,inf
泓淋电力,1.48%,0.0%,inf
东田微,1.07%,0.0%,inf
深桑达A,1.17%,0.0%,inf
埃科光电,1.33%,0.0%,inf
丰立智能,1.44%,0.0%,inf
民爆光电,5.41%,0.0%,inf
神州数码,1.56%,0.0%,inf
南凌科技,3.12%,0.0%,inf
人民网,1.56%,0.0%,inf
铜峰电子,1.08%,0.0%,inf
普莱得,2.46%,0.0%,inf
荣盛发展,1.45%,0.0%,inf
国华网安,1.18%,0.0%,inf
中文在线,1.66%,0.0%,inf
宏景科技,4.2%,0.0%,inf
亚联发展,1.17%,0.0%,inf
德尔玛,1.15%,0.0%,inf
海天瑞声,1.07%,0.0%,inf
趣睡科技,1.75%,0.0%,inf
福事特,1.05%,0.0%,inf
开创电气,4.58%,0.0%,inf
智莱科技,3.35%,0.0%,inf
金冠股份,1.35%,0.0%,inf
英飞拓,2.66%,0.0%,inf
致尚科技,3.03%,0.0%,inf
北新路桥,1.57%,0.0%,inf
华谊兄弟,1.31%,0.0%,inf
美利信,1.94%,0.0%,inf
*ST新海,1.14%,0.0%,inf
美能能源,1.41%,0.0%,inf
科净源,1.99%,0.0%,inf
力盛体育,1.73%,0.0%,inf
君逸数码,3.29%,0.0%,inf
兆新股份,1.32%,0.0%,inf
中孚信息,1.55%,0.0%,inf
华西股份,2.34%,0.0%,inf
金鹰重工,1.62%,0.0%,inf
拓维信息,2.29%,0.0%,inf
创识科技,1.5%,0.0%,inf
三维天地,2.18%,0.0%,inf
恒工精密,2.4%,0.0%,inf
江苏华辰,1.09%,0.0%,inf
港通医疗,1.31%,0.0%,inf
首都在线,2.09%,0.0%,inf
银禧科技,1.1%,0.0%,inf
凡拓数创,2.96%,0.0%,inf
科创信息,1.95%,0.0%,inf
联特科技,1.47%,0.0%,inf
恒盛能源,1.47%,0.0%,inf
云中马,1.69%,0.0%,inf
威力传动,1.55%,0.0%,inf
万兴科技,1.32%,0.0%,inf
源飞宠物,1.38%,0.0%,inf
嵘泰股份,1.31%,0.0%,inf
张家界,1.07%,0.0%,inf
恒尚节能,1.44%,0.0%,inf
天亿马,2.42%,0.0%,inf
铭普光磁,2.26%,0.0%,inf
盛邦安全,5.09%,0.0%,inf
信达证券,1.41%,0.0%,inf
云赛智联,1.02%,0.0%,inf
昆船智能,2.13%,0.0%,inf
西点药业,1.65%,0.0%,inf
金科股份,2.47%,0.0%,inf
安硕信息,2.08%,0.0%,inf
中成股份,1.13%,0.0%,inf
天力锂能,2.1%,0.0%,inf
世纪恒通,3.28%,0.0%,inf
盛天网络,1.16%,0.0%,inf
中央商场,1.46%,0.0%,inf
登康口腔,1.25%,0.0%,inf
智微智能,1.36%,0.0%,inf
内蒙新华,1.1%,0.0%,inf
中重科技,1.1%,0.0%,inf
