股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
宁波富邦,2.63%,0.0%,inf
科净源,1.99%,0.0%,inf
华统股份,2.15%,0.0%,inf
倍杰特,4.24%,0.17%,24.29520000000052
拓山重工,13.97%,-0.72%,19.367500000000106
源飞宠物,9.05%,0.73%,12.447863636363703
宁波方正,9.38%,0.77%,12.230704347826064
嘉澳环保,1.11%,-0.09%,12.043500000002394
宁波中百,1.17%,-0.1%,11.583000000000245
金富科技,3.48%,0.42%,8.334600000000178
博通股份,2.19%,0.31%,7.067442857142828
圣泉集团,6.87%,1.01%,6.788809090909017
双枪科技,3.47%,-0.59%,5.853623076923121
王力安防,8.4%,1.47%,5.728799999999987
冠中生态,5.01%,-0.95%,5.256921428571474
四方新材,2.74%,0.53%,5.192299999999995
真爱美家,3.08%,-0.63%,4.8848800000000185
森林包装,1.8%,-0.4%,4.475999999999963
万里股份,1.08%,0.25%,4.395600000000094
重庆银行,2.16%,-0.5%,4.2929999999999975
宜宾纸业,1.39%,-0.33%,4.27077500000009
长华集团,1.19%,0.28%,4.192766666666756
东材科技,2.29%,0.55%,4.154714285714269
红墙股份,2.79%,-0.84%,3.3170000000000046
天力锂能,18.67%,5.78%,3.2317914728682093
华工科技,4.73%,-1.48%,3.1867215686274633
国泰集团,1.42%,-0.46%,3.0955999999999286
通源环境,2.54%,0.82%,3.083983333333354
杭州高新,2.27%,-0.78%,2.9197875000000617
立讯精密,1.2%,0.43%,2.777999999999989
南京高科,1.6%,0.61%,2.643999999999997
天孚通信,3.18%,-1.21%,2.6365090909091045
晶雪节能,1.17%,-0.45%,2.5766000000000044
中晟高科,1.57%,0.63%,2.487577777777781
茂莱光学,4.62%,2.08%,2.2175999999999996
联翔股份,1.26%,0.6%,2.0991599999999706
晶晨股份,1.58%,-0.78%,2.037492537313428
有研粉材,7.1%,3.98%,1.7823088235294124
中旗新材,1.76%,1.01%,1.7381759999999997
盛美上海,1.44%,-0.84%,1.714219354838723
原尚股份,2.24%,1.39%,1.6161599999999916
唐源电气,2.21%,-1.45%,1.5190066666666633
昆仑万维,1.58%,-1.04%,1.515295238095232
君逸数码,23.8%,17.06%,1.3949444444444457
和辉光电,1.07%,0.79%,1.3588999999999987
超捷股份,6.74%,-5.02%,1.3427042857142837
朝阳科技,3.5%,2.61%,1.338888888888891
汇隆新材,1.87%,-1.45%,1.289552
聚赛龙,2.87%,-2.29%,1.2536681818181883
福莱新材,7.81%,-6.33%,1.23398
思瑞浦,1.47%,-1.2%,1.2237056603773562
恺英网络,2.95%,-2.48%,1.1917999999999989
抚顺特钢,1.14%,-0.96%,1.1843333333333352
嘉化能源,1.13%,-0.96%,1.182733333333335
税友股份,3.06%,2.6%,1.1763346153846082
宁波色母,1.78%,1.52%,1.1719290322580695
普冉股份,1.36%,-1.24%,1.0984944881889798
蓝晓科技,1.02%,0.93%,1.097731034482762
众望布艺,2.07%,-1.93%,1.074162162162159
铜峰电子,2.06%,-1.94%,1.0596124999999996
仟源医药,6.11%,5.83%,1.0486465116279076
地铁设计,3.37%,3.23%,1.0424152542372884
普瑞眼科,2.01%,-2.02%,0.9956606060606045
维康药业,1.55%,1.59%,0.9773611111111125
经纬股份,13.95%,14.33%,0.9733851674641144
统一股份,1.56%,-1.62%,0.9644470588235298
葫芦娃,1.09%,1.19%,0.9168111111111126
恒基达鑫,1.43%,1.58%,0.9072555555555569
双乐股份,3.79%,4.19%,0.9045466666666666
开勒股份,5.22%,5.88%,0.887399999999999
天亿马,3.53%,4.06%,0.8684877862595404
包钢股份,2.42%,2.79%,0.8663599999999992
丽臣实业,1.39%,-1.61%,0.8614138888888903
华体科技,1.11%,-1.29%,0.858205263157897
江苏博云,1.36%,1.6%,0.8494486486486463
天元股份,5.74%,6.88%,0.8339400000000009
