股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
百纳千成,1.5%,0.0%,inf
盘龙药业,1.28%,0.0%,inf
奥飞娱乐,1.85%,0.0%,inf
光大同创,1.25%,0.0%,inf
恒润股份,1.09%,0.0%,inf
同星科技,2.97%,0.0%,inf
清水源,1.15%,0.0%,inf
华厦眼科,1.26%,0.0%,inf
波长光电,2.4%,0.0%,inf
青云科技,1.34%,0.0%,inf
森泰股份,1.3%,0.0%,inf
阿莱德,3.09%,0.0%,inf
读客文化,2.16%,0.0%,inf
乖宝宠物,1.11%,0.0%,inf
捷强装备,2.93%,0.0%,inf
诺思格,1.02%,0.0%,inf
安凯微,1.02%,0.0%,inf
中电环保,4.19%,0.0%,inf
星辉娱乐,1.03%,0.0%,inf
汇金科技,3.15%,0.0%,inf
吉视传媒,1.08%,0.0%,inf
军信股份,1.15%,0.0%,inf
未来电器,2.88%,0.0%,inf
中水渔业,1.19%,0.0%,inf
恒银科技,1.34%,0.0%,inf
晓程科技,3.71%,0.0%,inf
神州泰岳,1.03%,0.0%,inf
神农科技,1.29%,0.0%,inf
启迪环境,6.16%,0.0%,inf
招标股份,2.93%,0.0%,inf
指南针,1.18%,0.0%,inf
大湖股份,1.86%,0.0%,inf
锴威特,2.49%,0.0%,inf
网宿科技,1.55%,0.0%,inf
毕得医药,1.08%,0.0%,inf
同有科技,1.09%,0.0%,inf
瑜欣电子,1.05%,0.0%,inf
恒烁股份,1.1%,0.0%,inf
南大环境,1.18%,0.0%,inf
富士莱,1.44%,0.0%,inf
跨境通,1.72%,0.0%,inf
力盛体育,1.38%,0.0%,inf
华谊兄弟,1.11%,0.0%,inf
泓博医药,1.36%,0.0%,inf
通达海,3.04%,0.0%,inf
浙江世宝,2.98%,0.0%,inf
好当家,1.97%,0.0%,inf
实朴检测,3.08%,0.0%,inf
迪森股份,1.31%,0.0%,inf
中润资源,1.64%,0.0%,inf
财富趋势,1.78%,0.0%,inf
华融化学,1.3%,0.0%,inf
华海诚科,1.26%,0.0%,inf
*ST西发,4.24%,0.0%,inf
港通医疗,3.83%,0.0%,inf
航材股份,3.11%,0.0%,inf
众辰科技,1.02%,0.0%,inf
四川黄金,2.8%,0.0%,inf
蓝色光标,2.0%,0.0%,inf
甬矽电子,1.91%,0.0%,inf
福莱新材,1.85%,0.0%,inf
兆日科技,2.0%,0.0%,inf
长盈通,1.32%,0.0%,inf
中电港,2.06%,0.0%,inf
康为世纪,1.15%,0.0%,inf
万胜智能,1.02%,0.0%,inf
江盐集团,2.5%,0.0%,inf
中科磁业,1.95%,0.0%,inf
国泰环保,5.42%,0.0%,inf
国联水产,2.97%,0.0%,inf
汤姆猫,1.24%,0.0%,inf
山水比德,1.75%,0.0%,inf
聚胶股份,1.25%,0.0%,inf
德迈仕,2.22%,0.0%,inf
出版传媒,1.38%,0.0%,inf
天马科技,1.44%,0.0%,inf
内蒙新华,1.23%,0.0%,inf
凡拓数创,1.1%,0.0%,inf
富乐德,1.01%,0.0%,inf
