股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
智信精密,14.73%,0.0%,inf
楚环科技,11.96%,10.95%,1.0917826366559487
江波龙,10.93%,-1.1%,9.89260877192982
凯格精机,10.81%,67.6%,0.15990237623762377
经纬股份,8.22%,1.57%,5.225571428571407
圣泉集团,7.74%,6.46%,1.1979522580645154
赢合科技,7.66%,55.72%,0.1374710472279261
拓山重工,7.44%,0.95%,7.796606896551746
涛涛车业,7.37%,8.44%,0.8733449999999997
创益通,6.77%,1.21%,5.608945000000021
佰维存储,6.2%,8.79%,0.7051330589849101
湖南裕能,5.76%,2.98%,1.933199999999998
王力安防,5.45%,2.94%,1.8529999999999955
有研粉材,5.45%,12.7%,0.4289677419354834
杰美特,5.33%,48.97%,0.10884794672586014
朗坤环境,5.1%,5.73%,0.8896666666666677
华曙高科,4.84%,5.71%,0.8473611940298486
荣盛发展,4.82%,38.46%,0.12532
天力锂能,4.66%,18.33%,0.2541654193548388
华工科技,4.43%,9.98%,0.44410750000000004
共创草坪,4.3%,9.71%,0.44293981481481487
飞荣达,4.22%,15.07%,0.2799700440528638
铂力特,4.08%,20.52%,0.1988492307692307
智能自控,4.05%,34.14%,0.11863274336283185
科信技术,4.0%,15.02%,0.26623188405797127
安德利,3.98%,-4.4%,0.9047866666666646
德邦科技,3.8%,11.96%,0.3177057991513434
永悦科技,3.8%,23.65%,0.16066666666666674
优彩资源,3.56%,9.72%,0.3661714285714284
方正科技,3.52%,11.04%,0.31875555555555524
金力泰,3.37%,30.38%,0.1109291666666667
海光信息,3.31%,-1.4%,2.3715979381443333
华新环保,3.3%,1.93%,1.707391304347823
*ST爱迪,3.29%,-8.36%,0.3935346153846157
慈文传媒,3.26%,7.53%,0.4328555555555556
冠中生态,3.1%,7.3%,0.4245045045045047
翔宇医疗,3.07%,13.72%,0.22371387096774184
耐科装备,3.04%,7.9%,0.3847172413793098
北京君正,3.02%,-1.42%,2.1204549618320576
鼎捷软件,2.97%,8.12%,0.3655639405204464
学大教育,2.93%,21.09%,0.13894900181488198
芯朋微,2.87%,10.12%,0.28370217391304353
*ST日海,2.83%,-13.47%,0.21016229508196715
茂莱光学,2.82%,2.67%,1.0569294797687865
四川黄金,2.8%,15.08%,0.18562740899357594
超捷股份,2.77%,-6.72%,0.41212195121951206
箭牌家居,2.72%,5.86%,0.464383333333333
通力科技,2.69%,-1.4%,1.9250670212766006
电连技术,2.67%,1.93%,1.385211940298504
岱勒新材,2.66%,2.14%,1.2426000000000057
森泰股份,2.64%,6.35%,0.41589295774647955
晶合集成,2.64%,3.25%,0.8125333333333347
百花医药,2.62%,9.04%,0.28994666666666635
三利谱,2.58%,4.82%,0.5351521472392654
雅创电子,2.55%,-13.15%,0.19391634980988595
保力新,2.54%,16.18%,0.15701818181818186
贝肯能源,2.49%,2.5%,0.9948142857142903
福莱新材,2.48%,0.64%,3.856400000000014
招商南油,2.47%,10.27%,0.24041333333333315
森鹰窗业,2.47%,1.85%,1.3380750000000012
双乐股份,2.43%,3.81%,0.6371999999999979
步科股份,2.34%,-17.8%,0.13142422611036342
深科技,2.33%,-3.03%,0.7685241935483859
小崧股份,2.28%,4.73%,0.4822415094339629
梦网科技,2.28%,14.23%,0.16020962566844923
南方精工,2.23%,0.74%,3.0030666666666432
建霖家居,2.19%,7.14%,0.30660000000000004
法狮龙,2.17%,2.44%,0.890338235294118
拉卡拉,2.16%,9.09%,0.23760000000000014
迎丰股份,2.14%,3.54%,0.6053142857142858
腾景科技,2.11%,-11.66%,0.18093646616541353
泰慕士,2.08%,6.06%,0.3431999999999993
山大地纬,2.06%,5.07%,0.406197183098591
大业股份,2.05%,6.0%,0.34186764705882366
华业香料,2.02%,0.64%,3.1525466666666966
霍普股份,2.01%,1.0%,2.0192769230769385
熊猫乳品,2.01%,13.69%,0.14684901315789478
真爱美家,1.99%,0.82%,2.4277999999999857
胜宏科技,1.97%,-1.45%,1.3565638888888911
普莱得,1.96%,9.7%,0.20216151761517626
康为世纪,1.93%,6.65%,0.2900938461538457
华光新材,1.93%,-3.81%,0.5059531645569626
捷邦科技,1.93%,6.81%,0.28336941176470537
荣昌生物,1.9%,-5.54%,0.3427327823691458
中百集团,1.89%,9.87%,0.1915199999999999
中自科技,1.88%,-30.43%,0.06178563869992443
科瑞思,1.88%,5.33%,0.3524512110726643
徐家汇,1.88%,17.21%,0.10921315789473689
德尔玛,1.87%,5.32%,0.3518093333333335
唯科科技,1.87%,8.53%,0.2192413793103449
嘉曼服饰,1.87%,5.01%,0.37310952380952433
元力股份,1.85%,-1.19%,1.5604750000000058
史丹利,1.85%,3.08%,0.6007631578947356
朝阳科技,1.84%,6.22%,0.29583376623376645
东鹏控股,1.83%,32.51%,0.05629163498098858
华大智造,1.83%,3.56%,0.5134798136645965
高凌信息,1.82%,1.4%,1.304212
艾为电子,1.82%,-1.22%,1.494755294117632
望变电气,1.81%,8.24%,0.21975256410256425
野马电池,1.78%,2.89%,0.6155611940298524
伟时电子,1.76%,-5.86%,0.30032340425531934
数字认证,1.76%,11.14%,0.1579707317073172
顾地科技,1.75%,23.25%,0.07526143790849676
TCL科技,1.75%,5.61%,0.3119565217391298
中荣股份,1.73%,3.7%,0.46709999999999924
固德威,1.73%,1.08%,1.603795081967227
天亿马,1.73%,4.27%,0.4050235294117637
兆易创新,1.73%,1.75%,0.9899544041450741
逸豪新材,1.71%,5.21%,0.3280945054945055
天元股份,1.7%,3.53%,0.480921052631578
蒙娜丽莎,1.7%,15.81%,0.10752136752136754
晶晨股份,1.69%,6.82%,0.24796230899830216
福莱蒽特,1.69%,4.64%,0.36435779816513764
准油股份,1.68%,5.35%,0.31406666666666716
长电科技,1.68%,7.16%,0.23460792951541848
星光农机,1.68%,4.55%,0.36885333333333387
宏昌电子,1.67%,4.7%,0.35557083333333434
天孚通信,1.67%,3.32%,0.5032396501457717
通源石油,1.63%,-0.86%,1.8989499999999988
倍杰特,1.63%,-1.47%,1.1093055555555575
众望布艺,1.63%,0.63%,2.595774999999978
甬矽电子,1.62%,28.69%,0.056467035398230114
贵州轮胎,1.61%,20.42%,0.07884871794871795
巨化股份,1.6%,15.92%,0.10051674641148325
国力股份,1.59%,0.11%,14.107842857142803
联德股份,1.59%,2.18%,0.7278096774193537
紫燕食品,1.58%,8.45%,0.1869024390243902
中曼石油,1.57%,12.94%,0.12132455357142846
粤宏远A,1.54%,9.17%,0.1679562500000001
青岛食品,1.54%,0.48%,3.2014888888888944
佳发教育,1.54%,-12.06%,0.12765583756345183
金太阳,1.51%,-10.85%,0.13920958904109582
联合化学,1.5%,2.6%,0.5765625000000028
严牌股份,1.48%,2.58%,0.5743538461538467
彩虹股份,1.47%,7.2%,0.20405
园林股份,1.47%,-0.69%,2.116799999999998
福星股份,1.47%,3.43%,0.42826000000000153
深科达,1.47%,-0.48%,3.061799999999987
格林精密,1.46%,-0.58%,2.5287199999999648
斯瑞新材,1.46%,-8.41%,0.17356261682242988
胜蓝股份,1.44%,-6.24%,0.23061492537313436
天禾股份,1.44%,3.1%,0.46393043478260965
普瑞眼科,1.44%,4.51%,0.31908940092165866
金健米业,1.43%,4.32%,0.3311343749999997
新易盛,1.43%,-3.27%,0.4376327188940089
东材科技,1.43%,8.56%,0.1671394495412844
辉丰股份,1.42%,10.16%,0.13981538461538479
南宁百货,1.42%,11.2%,0.12678571428571428
青木股份,1.42%,10.88%,0.13048431001890354
华生科技,1.41%,1.65%,0.8560714285714252
大地海洋,1.4%,-4.43%,0.31580459770114905
宁波色母,1.39%,4.4%,0.31577173913043416
亚钾国际,1.38%,12.11%,0.11398986486486483
科拓生物,1.38%,-3.43%,0.40224444444444374
鲁西化工,1.38%,-2.86%,0.48255483870967664
均胜电子,1.37%,2.08%,0.6572487179487171
联翔股份,1.37%,0.41%,3.3271428571428436
玉龙股份,1.36%,8.45%,0.16095824175824172
中际旭创,1.36%,7.53%,0.18050200573065903
西上海,1.35%,-3.19%,0.4229999999999991
欧亚集团,1.35%,0.47%,2.8440000000000607
精智达,1.35%,-9.15%,0.1474836888331242
华统股份,1.34%,9.91%,0.13524844720496898
趣睡科技,1.34%,4.52%,0.29614641148325305
统联精密,1.34%,-0.5%,2.6866999999999615
