股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
启迪药业,3.08%,-0.12%,26.51880000000056
古鳌科技,4.26%,-0.24%,17.42340000000037
广钢气体,1.81%,-0.15%,11.927900000000257
福莱新材,15.4%,-1.52%,10.125499999999992
联泰环保,1.2%,-0.18%,6.7319999999995455
泰慕士,21.95%,-3.3%,6.6556436781609385
汇隆新材,4.02%,-0.63%,6.428345454545487
博思软件,1.11%,0.18%,6.04579999999977
君逸数码,18.68%,3.22%,5.796294117647063
四方新材,2.0%,0.46%,4.337142857142839
晶雪节能,3.44%,-0.8%,4.299999999999996
乐通股份,1.61%,-0.43%,3.748999999999986
稳健医疗,1.29%,0.36%,3.624900000000034
艾为电子,2.51%,0.7%,3.599032653061262
中南股份,2.48%,0.71%,3.5091999999999968
双枪科技,4.52%,1.31%,3.446110344827596
真爱美家,2.78%,0.81%,3.4407846153846426
豪尔赛,1.29%,-0.41%,3.175550000000068
优彩资源,3.14%,-1.03%,3.0340249999999975
超捷股份,7.0%,-2.36%,2.9650000000000025
欧亚集团,3.3%,1.27%,2.5884374999999977
永安期货,1.79%,0.79%,2.2760538461538635
深水海纳,2.18%,1.08%,2.01286666666668
拓山重工,15.22%,7.86%,1.9356556016597481
迪哲医药,3.06%,-1.67%,1.8360000000000096
黑牡丹,1.51%,0.84%,1.793880000000006
恺英网络,2.64%,-1.5%,1.764208695652184
赢合科技,5.34%,3.03%,1.7622000000000009
博闻科技,1.37%,0.89%,1.542228571428565
天元股份,3.4%,2.32%,1.46336
金富科技,4.76%,3.26%,1.4592374999999984
张家港行,1.36%,0.93%,1.4585999999999986
源飞宠物,7.0%,-4.91%,1.4252
宝立食品,3.99%,-2.91%,1.371046551724142
通源环境,7.58%,6.14%,1.2340921348314597
维康药业,1.21%,1.0%,1.2099999999999975
青岛银行,1.47%,1.26%,1.1649749999999988
东星医疗,2.17%,1.9%,1.1419180327868859
箭牌家居,2.55%,-2.59%,0.9829642857142818
锴威特,19.66%,-20.3%,0.9682776497695853
森林包装,1.79%,1.86%,0.9640428571428595
众望布艺,2.31%,2.47%,0.9362872340425555
美芝股份,4.99%,5.39%,0.9249981481481466
建研院,1.09%,1.23%,0.8883499999999925
辽港股份,1.12%,1.28%,0.8735999999999994
铂力特,2.91%,3.4%,0.8563092269326673
王力安防,3.73%,4.53%,0.8237744680851085
宁波方正,6.96%,-8.61%,0.808233210332104
苏豪弘业,2.31%,2.87%,0.8056124999999992
弘业股份,2.31%,2.87%,0.8056124999999992
北京人力,1.57%,2.0%,0.7866020408163292
好当家,5.04%,6.58%,0.7654500000000015
齐鲁银行,1.77%,2.35%,0.7532333333333346
华旺科技,4.65%,6.29%,0.739463414634146
弘宇股份,2.01%,-2.78%,0.7235999999999997
天力锂能,14.43%,-19.95%,0.7234718012422362
和辉光电,3.05%,4.26%,0.7153636363636372
港通医疗,6.13%,-8.62%,0.7109120547945208
达嘉维康,1.03%,-1.52%,0.6777400000000018
鸿铭股份,2.19%,3.29%,0.6654774193548377
南京高科,1.69%,2.55%,0.6630764705882355
朝阳科技,3.19%,4.95%,0.6439169354838719
迎丰股份,4.14%,6.52%,0.6348000000000006
信宇人,13.15%,-20.91%,0.6289130434782608
园林股份,1.29%,2.09%,0.6165124999999997
大全能源,1.33%,2.19%,0.6079146067415726
乐心医疗,3.6%,5.97%,0.6034576271186443
贵阳银行,1.26%,2.1%,0.6013636363636345
昀冢科技,1.65%,-2.79%,0.59108823529412
华熙生物,1.54%,2.7%,0.5711942386831259
洪兴股份,3.43%,6.03%,0.5684970297029694
博迈科,2.01%,3.6%,0.5581255813953493
迈威生物,1.36%,2.44%,0.5581132075471686
宝丽迪,1.65%,3.1%,0.5319827586206878
重庆银行,2.44%,-4.85%,0.5026399999999996
金隅集团,1.14%,2.33%,0.4901999999999973
智翔金泰,4.61%,-9.41%,0.4900597359735971
南钢股份,2.77%,5.78%,0.4792099999999995
塔牌集团,1.69%,3.54%,0.4780285714285724
民丰特纸,1.52%,3.27%,0.4652888888888873
冀东水泥,1.24%,2.71%,0.45755999999999974
原尚股份,1.09%,2.42%,0.4499277777777762
艾力斯,1.53%,3.59%,0.42648749999999885
亚通股份,3.02%,7.18%,0.42059024390243893
广宇集团,1.42%,3.45%,0.4117999999999995
百诚医药,1.51%,3.68%,0.4101941964285712
芯原股份,1.23%,-3.05%,0.40326428571428674
恒达新材,11.68%,29.08%,0.4016515390121689
华生科技,1.53%,3.81%,0.4012346938775508
华纺股份,1.75%,4.39%,0.39846153846153887
汇得科技,1.65%,-4.15%,0.39785624999999963
联翔股份,1.62%,4.09%,0.39654782608695793
中百集团,1.82%,-4.65%,0.3912999999999988
泰格医药,1.1%,2.89%,0.38064705882352856
广百股份,1.51%,-3.99%,0.3780592592592598
西部黄金,2.36%,6.3%,0.37450952380952396
华泰证券,3.46%,9.29%,0.3723985185185182
无锡银行,1.19%,3.27%,0.3640000000000001
伟测科技,5.06%,13.95%,0.3626043925875083
兴源环境,2.94%,8.12%,0.362208
果麦文化,3.34%,-9.42%,0.3545150862068966
华斯股份,2.13%,6.07%,0.3510827586206896
耐普矿机,2.68%,7.64%,0.35087184466019383
楚环科技,2.31%,-6.67%,0.3461352631578949
茂莱光学,4.78%,13.89%,0.3442338359691064
神州数码,7.27%,21.25%,0.34209461400359065
森鹰窗业,6.46%,18.9%,0.34186654343807754
双乐股份,3.18%,9.51%,0.33442999999999984
财通证券,2.36%,7.09%,0.33307169811320797
常熟银行,1.41%,4.26%,0.33062068965517244
弘业期货,5.0%,-15.19%,0.32909482758620673
万年青,1.29%,3.92%,0.3287419354838705
南都物业,2.37%,7.3%,0.32471724137931063
巴安水务,2.84%,8.79%,0.32304999999999967
