股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
聚力文化,1.27%,0.0%,inf
晶雪节能,4.21%,0.05%,83.48429999998693
天源环保,1.66%,0.1%,16.96520000000036
华新环保,4.27%,0.33%,13.012824999999694
广钢气体,1.81%,-0.15%,11.927900000000257
梦天家居,1.12%,0.15%,7.531999999999494
嘉曼服饰,4.67%,-0.65%,7.209961111111121
顺控发展,1.23%,-0.18%,6.892100000000555
彩蝶实业,6.41%,1.09%,5.882631818181851
上声电子,2.17%,-0.38%,5.750500000000122
晓鸣股份,1.1%,-0.2%,5.525666666666458
兴源环境,3.24%,0.6%,5.362199999999995
远翔新材,3.69%,-0.71%,5.174021739130506
坤泰股份,1.9%,-0.42%,4.530444444444451
炜冈科技,1.72%,0.43%,3.9559999999999067
苏州规划,14.43%,-3.88%,3.7203500000000047
南都物业,1.08%,-0.31%,3.4640999999999202
荣盛发展,2.65%,-0.79%,3.352249999999997
富春染织,1.58%,-0.5%,3.1422249999999976
东晶电子,1.11%,-0.36%,3.0488000000000643
蒙泰高新,1.94%,-0.67%,2.908922222222227
永信至诚,5.33%,-2.02%,2.634380851063836
必得科技,4.64%,1.78%,2.605274074074078
品渥食品,3.18%,1.26%,2.5305090909091037
亚钾国际,1.8%,0.72%,2.499300000000009
维康药业,1.9%,-0.77%,2.47105555555556
爱朋医疗,2.43%,-1.1%,2.201068421052617
福莱新材,9.14%,4.3%,2.1279062500000037
民丰特纸,1.11%,0.53%,2.094199999999983
致尚科技,10.36%,-5.47%,1.8956290657439443
名雕股份,4.61%,2.62%,1.75970285714285
宿迁联盛,1.84%,1.06%,1.7394133333333288
同星科技,2.35%,1.4%,1.6749383561643907
通源环境,6.56%,3.92%,1.6739310344827583
鸿铭股份,4.0%,2.39%,1.670769230769224
楚环科技,2.26%,1.45%,1.5576157894736882
尤安设计,1.28%,0.84%,1.5303111111111338
利仁科技,3.24%,2.19%,1.4782499999999985
蓝天燃气,1.53%,1.05%,1.4611500000000055
大宏立,15.39%,10.58%,1.4548680000000003
张小泉,1.63%,1.14%,1.4267294117647067
新莱福,10.85%,7.8%,1.3909186390532533
山水比德,5.07%,3.65%,1.3899775280898865
好当家,4.24%,3.19%,1.3302999999999987
浪莎股份,1.68%,1.3%,1.293600000000007
豪恩汽电,4.9%,-3.9%,1.2563278688524602
和达科技,1.49%,-1.2%,1.2459238095238254
迎丰股份,1.15%,0.95%,1.2094166666666566
好上好,2.26%,1.87%,1.2056837209302333
法尔胜,3.16%,2.63%,1.2007999999999988
梦洁股份,1.01%,0.85%,1.1951666666666567
