成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:22:03,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,67.01,-1.47%,+67.01,429,2876806,卖盘
09:25:00,67.01,-1.47%,--,429,2876806,--
09:25:00,67.01,-1.47%,-0.01,429,2876806,中性盘
09:30:02,67.0,-1.49%,-0.01,227,1523915,卖盘
09:30:05,67.02,-1.46%,+0.02,332,2230158,买盘
09:30:08,67.35,-0.97%,+0.33,189,1279448,中性盘
09:30:11,67.02,-1.46%,-0.33,84,563236,卖盘
09:30:14,67.41,-0.88%,+0.39,78,528360,买盘
09:30:17,67.34,-0.99%,-0.07,5,37037,卖盘
09:30:20,67.5,-0.75%,+0.16,44,298148,买盘
09:30:23,67.33,-1.00%,-0.17,10,67330,中性盘
09:30:26,67.3,-1.04%,-0.03,24,166702,卖盘
09:30:29,67.33,-1.00%,+0.03,106,720364,买盘
09:30:32,67.29,-1.06%,-0.04,14,95552,中性盘
09:30:35,67.3,-1.04%,+0.01,14,94220,买盘
09:30:38,67.29,-1.06%,-0.01,17,118969,中性盘
09:30:41,67.33,-1.00%,+0.04,42,288644,买盘
09:30:44,67.57,-0.65%,+0.24,91,621374,买盘
09:30:47,67.4,-0.90%,-0.17,54,364971,卖盘
09:30:50,67.57,-0.65%,+0.17,19,131762,中性盘
09:30:53,67.42,-0.87%,-0.15,10,68634,卖盘
09:30:56,67.42,-0.87%,--,28,190731,卖盘
09:30:59,67.34,-0.99%,-0.08,44,302087,卖盘
09:31:02,67.39,-0.91%,+0.05,15,101961,中性盘
09:31:05,67.33,-1.00%,-0.06,51,348837,卖盘
09:31:08,67.52,-0.72%,+0.19,74,505725,买盘
09:31:11,67.6,-0.60%,+0.08,30,209019,买盘
09:31:14,67.66,-0.51%,+0.06,20,139041,买盘
09:31:17,67.77,-0.35%,+0.11,66,447621,买盘
09:31:20,67.77,-0.35%,--,30,206021,买盘
09:31:23,67.76,-0.37%,-0.01,23,160727,卖盘
