股票简称,日期,30日净买入率总和,买入率总和增速
楚环科技,2023-07-14,0.057,3.351145038167939
楚环科技,2023-07-12,0.0131,3.351145038167939
楚环科技,2023-07-13,0.029500000000000002,3.351145038167939
赢合科技,2023-07-14,0.051,3.0476190476190474
赢合科技,2023-07-13,0.04190000000000001,3.0476190476190474
赢合科技,2023-07-12,0.0126,3.0476190476190474
光大同创,2023-07-13,0.023700000000000002,1.721518987341772
光大同创,2023-07-14,0.0645,1.721518987341772
新易盛,2023-07-14,0.031,1.56198347107438
新易盛,2023-07-12,0.0121,1.56198347107438
新易盛,2023-07-13,0.0239,1.56198347107438
耐科装备,2023-07-14,0.0753,1.526845637583893
耐科装备,2023-07-13,0.0298,1.526845637583893
方正科技,2023-07-12,0.0163,1.4417177914110435
方正科技,2023-07-14,0.0398,1.4417177914110435
方正科技,2023-07-13,0.0268,1.4417177914110435
金力泰,2023-07-14,0.038599999999999995,1.3975155279503104
金力泰,2023-07-13,0.0202,1.3975155279503104
金力泰,2023-07-12,0.0161,1.3975155279503104
焦点科技,2023-07-13,0.0116,1.396551724137931
焦点科技,2023-07-14,0.0278,1.396551724137931
建科股份,2023-07-13,0.018000000000000002,1.3300970873786406
建科股份,2023-07-14,0.024,1.3300970873786406
建科股份,2023-07-12,0.0103,1.3300970873786406
芯朋微,2023-07-14,0.0253,1.3211009174311927
芯朋微,2023-07-13,0.0227,1.3211009174311927
芯朋微,2023-07-12,0.0109,1.3211009174311927
逸豪新材,2023-07-13,0.0175,1.3085714285714283
逸豪新材,2023-07-14,0.0404,1.3085714285714283
翔宇医疗,2023-07-13,0.0146,1.2931034482758625
翔宇医疗,2023-07-12,0.0116,1.2931034482758625
翔宇医疗,2023-07-14,0.026600000000000002,1.2931034482758625
远翔新材,2023-07-14,0.0322,1.1466666666666665
远翔新材,2023-07-12,0.015,1.1466666666666665
远翔新材,2023-07-13,0.0177,1.1466666666666665
华曙高科,2023-07-14,0.034,1.1383647798742138
华曙高科,2023-07-13,0.0159,1.1383647798742138
安德利,2023-07-12,0.0215,1.1348837209302327
安德利,2023-07-14,0.045899999999999996,1.1348837209302327
安德利,2023-07-13,0.0362,1.1348837209302327
太龙股份,2023-07-13,0.0118,1.1101694915254239
太龙股份,2023-07-14,0.024900000000000002,1.1101694915254239
三利谱,2023-07-13,0.0345,1.073529411764706
三利谱,2023-07-12,0.0204,1.073529411764706
三利谱,2023-07-14,0.042300000000000004,1.073529411764706
科信技术,2023-07-13,0.0362,1.072463768115942
科信技术,2023-07-14,0.0572,1.072463768115942
科信技术,2023-07-12,0.0276,1.072463768115942
深科技,2023-07-12,0.0203,0.9704433497536948
深科技,2023-07-13,0.038900000000000004,0.9704433497536948
深科技,2023-07-14,0.04,0.9704433497536948
江波龙,2023-07-14,0.1424,0.9587345254470425
江波龙,2023-07-12,0.0727,0.9587345254470425
江波龙,2023-07-13,0.1424,0.9587345254470425
骏成科技,2023-07-14,0.027000000000000003,0.956521739130435
骏成科技,2023-07-13,0.0138,0.956521739130435
佳发教育,2023-07-13,0.0149,0.9313725490196076
佳发教育,2023-07-14,0.0197,0.9313725490196076
佳发教育,2023-07-12,0.0102,0.9313725490196076
铂力特,2023-07-13,0.0273,0.8591549295774648
铂力特,2023-07-12,0.0213,0.8591549295774648
铂力特,2023-07-14,0.039599999999999996,0.8591549295774648
海光信息,2023-07-14,0.0204,0.8545454545454545
海光信息,2023-07-13,0.0109,0.8545454545454545
海光信息,2023-07-12,0.011000000000000001,0.8545454545454545
永悦科技,2023-07-14,0.0559,0.8509933774834435
永悦科技,2023-07-13,0.0499,0.8509933774834435
永悦科技,2023-07-12,0.0302,0.8509933774834435
朝阳科技,2023-07-13,0.023,0.8209876543209875
朝阳科技,2023-07-14,0.029500000000000002,0.8209876543209875
朝阳科技,2023-07-12,0.016200000000000003,0.8209876543209875
超讯通信,2023-07-13,0.026699999999999998,0.8124999999999998
超讯通信,2023-07-14,0.0319,0.8124999999999998
超讯通信,2023-07-12,0.0176,0.8124999999999998
大业股份,2023-07-14,0.028300000000000002,0.8025477707006368
大业股份,2023-07-13,0.028300000000000002,0.8025477707006368
大业股份,2023-07-12,0.015700000000000002,0.8025477707006368
玉龙股份,2023-07-14,0.0215,0.7768595041322313
玉龙股份,2023-07-13,0.0121,0.7768595041322313
天孚通信,2023-07-12,0.013300000000000001,0.7744360902255638
天孚通信,2023-07-13,0.018500000000000003,0.7744360902255638
天孚通信,2023-07-14,0.0236,0.7744360902255638
新国都,2023-07-12,0.0161,0.7391304347826086
新国都,2023-07-13,0.025699999999999997,0.7391304347826086
新国都,2023-07-14,0.027999999999999997,0.7391304347826086
圣泉集团,2023-07-12,0.053899999999999997,0.719851576994434
圣泉集团,2023-07-13,0.066,0.719851576994434
圣泉集团,2023-07-14,0.09269999999999999,0.719851576994434
国力股份,2023-07-12,0.0113,0.6991150442477876
国力股份,2023-07-13,0.016399999999999998,0.6991150442477876
国力股份,2023-07-14,0.0192,0.6991150442477876
雅创电子,2023-07-12,0.028900000000000002,0.6955017301038062
雅创电子,2023-07-13,0.053099999999999994,0.6955017301038062
雅创电子,2023-07-14,0.049,0.6955017301038062
通达创智,2023-07-12,0.044500000000000005,0.6719101123595506
通达创智,2023-07-13,0.07429999999999999,0.6719101123595506
通达创智,2023-07-14,0.07440000000000001,0.6719101123595506
中曼石油,2023-07-14,0.0271,0.652439024390244
中曼石油,2023-07-12,0.016399999999999998,0.652439024390244
中曼石油,2023-07-13,0.024700000000000003,0.652439024390244
凯旺科技,2023-07-14,0.037000000000000005,0.6444444444444448
凯旺科技,2023-07-13,0.0415,0.6444444444444448
凯旺科技,2023-07-12,0.0225,0.6444444444444448
联合化学,2023-07-13,0.028900000000000002,0.630057803468208
联合化学,2023-07-12,0.0173,0.630057803468208
联合化学,2023-07-14,0.0282,0.630057803468208
瑞丰银行,2023-07-14,0.0227,0.6214285714285717
瑞丰银行,2023-07-13,0.021,0.6214285714285717
瑞丰银行,2023-07-12,0.013999999999999999,0.6214285714285717
协创数据,2023-07-13,0.019299999999999998,0.6165803108808292
协创数据,2023-07-14,0.031200000000000002,0.6165803108808292
果麦文化,2023-07-13,0.0276,0.6077348066298343
果麦文化,2023-07-14,0.0291,0.6077348066298343
果麦文化,2023-07-12,0.0181,0.6077348066298343
华大智造,2023-07-14,0.039900000000000005,0.5465116279069768
华大智造,2023-07-12,0.0258,0.5465116279069768
华大智造,2023-07-13,0.031400000000000004,0.5465116279069768
澳弘电子,2023-07-12,0.0213,0.544600938967136
澳弘电子,2023-07-14,0.0329,0.544600938967136
澳弘电子,2023-07-13,0.029300000000000003,0.544600938967136
瑞晟智能,2023-07-14,0.0196,0.5433070866141732
瑞晟智能,2023-07-12,0.0127,0.5433070866141732
瑞晟智能,2023-07-13,0.013999999999999999,0.5433070866141732
嘉曼服饰,2023-07-13,0.0274,0.5361445783132528
嘉曼服饰,2023-07-14,0.0255,0.5361445783132528
嘉曼服饰,2023-07-12,0.0166,0.5361445783132528
万朗磁塑,2023-07-13,0.0176,0.525974025974026
万朗磁塑,2023-07-12,0.0154,0.525974025974026
万朗磁塑,2023-07-14,0.0235,0.525974025974026
宸展光电,2023-07-12,0.0116,0.5258620689655173
宸展光电,2023-07-13,0.015300000000000001,0.5258620689655173
宸展光电,2023-07-14,0.0177,0.5258620689655173
瑞德智能,2023-07-12,0.0125,0.512
瑞德智能,2023-07-13,0.015600000000000001,0.512
瑞德智能,2023-07-14,0.0189,0.512
北京君正,2023-07-12,0.0217,0.4976958525345623
北京君正,2023-07-13,0.0325,0.4976958525345623
北京君正,2023-07-14,0.0325,0.4976958525345623
通行宝,2023-07-12,0.023,0.49130434782608723
通行宝,2023-07-13,0.0177,0.49130434782608723
通行宝,2023-07-14,0.034300000000000004,0.49130434782608723
上海艾录,2023-07-13,0.0131,0.48672566371681425
上海艾录,2023-07-14,0.0168,0.48672566371681425
上海艾录,2023-07-12,0.0113,0.48672566371681425
联合精密,2023-07-14,0.0278,0.47872340425531923
联合精密,2023-07-12,0.018799999999999997,0.47872340425531923
联合精密,2023-07-13,0.0248,0.47872340425531923
冠中生态,2023-07-12,0.0368,0.47010869565217406
冠中生态,2023-07-13,0.0447,0.47010869565217406
冠中生态,2023-07-14,0.0541,0.47010869565217406
祥鑫科技,2023-07-14,0.0571,0.4603580562659846
祥鑫科技,2023-07-12,0.0391,0.4603580562659846
祥鑫科技,2023-07-13,0.0379,0.4603580562659846
金百泽,2023-07-13,0.018799999999999997,0.457364341085271
金百泽,2023-07-14,0.018799999999999997,0.457364341085271
金百泽,2023-07-12,0.0129,0.457364341085271
天晟新材,2023-07-13,0.0165,0.4518072289156627
天晟新材,2023-07-14,0.0241,0.4518072289156627
天晟新材,2023-07-12,0.0166,0.4518072289156627
博亚精工,2023-07-12,0.0194,0.4432989690721647
博亚精工,2023-07-14,0.027999999999999997,0.4432989690721647
博亚精工,2023-07-13,0.022000000000000002,0.4432989690721647
欧圣电气,2023-07-14,0.0174,0.4380165289256197
欧圣电气,2023-07-13,0.0204,0.4380165289256197
欧圣电气,2023-07-12,0.0121,0.4380165289256197
宝莱特,2023-07-12,0.0113,0.433628318584071
宝莱特,2023-07-13,0.0222,0.433628318584071
宝莱特,2023-07-14,0.016200000000000003,0.433628318584071
爱朋医疗,2023-07-12,0.0195,0.4307692307692308
爱朋医疗,2023-07-13,0.0264,0.4307692307692308
爱朋医疗,2023-07-14,0.0279,0.4307692307692308
京东方A,2023-07-14,0.016200000000000003,0.4210526315789478
京东方A,2023-07-13,0.0116,0.4210526315789478
京东方A,2023-07-12,0.011399999999999999,0.4210526315789478
好上好,2023-07-13,0.0212,0.41981132075471694
好上好,2023-07-14,0.0301,0.41981132075471694
新潮能源,2023-07-14,0.015700000000000002,0.4144144144144146
新潮能源,2023-07-13,0.0111,0.4144144144144146
新潮能源,2023-07-12,0.0111,0.4144144144144146
雷曼光电,2023-07-13,0.010700000000000001,0.4018691588785044
雷曼光电,2023-07-14,0.015,0.4018691588785044
胜蓝股份,2023-07-12,0.0219,0.3972602739726028
胜蓝股份,2023-07-14,0.030600000000000002,0.3972602739726028
胜蓝股份,2023-07-13,0.026600000000000002,0.3972602739726028
科隆股份,2023-07-14,0.0212,0.3947368421052633
科隆股份,2023-07-12,0.0152,0.3947368421052633
科隆股份,2023-07-13,0.017,0.3947368421052633
