股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
美邦股份,1.1%,0.1%,10.538000000000224
拓山重工,2.68%,-0.46%,5.874942857142833
法狮龙,1.64%,0.28%,5.809699999999865
西上海,1.13%,-0.27%,4.25331999999994
锌业股份,1.07%,0.28%,3.809200000000081
雅创电子,5.1%,-1.57%,3.2498613861386207
王力安防,2.92%,0.97%,2.995920000000011
泰福泵业,1.02%,0.49%,2.061420000000044
超捷股份,2.28%,-1.17%,1.9542857142857064
伟时电子,1.63%,-0.87%,1.8803214285714682
真爱美家,1.05%,0.63%,1.678950000000006
金钟股份,2.19%,-1.45%,1.511634146341463
神农科技,1.49%,-1.1%,1.3596249999999985
华生科技,1.13%,0.94%,1.206275000000008
索菱股份,1.8%,-1.51%,1.1900000000000017
江波龙,12.86%,10.89%,1.1810066433566435
亚光股份,1.12%,0.96%,1.1692121212121276
德昌股份,1.61%,1.39%,1.1542461538461626
泓淋电力,4.77%,4.46%,1.070663855421684
涛涛车业,9.6%,9.8%,0.979991752577319
荣信文化,1.17%,-1.26%,0.9277243902439101
晶合集成,2.51%,2.84%,0.8825339285714305
力盛体育,1.77%,-2.01%,0.8822466666666681
楚环科技,1.12%,-1.32%,0.8503157894736781
西力科技,1.26%,1.55%,0.8133300000000029
格林精密,1.28%,1.61%,0.7972571428571499
有研粉材,2.6%,3.32%,0.7829391304347837
农发种业,1.72%,-2.2%,0.7813714285714318
共创草坪,4.76%,6.11%,0.779280000000001
星光农机,1.38%,-1.89%,0.7299473684210476
迪哲医药,1.95%,2.74%,0.7117499999999979
航宇科技,1.68%,2.37%,0.709001226993867
微电生理,1.38%,1.97%,0.6995833333333346
新特电气,1.41%,2.04%,0.6926625000000035
聚胶股份,1.47%,2.14%,0.6876118421052586
恒烁股份,8.39%,12.23%,0.6862985685071574
华达新材,1.4%,2.06%,0.6807499999999994
史丹利,1.07%,1.61%,0.6644700000000023
经纬股份,7.18%,10.86%,0.661276507276507
伟测科技,1.09%,-1.69%,0.6449464480874324
益客食品,1.01%,1.73%,0.5854259259259269
凌玮科技,1.1%,1.9%,0.5803387096774218
凯旺科技,2.45%,4.29%,0.5707499999999996
三博脑科,1.76%,-3.09%,0.5695359999999999
博菲电气,1.9%,3.42%,0.5550000000000008
华业香料,1.17%,2.11%,0.5544367346938752
炜冈科技,1.36%,2.52%,0.5407478260869555
好上好,1.86%,3.45%,0.5387357142857119
联合化学,2.11%,3.95%,0.5347531249999995
南芯科技,2.78%,5.44%,0.5112517543859646
斯瑞新材,2.65%,5.19%,0.5103257575757588
国泰环保,2.13%,4.27%,0.4993666666666663
德尔玛,1.26%,2.52%,0.4991000000000008
