股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
佰维存储,7.85%,0.0%,inf
江波龙,6.97%,0.0%,inf
致尚科技,6.66%,0.0%,inf
安凯微,6.32%,0.0%,inf
海看股份,5.82%,0.0%,inf
天承科技,5.57%,0.0%,inf
智能自控,5.12%,0.0%,inf
科瑞思,4.62%,0.0%,inf
同有科技,4.55%,0.0%,inf
凯格精机,4.29%,0.0%,inf
耐科装备,4.23%,0.0%,inf
鼎泰高科,3.93%,0.0%,inf
恒烁股份,3.9%,0.0%,inf
文一科技,3.89%,0.0%,inf
德邦科技,3.68%,0.0%,inf
金禄电子,3.61%,0.0%,inf
震有科技,3.61%,0.0%,inf
颀中科技,3.36%,0.0%,inf
朗坤环境,3.34%,0.0%,inf
泓淋电力,3.29%,0.0%,inf
易点天下,3.23%,0.0%,inf
茂莱光学,3.19%,0.0%,inf
通力科技,3.16%,0.0%,inf
恒尚节能,3.12%,0.0%,inf
大为股份,3.11%,0.0%,inf
好上好,3.09%,0.0%,inf
世纪恒通,3.03%,0.0%,inf
通达创智,2.98%,0.0%,inf
赢合科技,2.93%,0.0%,inf
中电港,2.92%,0.0%,inf
天山电子,2.8%,0.0%,inf
朗科科技,2.79%,0.0%,inf
铭普光磁,2.68%,0.0%,inf
南芯科技,2.66%,0.0%,inf
百川畅银,2.59%,0.0%,inf
创益通,2.59%,0.0%,inf
菲菱科思,2.55%,0.0%,inf
东南电子,2.51%,0.0%,inf
天键股份,2.49%,0.0%,inf
亚华电子,2.49%,0.0%,inf
久其软件,2.46%,0.0%,inf
雅创电子,2.42%,0.0%,inf
迪哲医药,2.33%,0.0%,inf
力源信息,2.31%,0.0%,inf
*ST美谷,2.28%,0.0%,inf
中信金属,2.22%,0.0%,inf
豪恩汽电,2.2%,0.0%,inf
博创科技,2.18%,0.0%,inf
德科立,2.14%,0.0%,inf
经纬股份,2.12%,0.0%,inf
飞荣达,2.1%,0.0%,inf
富乐德,2.06%,0.0%,inf
科翔股份,2.01%,0.0%,inf
一博科技,1.99%,0.0%,inf
永悦科技,1.97%,0.0%,inf
微电生理,1.96%,0.0%,inf
高澜股份,1.93%,0.0%,inf
挖金客,1.92%,0.0%,inf
凯旺科技,1.9%,0.0%,inf
万祥科技,1.88%,0.0%,inf
德固特,1.87%,0.0%,inf
万安科技,1.87%,0.0%,inf
深科技,1.86%,0.0%,inf
奥飞娱乐,1.84%,0.0%,inf
满坤科技,1.82%,0.0%,inf
东芯股份,1.81%,0.0%,inf
银信科技,1.81%,0.0%,inf
中微半导,1.79%,0.0%,inf
飞凯材料,1.78%,0.0%,inf
华厦眼科,1.75%,0.0%,inf
金橙子,1.74%,0.0%,inf
智微智能,1.74%,0.0%,inf
中船特气,1.74%,0.0%,inf
福莱新材,1.73%,0.0%,inf
翰博高新,1.73%,0.0%,inf
三博脑科,1.66%,0.0%,inf
楚环科技,1.64%,0.0%,inf
可川科技,1.63%,0.0%,inf
晶升股份,1.63%,0.0%,inf
太极实业,1.61%,0.0%,inf
新相微,1.61%,0.0%,inf
步科股份,1.57%,0.0%,inf
致欧科技,1.55%,0.0%,inf
福石控股,1.54%,0.0%,inf
华西股份,1.54%,0.0%,inf
荣信文化,1.54%,0.0%,inf
博众精工,1.53%,0.0%,inf
返利科技,1.53%,0.0%,inf
康力源,1.49%,0.0%,inf
坤泰股份,1.48%,0.0%,inf
联得装备,1.47%,0.0%,inf
协创数据,1.47%,0.0%,inf
安德利,1.47%,0.0%,inf
华亚智能,1.46%,0.0%,inf
新特电气,1.43%,0.0%,inf
天龙集团,1.43%,0.0%,inf
交大思诺,1.41%,0.0%,inf
博敏电子,1.41%,0.0%,inf
三利谱,1.41%,0.0%,inf
华曙高科,1.41%,0.0%,inf
凌云股份,1.38%,0.0%,inf
光大同创,1.37%,0.0%,inf
杭州柯林,1.36%,0.0%,inf
弘业期货,1.32%,0.0%,inf
勤上股份,1.31%,0.0%,inf
蓝色光标,1.29%,0.0%,inf
鼎捷软件,1.29%,0.0%,inf
广康生化,1.26%,0.0%,inf
大业股份,1.26%,0.0%,inf
舍得酒业,1.26%,0.0%,inf
同星科技,1.26%,0.0%,inf
惠程科技,1.26%,0.0%,inf
慧智微,1.25%,0.0%,inf
麦澜德,1.24%,0.0%,inf
捷邦科技,1.24%,0.0%,inf
晓程科技,1.22%,0.0%,inf
圣泉集团,1.21%,0.0%,inf
蒙娜丽莎,1.2%,0.0%,inf
欣灵电气,1.19%,0.0%,inf
芯朋微,1.18%,0.0%,inf
联特科技,1.18%,0.0%,inf
新易盛,1.18%,0.0%,inf
五芳斋,1.18%,0.0%,inf
普瑞眼科,1.16%,0.0%,inf
联合化学,1.16%,0.0%,inf
铜峰电子,1.15%,0.0%,inf
英唐智控,1.14%,0.0%,inf
中文在线,1.14%,0.0%,inf
全信股份,1.13%,0.0%,inf
联科科技,1.12%,0.0%,inf
有研硅,1.12%,0.0%,inf
未来电器,1.11%,0.0%,inf
胜宏科技,1.11%,0.0%,inf
华谊兄弟,1.11%,0.0%,inf
华锡有色,1.11%,0.0%,inf
中贝通信,1.1%,0.0%,inf
天玛智控,1.1%,0.0%,inf
普冉股份,1.1%,0.0%,inf
宝莱特,1.09%,0.0%,inf
蓝丰生化,1.09%,0.0%,inf
北京君正,1.08%,0.0%,inf
诺思格,1.08%,0.0%,inf
安妮股份,1.08%,0.0%,inf
嘉曼服饰,1.08%,0.0%,inf
太龙股份,1.08%,0.0%,inf
新天地,1.08%,0.0%,inf
深圳瑞捷,1.07%,0.0%,inf
信科移动,1.07%,0.0%,inf
重庆路桥,1.06%,0.0%,inf
信达证券,1.06%,0.0%,inf
德尔玛,1.06%,0.0%,inf
方正科技,1.05%,0.0%,inf
亨迪药业,1.05%,0.0%,inf
东方锆业,1.05%,0.0%,inf
威士顿,1.05%,0.0%,inf
中公教育,1.03%,0.0%,inf
川网传媒,1.03%,0.0%,inf
真兰仪表,1.03%,0.0%,inf
芯瑞达,1.02%,0.0%,inf
华星创业,1.02%,0.0%,inf
金海通,1.01%,0.0%,inf
逸豪新材,1.01%,0.0%,inf
新华百货,1.01%,0.0%,inf
世纪天鸿,1.01%,0.0%,inf
燕东微,1.01%,0.0%,inf
