成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:33:12,17.25,-1.09%,--,113,194925,中性盘
09:33:15,17.25,-1.09%,--,25,43125,卖盘
09:33:18,17.26,-1.03%,+0.01,1,1726,中性盘
09:33:21,17.26,-1.03%,--,1,1726,中性盘
09:33:27,17.29,-0.86%,+0.03,27,46683,买盘
09:33:30,17.28,-0.92%,-0.01,7,12096,卖盘
09:33:33,17.28,-0.92%,--,29,50112,卖盘
09:33:36,17.25,-1.09%,-0.03,66,113850,卖盘
09:33:45,17.25,-1.09%,--,2,3450,买盘
09:33:48,17.25,-1.09%,--,44,75900,买盘
09:33:51,17.29,-0.86%,+0.04,3,5187,买盘
09:33:57,17.25,-1.09%,-0.04,2,3450,卖盘
09:34:06,17.25,-1.09%,--,28,48300,卖盘
09:34:09,17.26,-1.03%,+0.01,132,227832,中性盘
09:34:12,17.25,-1.09%,-0.01,99,170775,卖盘
09:34:18,17.23,-1.20%,-0.02,1,1723,卖盘
09:34:21,17.24,-1.15%,+0.01,13,22412,买盘
09:34:24,17.24,-1.15%,--,15,25860,买盘
09:34:27,17.24,-1.15%,--,7,12068,买盘
09:34:30,17.23,-1.20%,-0.01,6,10338,卖盘
09:34:33,17.24,-1.15%,+0.01,108,186192,买盘
09:34:36,17.24,-1.15%,--,9,15516,买盘
09:34:39,17.24,-1.15%,--,2,3448,中性盘
09:34:42,17.23,-1.20%,-0.01,36,62028,卖盘
09:34:45,17.23,-1.20%,--,14,24122,卖盘
09:34:48,17.24,-1.15%,+0.01,2,3448,买盘
09:34:54,17.24,-1.15%,--,13,22412,买盘
09:34:57,17.23,-1.20%,-0.01,111,191253,卖盘
09:35:03,17.23,-1.20%,--,20,34460,卖盘
09:35:06,17.23,-1.20%,--,7,12061,买盘
09:35:12,17.22,-1.26%,-0.01,1,1722,卖盘
09:35:21,17.22,-1.26%,-0.01,72,123984,卖盘
09:35:24,17.21,-1.32%,-0.01,349,600629,卖盘
09:35:30,17.2,-1.38%,-0.01,2,3440,卖盘
09:35:36,17.14,-1.72%,-0.06,263,450782,卖盘
09:35:39,17.17,-1.55%,+0.03,32,54944,买盘
09:35:42,17.17,-1.55%,--,4,6868,买盘
09:35:45,17.16,-1.61%,-0.01,19,32604,中性盘
09:35:51,17.17,-1.55%,+0.01,33,56661,买盘
09:35:54,17.17,-1.55%,--,17,29189,买盘
09:35:57,17.16,-1.61%,-0.01,16,27456,卖盘
09:36:00,17.17,-1.55%,+0.01,296,508232,买盘
09:36:03,17.14,-1.72%,-0.03,89,152546,中性盘
09:36:06,17.16,-1.61%,+0.02,7,12012,买盘
09:36:15,17.17,-1.55%,+0.01,121,207757,买盘
