成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
08:30:12,0.0,-100.00%,--,0,0,中性盘
09:25:03,19.06,+0.21%,--,115,219190,中性盘
09:25:03,19.06,+0.21%,--,115,219190,--
09:25:03,19.06,+0.21%,-0.04,115,219190,中性盘
09:30:03,19.02,0.00%,-0.04,242,460284,卖盘
09:30:06,19.02,0.00%,--,132,251064,买盘
09:30:09,18.95,-0.37%,-0.07,100,189500,中性盘
09:30:12,18.91,-0.58%,-0.04,22,41602,卖盘
09:30:15,18.95,-0.37%,+0.04,29,54955,中性盘
09:30:18,18.91,-0.58%,-0.04,17,32147,卖盘
09:30:21,18.97,-0.26%,+0.06,16,30352,中性盘
09:30:24,18.92,-0.53%,-0.05,78,147576,卖盘
09:30:27,18.93,-0.47%,+0.01,11,20823,中性盘
09:30:30,18.92,-0.53%,-0.01,23,43516,卖盘
09:30:33,18.9,-0.63%,-0.02,123,232470,卖盘
09:30:36,19.0,-0.11%,+0.1,73,138700,买盘
09:30:39,19.0,-0.11%,--,107,203300,买盘
09:30:42,19.04,+0.11%,+0.04,26,49504,买盘
09:30:45,19.05,+0.16%,+0.01,54,102870,买盘
09:30:48,19.05,+0.16%,--,7,13335,买盘
09:30:51,19.03,+0.05%,-0.02,24,45672,卖盘
09:30:54,19.06,+0.21%,+0.03,92,175352,买盘
09:30:57,19.06,+0.21%,--,15,28590,买盘
09:31:00,19.06,+0.21%,--,36,68616,买盘
09:31:03,19.06,+0.21%,--,18,34308,卖盘
09:31:06,19.1,+0.42%,+0.04,1,1910,买盘
09:31:09,19.1,+0.42%,--,39,74490,买盘
09:31:12,19.06,+0.21%,-0.04,135,257310,卖盘
09:31:15,19.02,0.00%,-0.04,167,317634,卖盘
09:31:18,19.03,+0.05%,+0.01,48,91344,买盘
09:31:21,19.02,0.00%,-0.01,20,38040,买盘
09:31:24,19.02,0.00%,--,19,36138,买盘
09:31:27,19.0,-0.11%,-0.02,42,79800,中性盘
09:31:30,18.99,-0.16%,-0.01,35,66465,中性盘
09:31:33,18.96,-0.32%,-0.03,94,178224,卖盘
09:31:36,18.95,-0.37%,-0.01,29,54955,中性盘
09:31:39,18.94,-0.42%,-0.01,14,26516,买盘
09:31:42,18.91,-0.58%,-0.03,17,32147,卖盘
09:31:45,18.94,-0.42%,+0.03,1,1894,中性盘
09:31:51,18.9,-0.63%,-0.04,55,103950,卖盘
09:31:54,18.93,-0.47%,+0.03,14,26502,买盘
09:31:57,18.92,-0.53%,-0.01,2,3784,中性盘
09:32:00,18.91,-0.58%,-0.01,9,17019,卖盘
09:32:03,18.92,-0.53%,+0.01,16,30272,中性盘
09:32:06,18.91,-0.58%,-0.01,14,26474,中性盘
09:32:09,18.91,-0.58%,--,82,155062,买盘
09:32:12,18.91,-0.58%,--,39,73749,买盘
09:32:15,18.9,-0.63%,-0.01,44,83160,卖盘
09:32:18,18.96,-0.32%,+0.06,193,365928,买盘
09:32:21,18.94,-0.42%,-0.02,14,26516,卖盘
09:32:24,19.01,-0.05%,+0.07,28,53228,买盘
09:32:27,19.0,-0.11%,-0.01,12,22800,中性盘
09:32:30,19.03,+0.05%,+0.03,36,68508,买盘
09:32:33,19.01,-0.05%,-0.02,2,3802,中性盘
09:32:36,19.05,+0.16%,+0.04,67,127635,买盘
09:32:39,19.05,+0.16%,--,40,76200,买盘
