成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
08:30:36,0.0,-100.00%,--,0,0,中性盘
09:57:15,18.4,-2.34%,--,1,1840,中性盘
09:57:21,18.4,-2.34%,--,147,270480,买盘
09:57:39,18.42,-2.23%,+0.02,208,383136,中性盘
09:57:45,18.4,-2.34%,-0.02,13,23920,卖盘
09:57:48,18.4,-2.34%,--,35,64400,卖盘
09:57:54,18.4,-2.34%,--,1,1840,买盘
09:58:03,18.39,-2.39%,-0.01,3,5517,卖盘
09:58:09,18.4,-2.34%,+0.01,15,27600,买盘
09:58:27,18.4,-2.34%,+0.01,3,5520,买盘
09:58:30,18.4,-2.34%,--,54,99360,买盘
09:58:36,18.4,-2.34%,--,11,20240,买盘
09:58:39,18.4,-2.34%,--,8,14720,买盘
09:58:42,18.44,-2.12%,+0.04,4,7376,买盘
09:58:45,18.4,-2.34%,-0.04,3,5520,卖盘
09:58:48,18.4,-2.34%,--,32,58880,买盘
09:58:51,18.4,-2.34%,--,7,12880,买盘
09:58:54,18.41,-2.28%,+0.01,2,3682,买盘
09:59:06,18.4,-2.34%,-0.01,4,7360,卖盘
09:59:12,18.4,-2.34%,--,5,9200,卖盘
09:59:15,18.39,-2.39%,-0.01,1,1839,卖盘
09:59:33,18.4,-2.34%,+0.01,55,101200,买盘
09:59:39,18.4,-2.34%,--,1,1840,卖盘
09:59:42,18.4,-2.34%,--,2,3680,卖盘
09:59:48,18.4,-2.34%,--,9,16560,卖盘
09:59:57,18.4,-2.34%,-0.01,47,86480,卖盘
10:00:00,18.4,-2.34%,--,10,18400,买盘
10:00:03,18.39,-2.39%,-0.01,51,93789,卖盘
10:00:06,18.38,-2.44%,-0.01,10,18380,卖盘
10:00:09,18.36,-2.55%,-0.02,194,356184,卖盘
10:00:12,18.38,-2.44%,+0.02,16,29408,买盘
10:00:15,18.37,-2.49%,-0.01,30,55110,买盘
10:00:18,18.36,-2.55%,-0.01,44,80784,卖盘
10:00:21,18.36,-2.55%,--,6,11016,卖盘
10:00:24,18.38,-2.44%,+0.02,41,75358,买盘
10:00:30,18.37,-2.49%,--,4,7348,卖盘
10:00:33,18.38,-2.44%,+0.01,3,5514,中性盘
10:00:36,18.38,-2.44%,--,17,31246,卖盘
10:00:39,18.37,-2.49%,-0.01,1,1837,卖盘
10:00:42,18.37,-2.49%,--,10,18370,卖盘
10:00:51,18.38,-2.44%,+0.01,12,22056,买盘
10:00:57,18.38,-2.44%,--,37,68006,买盘
10:01:00,18.38,-2.44%,--,61,112118,卖盘
10:01:03,18.39,-2.39%,+0.01,7,12873,买盘
10:01:06,18.39,-2.39%,--,8,14712,买盘
10:01:12,18.38,-2.44%,-0.01,1,1838,卖盘
10:01:15,18.37,-2.49%,-0.01,167,306779,卖盘
10:01:21,18.36,-2.55%,--,11,20196,卖盘
10:01:30,18.36,-2.55%,--,7,12852,卖盘
10:01:33,18.36,-2.55%,--,5,9180,买盘
10:01:39,18.35,-2.60%,-0.01,21,38535,卖盘
10:01:45,18.35,-2.60%,--,26,47710,卖盘
10:02:03,18.35,-2.60%,--,61,111935,卖盘
10:02:09,18.35,-2.60%,--,22,40370,卖盘
10:02:18,18.35,-2.60%,--,87,159645,买盘
10:02:21,18.35,-2.60%,--,3,5505,卖盘
10:02:27,18.36,-2.55%,+0.01,1,1836,买盘
10:02:36,18.36,-2.55%,--,24,44064,买盘
10:02:42,18.36,-2.55%,--,16,29376,买盘
10:02:48,18.36,-2.55%,--,3,5508,买盘
10:02:51,18.36,-2.55%,--,51,93636,买盘
10:03:00,18.36,-2.55%,-0.01,41,75276,卖盘
10:03:03,18.37,-2.49%,+0.01,1,1837,买盘
10:03:06,18.36,-2.55%,-0.01,2,3672,卖盘
