成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:19:51,0.0,-100.00%,--,0,0,中性盘
09:25:00,0.0,-100.00%,--,0,0,卖盘
09:25:00,0.0,-100.00%,--,0,0,--
09:25:00,42.22,+0.91%,+42.22,113,477086,卖盘
09:30:03,42.22,+0.91%,--,13,55646,买盘
09:30:06,42.22,+0.91%,--,73,309853,卖盘
09:30:09,42.29,+1.08%,+0.07,29,124417,买盘
09:30:12,42.28,+1.05%,-0.01,2,8456,卖盘
09:30:15,42.35,+1.22%,+0.07,4,16940,买盘
09:30:18,42.37,+1.27%,+0.02,5,22880,买盘
09:30:21,42.37,+1.27%,--,0,0,买盘
09:30:24,42.37,+1.27%,--,8,33896,买盘
09:30:27,42.37,+1.27%,--,2,8474,买盘
09:30:30,42.3,+1.10%,-0.07,31,133880,卖盘
09:30:33,42.3,+1.10%,--,17,71910,卖盘
09:30:36,42.3,+1.10%,--,23,97290,卖盘
09:30:39,42.28,+1.05%,-0.02,20,88069,卖盘
09:30:39,42.28,+1.05%,--,20,88069,中性盘
09:30:42,42.28,+1.05%,--,20,86420,卖盘
09:30:45,42.38,+1.29%,+0.1,106,449567,买盘
09:30:48,42.36,+1.24%,-0.02,6,28000,卖盘
09:30:51,42.3,+1.10%,-0.06,5,21150,卖盘
09:30:54,42.4,+1.34%,+0.1,5,21200,买盘
09:31:00,42.39,+1.31%,-0.01,31,134673,买盘
09:31:03,42.3,+1.10%,-0.09,5,21150,卖盘
09:31:06,42.32,+1.15%,+0.02,57,245117,中性盘
09:31:15,42.32,+1.15%,--,5,25180,卖盘
09:31:18,42.32,+1.15%,--,8,37030,买盘
09:31:21,42.37,+1.27%,+0.05,26,111433,买盘
09:31:24,42.37,+1.27%,--,7,32583,卖盘
09:31:27,42.37,+1.27%,--,4,16948,卖盘
09:31:30,42.37,+1.27%,--,27,116602,卖盘
09:31:33,42.37,+1.27%,--,9,38133,卖盘
09:31:36,42.39,+1.31%,+0.02,21,90164,买盘
09:31:39,42.39,+1.31%,--,26,110214,买盘
09:31:42,42.38,+1.29%,-0.01,11,50686,卖盘
09:31:45,42.38,+1.29%,--,0,0,买盘
09:31:48,42.38,+1.29%,--,30,130319,买盘
09:31:51,42.38,+1.29%,--,58,247796,中性盘
09:31:54,42.4,+1.34%,+0.02,51,217003,买盘
09:31:57,42.42,+1.39%,+0.02,66,282051,买盘
09:32:00,42.45,+1.46%,+0.03,10,42450,买盘
09:32:03,42.48,+1.53%,+0.03,79,336017,买盘
09:32:06,42.5,+1.58%,+0.02,28,121253,买盘
09:32:09,42.5,+1.58%,--,19,84873,买盘
09:32:12,42.49,+1.55%,-0.01,30,127470,卖盘
09:32:15,42.49,+1.55%,--,0,0,中性盘
09:32:18,42.49,+1.55%,--,2,8498,卖盘
09:32:21,42.57,+1.74%,+0.08,85,364442,买盘
09:32:24,42.57,+1.74%,--,8,36185,卖盘
09:32:27,42.49,+1.55%,-0.08,10,44360,卖盘
09:32:33,42.55,+1.70%,+0.06,2,8510,买盘
09:32:36,42.52,+1.63%,-0.03,25,107533,卖盘
09:32:39,42.54,+1.67%,+0.02,10,43859,中性盘
09:32:42,42.56,+1.72%,+0.02,44,189945,买盘
09:32:45,42.59,+1.79%,+0.03,177,756015,买盘
09:32:48,42.58,+1.77%,-0.01,9,38322,卖盘
09:32:51,42.58,+1.77%,--,14,59612,卖盘
09:32:54,42.6,+1.82%,+0.02,18,76680,买盘
09:32:57,42.6,+1.82%,--,23,101388,卖盘
09:33:06,42.6,+1.82%,--,2,8520,卖盘
09:33:09,42.6,+1.82%,--,20,85669,卖盘
09:33:12,42.6,+1.82%,--,0,0,卖盘
09:33:15,42.61,+1.84%,+0.01,57,243516,卖盘
09:33:18,42.61,+1.84%,--,7,29827,中性盘
09:33:21,42.6,+1.82%,-0.01,6,25688,卖盘
09:33:27,42.59,+1.79%,-0.01,44,191399,卖盘
09:33:30,42.59,+1.79%,--,10,42590,卖盘
09:33:36,42.59,+1.79%,--,41,178580,卖盘
09:33:39,42.58,+1.77%,-0.01,2,8516,卖盘
09:33:42,42.56,+1.72%,-0.02,101,430877,卖盘
09:33:45,42.58,+1.77%,+0.02,133,567932,买盘
09:33:48,42.59,+1.79%,+0.01,20,88459,买盘
