成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:25:00,0.0,-100.00%,--,0,0,中性盘
09:25:00,0.0,-100.00%,--,0,0,--
09:30:05,0.0,-100.00%,--,0,0,卖盘
09:30:11,31.64,+0.16%,+31.64,5,15820,卖盘
09:30:14,31.64,+0.16%,--,10,31640,买盘
09:30:17,31.64,+0.16%,--,10,34329,卖盘
09:30:20,31.66,+0.22%,+0.02,17,53854,中性盘
09:30:23,31.65,+0.19%,-0.01,7,22915,买盘
09:30:26,31.65,+0.19%,--,0,0,卖盘
09:30:29,31.78,+0.60%,+0.13,6,21928,卖盘
09:30:32,31.63,+0.13%,-0.15,21,66423,卖盘
09:30:35,31.65,+0.19%,+0.02,8,25320,中性盘
09:30:38,31.64,+0.16%,-0.01,24,78088,中性盘
09:30:41,31.76,+0.54%,+0.12,2,6797,买盘
09:30:44,31.73,+0.44%,-0.03,2,8789,买盘
09:30:50,31.73,+0.44%,--,0,0,买盘
09:30:53,31.64,+0.16%,-0.09,2,6328,中性盘
09:30:56,31.73,+0.44%,+0.09,2,6346,买盘
09:30:59,31.74,+0.47%,+0.01,3,12442,买盘
09:31:02,31.74,+0.47%,--,2,7522,卖盘
09:31:05,31.6,+0.03%,-0.14,8,26670,卖盘
09:31:08,31.59,0.00%,-0.01,18,56862,卖盘
09:31:11,31.55,-0.13%,-0.04,7,22085,卖盘
09:31:20,31.44,-0.47%,-0.11,2,7891,卖盘
09:31:23,31.44,-0.47%,--,4,12639,买盘
09:31:26,31.51,-0.25%,+0.07,15,49786,买盘
09:31:29,31.51,-0.25%,--,7,22782,中性盘
09:31:53,31.43,-0.51%,-0.08,2,6286,中性盘
09:31:56,31.43,-0.51%,--,6,18858,买盘
09:31:59,31.43,-0.51%,--,2,6286,买盘
09:32:02,31.45,-0.44%,+0.02,10,31450,买盘
09:32:05,31.45,-0.44%,--,4,12580,买盘
09:32:08,31.41,-0.57%,-0.04,2,6282,卖盘
09:32:11,31.39,-0.63%,-0.02,18,56502,卖盘
09:32:14,31.39,-0.63%,--,2,6278,卖盘
09:32:17,31.38,-0.66%,-0.01,10,31380,卖盘
09:32:20,31.38,-0.66%,--,2,6276,买盘
09:32:23,31.37,-0.70%,-0.01,2,7748,卖盘
09:32:26,31.38,-0.66%,+0.01,8,25104,卖盘
09:32:32,31.36,-0.73%,-0.02,5,17750,卖盘
09:32:35,31.3,-0.92%,-0.06,8,25040,卖盘
09:32:41,31.3,-0.92%,--,2,6260,买盘
09:32:47,31.24,-1.11%,-0.06,2,6248,中性盘
09:32:53,31.24,-1.11%,--,2,6248,中性盘
09:32:56,31.25,-1.08%,+0.01,12,38625,买盘
09:32:59,31.25,-1.08%,--,6,19969,卖盘
09:33:08,31.28,-0.98%,+0.03,2,6256,买盘
09:33:11,31.28,-0.98%,--,3,9384,买盘
09:33:14,31.28,-0.98%,--,33,103224,卖盘
09:33:17,31.27,-1.01%,-0.01,9,29237,卖盘
09:33:20,31.26,-1.04%,-0.01,2,6252,卖盘
09:33:23,31.23,-1.14%,-0.03,10,31761,卖盘
09:33:29,31.25,-1.08%,+0.02,3,9375,卖盘
09:33:32,31.23,-1.14%,-0.02,6,18738,卖盘
09:33:35,31.23,-1.14%,--,3,12242,卖盘
09:33:50,31.23,-1.14%,--,12,37788,卖盘
09:33:53,31.23,-1.14%,--,2,6246,买盘
09:34:02,31.23,-1.14%,--,0,0,买盘
09:34:05,31.23,-1.14%,--,0,0,中性盘
09:34:08,31.27,-1.01%,+0.04,12,38681,买盘
09:34:11,31.25,-1.08%,-0.02,7,22844,卖盘
09:34:17,31.22,-1.17%,-0.03,43,135089,卖盘
09:34:20,31.23,-1.14%,+0.01,3,9463,买盘
09:34:26,31.23,-1.14%,--,0,0,卖盘
09:34:38,31.28,-0.98%,+0.05,21,67565,买盘
09:34:41,31.3,-0.92%,+0.02,26,81599,买盘
09:34:44,31.3,-0.92%,--,3,9390,中性盘
09:34:50,31.3,-0.92%,--,11,37341,买盘
09:34:53,31.34,-0.79%,+0.04,2,6268,买盘
09:35:02,31.34,-0.79%,--,0,0,买盘
09:35:05,31.34,-0.79%,--,25,78350,买盘
09:35:08,31.3,-0.92%,-0.04,14,43820,卖盘
09:35:11,31.31,-0.89%,+0.01,10,33220,买盘
09:35:23,31.27,-1.01%,-0.04,4,12508,卖盘
09:35:29,31.27,-1.01%,--,40,125080,买盘
09:35:32,31.27,-1.01%,--,17,55848,买盘
09:35:41,31.26,-1.04%,-0.01,2,6252,中性盘
09:35:44,31.26,-1.04%,--,5,15630,买盘
09:35:47,31.27,-1.01%,+0.01,4,12664,买盘
09:35:53,31.27,-1.01%,--,2,6254,买盘
09:36:05,31.21,-1.20%,-0.06,12,37452,卖盘
09:36:08,31.26,-1.04%,+0.05,0,2970,买盘
09:36:14,31.31,-0.89%,+0.05,2,6262,买盘
09:36:17,31.33,-0.82%,+0.02,3,10621,买盘
09:36:29,31.33,-0.82%,--,0,0,卖盘
09:36:32,31.35,-0.76%,+0.02,15,49941,卖盘
09:36:38,31.43,-0.51%,+0.08,19,62106,买盘
09:36:41,31.43,-0.51%,--,5,15715,买盘
09:36:44,31.43,-0.51%,--,0,0,中性盘
09:36:53,31.47,-0.38%,+0.04,3,10228,买盘
09:36:56,31.47,-0.38%,--,0,0,买盘
09:36:59,31.46,-0.41%,-0.01,5,16863,中性盘
09:37:02,31.47,-0.38%,+0.01,2,8308,卖盘
09:37:05,31.48,-0.35%,+0.01,9,29465,买盘
09:37:08,31.5,-0.28%,+0.02,2,6300,买盘
09:37:11,31.56,-0.09%,+0.06,51,162218,买盘
09:37:17,31.56,-0.09%,--,0,0,买盘
09:37:20,31.53,-0.19%,-0.03,18,57763,中性盘
09:37:23,31.53,-0.19%,--,0,0,中性盘
09:37:29,31.57,-0.06%,+0.04,7,23109,买盘
09:37:32,31.56,-0.09%,-0.01,21,68580,卖盘
09:37:35,31.51,-0.25%,-0.05,2,6302,买盘
09:37:38,31.51,-0.25%,--,4,14180,买盘
09:37:41,31.51,-0.25%,--,2,6302,买盘
09:37:44,31.44,-0.47%,-0.07,23,72815,卖盘
09:37:50,31.44,-0.47%,--,4,12576,卖盘
09:37:56,31.44,-0.47%,--,2,6288,买盘
09:37:59,31.43,-0.51%,-0.01,9,30267,买盘
09:38:02,31.44,-0.47%,+0.01,75,236146,买盘
09:38:05,31.5,-0.28%,+0.06,3,12128,买盘
09:38:08,31.5,-0.28%,--,90,284288,卖盘
09:38:14,31.5,-0.28%,--,0,0,买盘
09:38:23,31.5,-0.28%,--,26,81900,买盘
09:38:29,31.5,-0.28%,--,1,3843,买盘
09:38:32,31.51,-0.25%,+0.01,48,153706,卖盘
09:38:35,31.51,-0.25%,--,0,0,买盘
09:38:38,31.5,-0.28%,-0.01,10,31500,卖盘
09:38:44,31.5,-0.28%,--,5,16538,卖盘
09:38:47,31.48,-0.35%,-0.02,18,56821,卖盘
09:38:50,31.64,+0.16%,+0.16,44,142000,买盘
09:38:53,31.64,+0.16%,--,0,0,买盘
09:38:59,31.57,-0.06%,-0.07,10,32201,卖盘
09:39:02,31.57,-0.06%,--,0,0,卖盘
09:39:05,31.56,-0.09%,-0.01,6,19441,卖盘
09:39:08,31.54,-0.16%,-0.02,2,6308,中性盘
09:39:23,31.47,-0.38%,-0.07,6,18882,卖盘
09:39:26,31.43,-0.51%,-0.04,20,62860,卖盘
09:39:32,31.43,-0.51%,--,0,660,卖盘
09:39:38,31.43,-0.51%,--,0,0,买盘
09:39:44,31.41,-0.57%,-0.02,2,6282,卖盘
09:39:50,31.39,-0.63%,-0.02,6,18834,卖盘
09:39:56,31.35,-0.76%,-0.04,2,8308,卖盘
09:40:05,31.35,-0.76%,--,1,4452,卖盘
09:40:14,31.35,-0.76%,--,0,0,买盘
09:40:17,31.34,-0.79%,-0.01,4,12536,卖盘
09:40:38,31.28,-0.98%,-0.06,62,193936,卖盘
09:40:41,31.31,-0.89%,+0.03,3,9393,中性盘
09:40:44,31.28,-0.98%,-0.03,2,6256,卖盘
09:40:47,31.33,-0.82%,+0.05,11,35466,买盘
09:40:50,31.25,-1.08%,-0.08,41,129938,卖盘
09:40:59,31.25,-1.08%,--,0,0,中性盘
09:41:44,31.37,-0.70%,+0.12,11,35197,买盘
09:41:47,31.41,-0.57%,+0.04,31,97905,买盘
09:41:53,31.34,-0.79%,-0.07,36,115676,卖盘
09:42:02,31.33,-0.82%,-0.01,2,6266,卖盘
09:42:05,31.3,-0.92%,-0.03,20,62600,卖盘
09:42:08,31.27,-1.01%,-0.03,2,6254,卖盘
09:42:11,31.21,-1.20%,-0.06,25,80647,卖盘
09:42:14,31.19,-1.27%,-0.02,39,122920,卖盘
09:42:17,31.2,-1.23%,+0.01,26,82961,买盘
09:42:20,31.2,-1.23%,--,8,26645,买盘
09:42:23,31.2,-1.23%,--,8,25022,买盘
09:42:26,31.17,-1.33%,-0.03,26,81042,卖盘
09:42:32,31.17,-1.33%,--,12,37404,卖盘
