股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
通达创智,2.39%,0.0%,inf
天海防务,1.07%,0.0%,inf
阿特斯,1.15%,0.0%,inf
世茂能源,1.03%,0.0%,inf
森赫股份,1.45%,0.0%,inf
凌玮科技,2.5%,0.0%,inf
南天信息,2.48%,0.0%,inf
英特科技,1.46%,0.0%,inf
明阳电气,1.46%,0.0%,inf
易点天下,1.27%,0.0%,inf
光大同创,1.32%,0.0%,inf
豪江智能,3.39%,0.0%,inf
维科精密,1.23%,0.0%,inf
固德威,1.4%,0.0%,inf
新瀚新材,1.06%,0.0%,inf
欣灵电气,2.59%,0.0%,inf
联合化学,2.64%,0.0%,inf
一彬科技,1.26%,0.0%,inf
金房能源,1.97%,0.0%,inf
宏昌科技,4.0%,0.0%,inf
康力源,7.37%,0.0%,inf
众智科技,2.66%,0.0%,inf
华鹏飞,3.34%,0.0%,inf
宁波远洋,1.29%,0.0%,inf
恒勃股份,1.68%,0.0%,inf
德石股份,2.96%,0.0%,inf
天晟新材,6.57%,0.0%,inf
德龙汇能,1.47%,0.0%,inf
碧兴物联,3.1%,0.0%,inf
帕瓦股份,1.37%,0.0%,inf
慧博云通,1.33%,0.0%,inf
新相微,2.74%,0.0%,inf
东睦股份,1.58%,0.0%,inf
利仁科技,2.38%,0.0%,inf
泓淋电力,1.06%,0.0%,inf
神农科技,2.46%,0.0%,inf
锡装股份,1.07%,0.0%,inf
致远新能,1.43%,0.0%,inf
智迪科技,3.47%,0.0%,inf
财达证券,1.2%,0.0%,inf
ST三圣,1.17%,0.0%,inf
逸豪新材,1.29%,0.0%,inf
民爆光电,5.41%,0.0%,inf
新潮能源,1.31%,0.0%,inf
南极光,1.99%,0.0%,inf
嘉华股份,2.06%,0.0%,inf
海通发展,2.27%,0.0%,inf
朗威股份,2.31%,0.0%,inf
洪通燃气,2.86%,0.0%,inf
大智慧,1.03%,0.0%,inf
鑫宏业,2.22%,0.0%,inf
指南针,1.36%,0.0%,inf
招商南油,1.2%,0.0%,inf
陕西金叶,1.02%,0.0%,inf
天山电子,1.19%,0.0%,inf
豪恩汽电,4.48%,0.0%,inf
锦龙股份,2.1%,0.0%,inf
誉辰智能,1.55%,0.0%,inf
佳云科技,2.7%,0.0%,inf
天迈科技,1.52%,0.0%,inf
广康生化,2.48%,0.0%,inf
康希诺,1.03%,0.0%,inf
智信精密,2.32%,0.0%,inf
财富趋势,2.03%,0.0%,inf
彩蝶实业,2.31%,0.0%,inf
三博脑科,3.15%,0.0%,inf
朗坤环境,2.95%,0.0%,inf
金杨股份,1.74%,0.0%,inf
东南电子,2.19%,0.0%,inf
天风证券,1.53%,0.0%,inf
农心科技,1.02%,0.0%,inf
通源石油,1.62%,0.0%,inf
君逸数码,1.44%,0.0%,inf
中泰股份,1.76%,0.0%,inf
京能热力,1.38%,0.0%,inf
黑芝麻,2.98%,0.0%,inf
万丰股份,3.38%,0.0%,inf
蓝箭电子,1.75%,0.0%,inf
南王科技,12.9%,0.0%,inf
趣睡科技,1.61%,0.0%,inf
远翔新材,2.93%,0.0%,inf
蓝焰控股,1.12%,0.0%,inf
天玑科技,1.6%,0.0%,inf
润贝航科,1.73%,0.0%,inf
威士顿,8.59%,0.0%,inf
华新环保,2.64%,0.0%,inf
新晨科技,3.27%,0.0%,inf
威力传动,2.64%,0.0%,inf
真兰仪表,4.35%,0.0%,inf
恩威医药,3.28%,0.0%,inf
太平洋,4.94%,0.0%,inf
熊猫乳品,4.97%,0.0%,inf
榕基软件,1.24%,0.0%,inf
科瑞思,1.8%,0.0%,inf
锦和商管,1.03%,0.0%,inf
信达证券,3.04%,0.0%,inf
联合水务,3.21%,0.0%,inf
长青科技,5.46%,0.0%,inf
首华燃气,1.01%,0.0%,inf
天力锂能,4.09%,0.0%,inf
江盐集团,2.16%,0.0%,inf
聚灿光电,1.65%,0.0%,inf
山水比德,1.23%,0.0%,inf
中荣股份,1.43%,0.0%,inf
金健米业,1.6%,0.0%,inf
金凯生科,1.91%,0.0%,inf
中央商场,1.04%,0.0%,inf
三联锻造,1.06%,0.0%,inf
