股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
蓝箭电子,1.75%,0.0%,inf
威力传动,2.64%,0.0%,inf
碧兴物联,3.1%,0.0%,inf
法本信息,3.47%,0.41%,8.501499999999927
拓山重工,1.89%,-0.3%,6.21390000000001
中科金财,2.48%,0.4%,6.146857142857118
威迈斯,9.1%,1.51%,6.0209589041095555
恒宝股份,1.03%,-0.22%,4.707099999999683
浙文互联,1.25%,-0.33%,3.806250000000081
新炬网络,1.25%,-0.38%,3.3087500000000705
天力锂能,10.63%,4.1%,2.591323039215678
天阳科技,1.3%,0.5%,2.5853749999999978
飞鹿股份,1.9%,0.85%,2.247428571428561
华创云信,2.15%,0.96%,2.235999999999998
泰慕士,6.7%,3.0%,2.232318181818179
源飞宠物,2.59%,-1.22%,2.1224368421052686
康力源,4.39%,2.4%,1.8277990654205598
嘉环科技,2.12%,-1.26%,1.6844363636363724
开勒股份,2.68%,-1.75%,1.5311733333333333
铜牛信息,1.57%,-1.18%,1.3320846153846138
新相微,1.4%,1.07%,1.3113333333333357
君逸数码,6.93%,5.54%,1.2514936708860733
朗威股份,9.1%,7.31%,1.2448515625000023
百诚医药,1.33%,-1.08%,1.2262985507246416
银之杰,3.01%,-2.47%,1.2174657894736873
弘业期货,9.63%,-8.34%,1.154875939849624
直真科技,1.83%,-1.67%,1.0988511627906983
宁波方正,2.92%,-2.66%,1.0960186046511637
国新健康,1.02%,1.0%,1.0208499999999916
鑫宏业,2.44%,2.43%,1.0054962025316467
科蓝软件,2.47%,-2.64%,0.9355878048780484
引力传媒,1.02%,1.1%,0.9263454545454595
中原证券,1.18%,-1.3%,0.9105666666666724
绿岛风,1.3%,-1.46%,0.890795454545459
天亿马,1.51%,1.7%,0.8874811320754699
麒麟信安,4.87%,5.86%,0.8307162200282084
慧博云通,12.85%,15.92%,0.8071406249999993
宏景科技,7.29%,9.09%,0.8021454545454548
博彦科技,1.14%,-1.43%,0.7997100000000027
南王科技,11.09%,14.2%,0.7811796
川宁生物,2.41%,3.16%,0.762592857142854
威士顿,6.14%,8.06%,0.7614756671899525
通达创智,2.62%,3.57%,0.7347909090909103
