成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:15:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,39.58,-0.18%,--,111,439338,中性盘
09:25:03,39.58,-0.18%,-0.07,111,439338,--
09:30:03,39.51,-0.35%,-0.07,90,355590,卖盘
09:30:06,39.58,-0.18%,+0.07,74,292892,买盘
09:30:09,39.58,-0.18%,--,8,31664,买盘
09:30:12,39.58,-0.18%,--,29,114782,买盘
09:30:15,39.62,-0.08%,+0.04,111,439782,买盘
09:30:18,39.64,-0.03%,+0.02,63,249732,买盘
09:30:21,39.78,+0.33%,+0.14,68,270504,买盘
09:30:24,39.78,+0.33%,--,60,238680,卖盘
09:30:27,39.82,+0.43%,+0.04,7,27874,买盘
09:30:30,39.8,+0.38%,-0.02,13,51740,中性盘
09:30:33,39.78,+0.33%,-0.02,1,3978,买盘
09:30:36,39.82,+0.43%,+0.04,10,39820,买盘
09:30:42,39.82,+0.43%,--,1,3982,卖盘
09:30:45,39.73,+0.20%,-0.09,2,7946,卖盘
09:30:48,39.78,+0.33%,+0.05,56,222768,买盘
09:30:51,39.78,+0.33%,--,3,11934,卖盘
09:30:54,39.78,+0.33%,--,3,11934,中性盘
09:30:57,39.77,+0.30%,-0.01,52,206804,卖盘
09:31:00,39.79,+0.35%,+0.02,15,59685,买盘
09:31:03,39.79,+0.35%,--,19,75601,买盘
09:31:06,39.69,+0.10%,-0.1,30,119070,卖盘
09:31:09,39.69,+0.10%,--,7,27783,卖盘
09:31:12,39.78,+0.33%,+0.09,6,23868,中性盘
09:31:15,39.85,+0.50%,+0.07,46,183310,买盘
09:31:18,39.76,+0.28%,-0.09,27,107352,卖盘
09:31:27,39.8,+0.38%,+0.01,2,7960,中性盘
09:31:30,39.8,+0.38%,--,2,7960,卖盘
09:31:36,39.78,+0.33%,-0.02,34,135252,卖盘
09:31:39,39.85,+0.50%,+0.07,10,39850,买盘
09:31:39,39.85,+0.50%,-0.06,10,39850,中性盘
09:31:45,39.79,+0.35%,-0.06,5,19895,卖盘
09:31:48,39.83,+0.45%,+0.04,48,191184,买盘
09:31:51,39.78,+0.33%,-0.05,8,31824,卖盘
09:31:54,39.79,+0.35%,+0.01,6,23874,买盘
09:31:57,39.79,+0.35%,--,4,15916,买盘
09:32:03,39.78,+0.33%,-0.01,2,7956,卖盘
09:32:06,39.79,+0.35%,+0.01,28,111412,买盘
09:32:09,39.81,+0.40%,+0.02,12,47772,买盘
09:32:12,39.86,+0.53%,+0.05,57,227202,买盘
09:32:15,39.72,+0.18%,-0.14,151,599772,卖盘
09:32:18,39.82,+0.43%,+0.1,1,3982,卖盘
09:32:24,39.78,+0.33%,-0.04,42,167076,卖盘
09:32:27,39.89,+0.61%,+0.11,16,63824,卖盘
09:32:30,39.89,+0.61%,--,22,87758,买盘
09:32:33,39.9,+0.63%,+0.01,2,7980,中性盘
09:32:36,39.88,+0.58%,-0.02,1,3988,卖盘
09:32:39,39.92,+0.68%,+0.04,5,19960,买盘
09:32:42,39.91,+0.66%,-0.01,11,43901,买盘
09:32:45,39.95,+0.76%,+0.04,13,51935,买盘
09:32:48,39.92,+0.68%,-0.03,6,23952,卖盘
09:32:51,39.96,+0.78%,+0.04,24,95904,买盘
09:32:54,39.93,+0.71%,-0.03,2,8146,卖盘
09:32:57,39.92,+0.68%,-0.01,29,115768,卖盘
09:33:00,39.96,+0.78%,+0.04,1,3996,中性盘
09:33:03,39.99,+0.86%,+0.03,39,155961,买盘
09:33:06,39.99,+0.86%,--,11,43989,买盘
09:33:09,39.97,+0.81%,-0.02,1,3997,中性盘
09:33:12,39.99,+0.86%,+0.02,18,75541,中性盘
09:33:15,40.0,+0.88%,+0.01,2,8440,买盘
09:33:21,40.0,+0.88%,--,93,372000,买盘
09:33:24,39.97,+0.81%,-0.03,1,3997,卖盘
09:33:27,39.97,+0.81%,--,20,79940,卖盘
09:33:30,39.95,+0.76%,-0.02,61,243695,卖盘
09:33:33,39.95,+0.76%,--,15,59925,中性盘
09:33:39,39.92,+0.68%,-0.03,3,11976,卖盘
09:33:42,39.92,+0.68%,--,28,115608,卖盘
09:33:45,39.92,+0.68%,--,4,15968,买盘
09:33:51,39.93,+0.71%,+0.01,17,67881,买盘
09:33:54,39.94,+0.73%,+0.01,9,36106,买盘
09:33:57,39.95,+0.76%,+0.01,17,67915,中性盘
09:34:00,39.95,+0.76%,--,3,11985,买盘
09:34:06,39.95,+0.76%,+0.01,5,19975,买盘
09:34:09,39.94,+0.73%,-0.01,49,195706,卖盘
09:34:12,39.94,+0.73%,--,10,39940,卖盘
09:34:18,39.95,+0.76%,+0.01,3,11985,卖盘
09:34:24,39.95,+0.76%,--,1,3995,卖盘
09:34:27,39.96,+0.78%,+0.01,3,11988,买盘
09:34:30,39.95,+0.76%,-0.01,47,187765,卖盘
09:34:33,39.89,+0.61%,-0.06,189,757750,卖盘
09:34:36,39.93,+0.71%,+0.04,24,95832,买盘
09:34:39,39.92,+0.68%,-0.01,2,7984,买盘
09:34:42,39.85,+0.50%,-0.07,6,23910,中性盘
09:34:45,39.9,+0.63%,+0.05,3,11970,中性盘
09:34:51,39.87,+0.55%,-0.03,2,7974,卖盘
09:34:54,39.85,+0.50%,-0.02,11,43835,卖盘
09:35:00,39.83,+0.45%,-0.02,2,7966,卖盘
09:35:03,39.8,+0.38%,-0.03,7,27860,卖盘
09:35:06,39.82,+0.43%,+0.02,5,19910,买盘
09:35:09,39.77,+0.30%,-0.05,21,83517,卖盘
09:35:12,39.78,+0.33%,+0.01,4,15912,卖盘
09:35:15,39.77,+0.30%,-0.01,15,59655,卖盘
09:35:18,39.74,+0.23%,-0.03,16,63584,卖盘
09:35:21,39.77,+0.30%,+0.03,5,19885,买盘
09:35:24,39.77,+0.30%,--,11,43747,买盘
09:35:27,39.77,+0.30%,--,1,3977,买盘
09:35:36,39.76,+0.28%,-0.01,8,31808,卖盘
09:35:39,39.76,+0.28%,--,9,35784,卖盘
09:35:48,39.76,+0.28%,--,8,31808,买盘
09:35:51,39.72,+0.18%,-0.04,10,39720,卖盘
09:36:00,39.76,+0.28%,+0.04,5,19880,买盘
09:36:03,39.73,+0.20%,-0.03,13,51649,卖盘
09:36:06,39.87,+0.55%,+0.14,20,79740,买盘
09:36:12,39.78,+0.33%,-0.09,2,7956,中性盘
09:36:21,39.8,+0.38%,+0.02,8,31840,中性盘
09:36:27,39.82,+0.43%,+0.02,3,11946,中性盘
09:36:33,39.87,+0.55%,+0.05,7,27909,买盘
09:36:39,39.82,+0.43%,-0.05,5,19910,卖盘
09:36:42,39.87,+0.55%,+0.05,2,7974,中性盘
09:36:45,39.88,+0.58%,+0.01,9,35892,买盘
09:36:51,39.82,+0.43%,-0.06,10,39820,卖盘
09:36:54,39.82,+0.43%,--,16,63712,买盘
09:37:00,39.86,+0.53%,+0.04,38,151468,买盘
09:37:03,39.82,+0.43%,-0.04,3,11946,卖盘
09:37:06,39.8,+0.38%,-0.02,14,55720,中性盘
09:37:12,39.79,+0.35%,-0.01,25,99475,中性盘
09:37:18,39.77,+0.30%,-0.02,1,3977,买盘
09:37:21,39.79,+0.35%,+0.02,6,23874,买盘
09:37:27,39.77,+0.30%,-0.02,7,27839,卖盘
09:37:30,39.77,+0.30%,--,2,7954,卖盘
09:37:33,39.76,+0.28%,-0.01,1,3976,卖盘
09:37:42,39.75,+0.25%,-0.01,12,47700,卖盘
09:37:45,39.75,+0.25%,--,4,15900,卖盘
09:37:51,39.72,+0.18%,-0.03,15,59580,卖盘
09:37:57,39.71,+0.15%,-0.01,11,43681,卖盘
09:38:00,39.72,+0.18%,+0.01,1,3972,中性盘
09:38:03,39.71,+0.15%,-0.01,10,39710,卖盘
09:38:09,39.7,+0.13%,-0.01,92,365240,卖盘
09:38:12,39.7,+0.13%,--,4,15880,买盘
09:38:12,39.7,+0.13%,--,4,15880,中性盘
09:38:21,39.7,+0.13%,--,9,35730,卖盘
09:38:24,39.7,+0.13%,--,1,3970,买盘
09:38:27,39.65,0.00%,-0.05,82,325130,卖盘
09:38:42,39.65,0.00%,--,10,39650,卖盘
09:38:45,39.65,0.00%,--,24,95160,卖盘
09:38:48,39.65,0.00%,--,5,19825,卖盘
09:38:51,39.65,0.00%,--,32,126880,卖盘
09:38:54,39.65,0.00%,--,12,47580,买盘
09:39:00,39.62,-0.08%,-0.03,17,67354,中性盘
09:39:06,39.66,+0.03%,+0.04,16,63456,中性盘
09:39:09,39.61,-0.10%,-0.05,30,118830,卖盘
09:39:12,39.69,+0.10%,+0.08,4,15876,买盘
09:39:15,39.71,+0.15%,+0.02,8,31768,买盘
09:39:21,39.75,+0.25%,+0.04,5,19875,买盘
09:39:36,39.72,+0.18%,-0.03,1,3972,卖盘
09:39:39,39.74,+0.23%,+0.02,19,75506,买盘
09:39:45,39.74,+0.23%,--,4,15896,买盘
09:39:51,39.75,+0.25%,+0.01,12,47700,买盘
09:39:54,39.75,+0.25%,--,7,27825,买盘
09:40:09,39.72,+0.18%,-0.03,32,127104,卖盘
09:40:12,39.7,+0.13%,-0.02,14,55580,卖盘
09:40:15,39.73,+0.20%,+0.03,3,11919,买盘
09:40:18,39.67,+0.05%,-0.06,2,7934,卖盘
09:40:21,39.67,+0.05%,--,13,51571,卖盘
09:40:27,39.66,+0.03%,-0.01,5,19830,卖盘
09:40:30,39.65,0.00%,-0.01,3,11895,卖盘
09:40:33,39.65,0.00%,--,1,3965,中性盘
