股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
智信精密,13.28%,-0.08%,167.2521142857306
凯格精机,11.26%,54.49%,0.20663731884057973
通力科技,7.42%,23.91%,0.3103067187500001
国泰环保,7.32%,19.7%,0.37152263374485606
荣盛发展,6.81%,48.75%,0.13969230769230773
蕾奥规划,6.34%,22.13%,0.2864686635944701
佰维存储,5.91%,-16.28%,0.36296395193591446
特发服务,5.91%,8.96%,0.6595783018867921
熊猫乳品,5.11%,32.79%,0.1558165526675786
天力锂能,5.03%,20.09%,0.2503639899623589
甬矽电子,4.99%,25.32%,0.19705119182746875
*ST爱迪,4.95%,-0.35%,14.256000000000304
保力新,4.82%,21.97%,0.21939310344827587
黑芝麻,4.8%,19.15%,0.2507076923076923
汉得信息,4.38%,3.45%,1.2690769230769272
梦网科技,4.21%,10.5%,0.4010578947368422
楚环科技,4.16%,-8.78%,0.4737407999999999
美邦服饰,4.15%,25.81%,0.16081250000000005
嘉曼服饰,4.11%,6.59%,0.6235526627218944
海看股份,3.98%,4.53%,0.8794325925925917
溯联股份,3.8%,1.86%,2.0390243902439016
鼎捷软件,3.78%,2.62%,1.4407063291139255
宝立食品,3.78%,-3.81%,0.9912552631578974
绿通科技,3.7%,2.67%,1.3848571428571435
中南建设,3.63%,16.56%,0.21925199999999997
中荣股份,3.62%,4.3%,0.8409878048780486
朗坤环境,3.58%,0.74%,4.864324999999996
金埔园林,3.58%,18.47%,0.193863392857143
箭牌家居,3.48%,6.55%,0.5315207547169818
铂力特,3.33%,6.9%,0.4827272727272726
赢合科技,3.33%,21.48%,0.15503153526970953
*ST日海,3.31%,-2.3%,1.441688888888891
华新环保,3.14%,-0.08%,37.99400000000082
圣泉集团,3.02%,-7.24%,0.4169448979591842
天亿马,3.02%,1.28%,2.3659121951219295
金科股份,2.97%,10.07%,0.2948785714285711
*ST中期,2.87%,-7.54%,0.3808567567567568
森泰股份,2.84%,0.26%,11.00026666666625
阳光乳业,2.78%,6.84%,0.4062387096774195
品渥食品,2.76%,14.57%,0.1894590361445783
新时达,2.7%,-6.62%,0.4076341463414632
维科精密,2.68%,0.0%,inf
岭南股份,2.65%,4.64%,0.5706333333333337
中大力德,2.59%,-7.12%,0.36377283018867945
国中水务,2.5%,-0.69%,3.599999999999996
天保基建,2.5%,6.15%,0.40625000000000033
新易盛,2.46%,-12.27%,0.20046786632390745
建研设计,2.37%,4.17%,0.5688000000000013
有研粉材,2.28%,5.92%,0.38536261682242984
矩阵股份,2.25%,5.63%,0.3994354838709679
洪涛股份,2.22%,11.81%,0.1880470588235293
步科股份,2.18%,-5.54%,0.39332275132275113
四川黄金,2.15%,9.48%,0.226825
安车检测,2.14%,13.7%,0.15616216216216217
趣睡科技,2.1%,7.18%,0.2923074626865677
中迪投资,2.1%,3.9%,0.5386499999999995
翔宇医疗,2.07%,3.11%,0.6647000000000027
福莱新材,1.99%,-1.21%,1.6506526315789516
精智达,1.99%,-10.42%,0.19103561190738708
亿田智能,1.97%,1.16%,1.7010720930232568
中国武夷,1.96%,11.36%,0.17247999999999997
普利制药,1.96%,6.5%,0.301716535433071
杭州园林,1.94%,14.49%,0.1338474025974027
中交地产,1.92%,8.38%,0.22919999999999977
杰美特,1.9%,31.35%,0.06060344827586209
江苏华辰,1.9%,-6.1%,0.31162500000000015
迎丰股份,1.88%,4.35%,0.4324000000000004
南国置业,1.86%,8.37%,0.2221666666666665
金桥信息,1.84%,3.21%,0.5726741573033705
普邦股份,1.83%,6.91%,0.26464615384615403
西部牧业,1.82%,8.76%,0.2077833333333337
骏成科技,1.79%,-15.95%,0.11220773899848249
我爱我家,1.78%,5.77%,0.3085333333333336
中百集团,1.78%,7.02%,0.25351515151515147
嘉益股份,1.77%,5.21%,0.33976507936507927
世纪鼎利,1.77%,6.12%,0.2893269230769233
一鸣食品,1.75%,9.0%,0.1943509615384617
金力泰,1.71%,10.55%,0.16215517241379326
招商南油,1.69%,0.0%,inf
华联股份,1.69%,9.58%,0.17639374999999985
蒙娜丽莎,1.69%,11.32%,0.14931534090909107
华曙高科,1.68%,-4.02%,0.4176000000000003
优彩资源,1.67%,2.75%,0.6067666666666668
中银绒业,1.66%,6.45%,0.2573000000000003
逸豪新材,1.65%,-2.98%,0.5534999999999992
可靠股份,1.64%,10.24%,0.16020495867768605
阳光股份,1.63%,9.19%,0.17734400000000003
中金岭南,1.61%,7.43%,0.21673076923076942
华大智造,1.59%,-2.51%,0.6346913580246896
华夏幸福,1.56%,6.25%,0.24960000000000057
拓山重工,1.54%,-0.72%,2.1455000000000113
线上线下,1.51%,1.65%,0.9136824561403506
建业股份,1.5%,16.81%,0.08921615201900238
欧亚集团,1.5%,2.31%,0.6491379310344847
博众精工,1.49%,-4.27%,0.3486599999999999
双乐股份,1.49%,-1.29%,1.1556440000000001
山大地纬,1.46%,-5.39%,0.2710125000000004
国泰集团,1.45%,-2.96%,0.48937500000000106
普莱得,1.44%,-4.22%,0.34125443786982257
合肥百货,1.42%,6.32%,0.22461818181818177
紫燕食品,1.41%,1.59%,0.8893317073170729
华远地产,1.41%,11.46%,0.12298333333333338
栖霞建设,1.41%,7.05%,0.1999636363636366
华丽家族,1.41%,0.35%,4.018500000000086
迦南智能,1.4%,28.79%,0.048622107969151694
美晨生态,1.4%,8.25%,0.16974999999999982
国联水产,1.39%,2.81%,0.49543571428571564
爱玛科技,1.39%,8.25%,0.16841003861003856
昊志机电,1.37%,8.98%,0.15249812499999985
ST中嘉,1.36%,12.99%,0.1046608695652174
神农科技,1.33%,4.38%,0.3034062499999997
迪马股份,1.33%,10.32%,0.12884375000000006
青岛食品,1.33%,2.85%,0.46650377358490464
黑猫股份,1.32%,9.86%,0.1338365217391304
格力地产,1.31%,2.45%,0.5353533333333321
方正科技,1.31%,-3.98%,0.32924666666666685
卫宁健康,1.31%,6.77%,0.19355918367346933
壶化股份,1.3%,0.18%,7.258333333333058
望变电气,1.3%,-0.15%,8.588666666666338
益客食品,1.29%,4.56%,0.2829041666666656
晶方科技,1.28%,9.72%,0.13163981042654033
福星股份,1.28%,7.26%,0.17630967741935455
三利谱,1.28%,-5.87%,0.2179506849315071
会畅通讯,1.27%,4.73%,0.2684318181818185
粤宏远A,1.27%,15.16%,0.08377115384615384
科顺股份,1.27%,8.66%,0.14670128205128216
超捷股份,1.26%,-7.66%,0.16457709251101324
徐工机械,1.24%,1.56%,0.7947272727272705
皇氏集团,1.24%,5.86%,0.21177894736842112
统联精密,1.23%,-10.15%,0.12113807339449541
永和股份,1.22%,11.49%,0.10615768115942031
福莱蒽特,1.21%,2.21%,0.546740740740738
庄园牧场,1.2%,0.61%,1.9714285714285635
洪兴股份,1.2%,1.73%,0.6926896551724073
建科院,1.19%,5.67%,0.2098727272727275
南宁百货,1.19%,8.9%,0.13369999999999985
胜宏科技,1.19%,-5.72%,0.20804761904761915
智能自控,1.18%,-7.09%,0.16639325842696626
