代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301418,协昌科技,100.18,93.10%,76.64%,765000000.0,645000000.0,120000000.0,1410000000.0
sz301218,华是科技,58.66,20.01%,46.70%,736000000.0,724000000.0,11711000.0,1460000000.0
sz301203,国泰环保,57.43,20.00%,65.58%,292000000.0,302000000.0,10716000.0,594000000.0
sz301288,清研环境,27.06,20.00%,40.17%,212000000.0,179000000.0,33109899.999999996,392000000.0
sh688671,碧兴物联,61.5,20.00%,64.94%,279000000.0,369000000.0,89623600.0,649000000.0
sz301085,亚康股份,72.12,20.00%,18.09%,145000000.0,266000000.0,120000000.0,411000000.00000006
sz301049,超越科技,30.12,20.00%,44.99%,148000000.0,169000000.0,20875500.0,317000000.0
sz300865,大宏立,26.28,13.62%,42.91%,197000000.0,113999999.99999999,83395500.0,312000000.0
sz300368,汇金股份,8.55,13.25%,21.96%,561000000.0,416000000.0,145000000.0,976000000.0
sz300913,兆龙互连,39.32,12.34%,38.69%,595000000.0,375000000.0,219000000.0,969999999.9999999
sz301208,中亦科技,56.98,11.77%,38.93%,418000000.0,350000000.0,68022300.0,769000000.0
sz000010,美丽生态,3.48,10.13%,31.66%,275000000.0,284000000.0,9154700.0,559000000.0
sz002310,东方园林,2.72,10.12%,11.70%,474000000.0,316000000.0,158000000.0,790000000.0
sz002279,久其软件,7.44,10.06%,9.03%,202000000.0,320000000.0,118000000.0,522000000.0
sh605081,太和水,15.57,10.04%,16.26%,88110700.0,123000000.0,34489800.0,211000000.0
sh605069,正和生态,11.41,10.03%,17.48%,83597700.0,80866700.0,2731000.0,164000000.0
sz001299,美能能源,22.07,10.02%,50.10%,195000000.0,277000000.0,82747099.99999999,472000000.0
sh605598,上海港湾,34.27,10.02%,8.03%,93247099.99999999,105000000.0,11556300.000000002,198000000.0
sh603291,联合水务,20.21,10.02%,73.63%,288000000.0,302000000.0,14632500.0,590000000.0
sh603078,江化微,16.03,10.02%,3.81%,39750800.0,162000000.0,122000000.0,200999999.99999997
sz002822,中装建设,4.72,10.02%,7.49%,74991300.0,153000000.0,77851400.0,227999999.99999997
sz000948,南天信息,20.31,10.02%,6.76%,174000000.0,336000000.0,162000000.0,509999999.99999994
sz000826,启迪环境,4.61,10.02%,4.55%,127000000.0,167000000.0,39539500.0,295000000.0
sz001324,长青科技,38.46,10.01%,74.33%,405000000.0,459999999.99999994,55534799.99999999,865000000.0
sh603172,万丰股份,20.34,10.01%,28.78%,75543400.0,106000000.0,30912000.0,182000000.0
sz000995,皇台酒业,20.78,10.01%,16.43%,264000000.0,334000000.0,70452200.0,598000000.0
sh600292,远达环保,7.26,10.00%,12.63%,349000000.0,321000000.0,27976000.0,670000000.0
sz002316,亚联发展,5.83,10.00%,10.41%,68600900.0,119000000.0,50126300.0,187000000.0
sz001333,光华股份,28.08,9.99%,31.62%,92934000.0,189000000.0,96369100.0,282000000.0
sh603162,海通发展,22.69,9.99%,4.34%,0.0,60188100.00000001,60188100.00000001,60188200.0
sz002229,鸿博股份,41.17,9.99%,15.59%,1449000000.0,1617000000.0000002,168000000.0,3066000000.0
sh605398,新炬网络,28.2,9.98%,5.62%,18616800.0,40242400.0,21625500.0,58859200.0
sz002394,联发股份,9.26,9.98%,7.80%,103000000.0,126000000.0,22404699.999999996,229000000.0
sz002528,英飞拓,9.38,9.96%,9.00%,398000000.0,463999999.99999994,66266200.0,861999999.9999999
sz002999,天禾股份,8.73,9.95%,12.20%,76781800.0,151000000.0,74434900.0,227999999.99999997
sz000766,通化金马,5.98,9.93%,6.01%,185000000.0,158000000.0,27029800.0,343000000.0
sz002512,达华智能,4.21,9.92%,4.38%,37014900.0,153000000.0,115999999.99999999,190000000.0
sz300169,天晟新材,8.28,9.67%,32.04%,450000000.0,237000000.0,213000000.0,776000000.0
sh600796,钱江生化,6.12,9.48%,18.24%,147000000.0,185000000.0,38521800.0,332000000.0
sz301305,朗坤环境,25.3,8.96%,46.26%,346000000.0,294000000.0,52502100.0,640000000.0
sz300846,首都在线,14.37,8.70%,16.10%,480000000.0,347000000.0,134000000.00000001,827000000.0
sz301487,盟固利,79.62,8.62%,70.55%,1471000000.0,1503000000.0,31797000.0,2974000000.0
sz002006,精工科技,18.87,8.45%,4.77%,189000000.0,222000000.00000003,32664600.0,411000000.00000006
sh688258,卓易信息,65.7,8.26%,3.19%,93390700.0,87674900.0,5715800.0,181000000.0
sz300603,立昂技术,13.03,8.04%,14.02%,278000000.0,176000000.0,102000000.0,454000000.0
sz300854,中兰环保,19.5,7.85%,27.33%,128000000.0,110000000.00000001,17537100.0,238000000.0
sz300921,南凌科技,30.13,7.65%,31.97%,305000000.0,291000000.0,13999700.0,595000000.0
sz300864,南大环境,25.7,7.58%,22.21%,114999999.99999999,98421100.0,16275100.0,213000000.0
sz301195,北路智控,45.81,7.36%,8.13%,81574000.0,58983600.0,22590300.000000004,141000000.0
sz002193,如意集团,7.04,7.32%,16.03%,103000000.0,193000000.0,90514900.0,296000000.0
sz301396,宏景科技,38.14,7.29%,39.71%,250000000.0,165000000.0,85570800.0,415000000.00000006
sz301265,华新环保,13.51,7.14%,39.70%,229000000.0,167000000.0,61781800.0,396000000.0
sz002887,绿茵生态,10.23,7.12%,16.14%,108000000.0,163000000.0,55009900.0,271000000.0
sz301115,建科股份,24.89,6.78%,16.33%,101000000.0,63026899.99999999,38035900.0,164000000.0
sz300548,博创科技,29.98,6.65%,14.98%,491000000.0,375000000.0,115999999.99999999,866000000.0
sz300380,安硕信息,34.05,6.61%,24.15%,529000000.0,482000000.0,47043300.0,1011000000.0
sz300190,维尔利,4.69,6.59%,6.65%,128000000.0,110000000.00000001,17354000.0,238000000.0
sz301333,诺思格,53.99,6.43%,3.54%,68422600.0,39345000.0,29077700.0,108000000.0
sh688316,青云科技,49.24,6.33%,12.87%,121000000.0,104000000.0,16417600.0,225000000.0
sh603198,迎驾贡酒,72.46,6.29%,1.13%,369000000.0,281000000.0,88178300.0,651000000.0
sz002902,铭普光磁,23.02,6.23%,29.13%,459000000.0,554000000.0,95481299.99999999,1013000000.0000001
sz000786,北新建材,28.1,6.12%,2.26%,543000000.0,498000000.00000006,45055300.0,1041000000.0
sz300977,深圳瑞捷,22.07,6.11%,36.74%,169000000.0,144000000.0,24826000.0,313000000.0
sz000034,神州数码,29.51,5.96%,7.44%,707000000.0,507000000.0,200000000.0,1215000000.0
sz003027,同兴环保,20.82,5.90%,11.06%,86249500.0,66074799.99999999,20174800.0,152000000.0
sh603318,水发燃气,9.08,5.70%,14.12%,268000000.00000003,224000000.00000003,44290200.00000001,492000000.0
sz000544,中原环保,8.48,5.60%,2.72%,123000000.0,96437500.0,27000800.0,220000000.00000003
sz301178,天亿马,33.5,5.51%,15.98%,131000000.0,108000000.0,22308900.0,239000000.0
sh688478,晶升股份,46.97,5.31%,24.22%,191000000.0,139000000.0,51262900.0,330000000.0
sz301219,腾远钴业,37.5,5.22%,3.68%,120000000.0,111000000.00000001,8771500.0,231000000.0
sz000863,三湘印象,3.84,5.21%,9.68%,198000000.0,242000000.0,44490000.0,440000000.00000006
sz301519,舜禹股份,32.18,5.13%,46.39%,301000000.0,271000000.0,29951900.0,572000000.0
sh600605,汇通能源,19.14,5.11%,2.34%,55119799.99999999,36216600.0,18903200.0,91336400.0
sz301429,森泰股份,30.1,5.10%,39.81%,170000000.0,159000000.0,11276099.999999998,329000000.0
sz000752,*ST西发,9.6,5.03%,12.89%,173000000.0,144000000.0,29101200.0,316000000.0
sz002569,ST步森,6.29,5.01%,2.60%,11904400.0,10430100.0,1474400.0,22334500.0
sh600671,*ST目药,10.48,5.01%,0.37%,0.0,4700400.0,4700400.0,4700400.0
sz300649,杭州园林,21.84,5.00%,10.29%,134000000.00000001,100000000.0,34275800.0,234000000.0
sz002485,*ST雪发,5.08,4.96%,1.42%,20164300.0,18295300.0,1869000.0,38459500.0
sh603701,德宏股份,13.62,4.93%,4.84%,85177600.0,88126500.0,2948900.0,173000000.0
sh688480,赛恩斯,28.96,4.89%,7.40%,26997100.0,15924300.0,11072700.0,42921300.0
sz003007,直真科技,26.24,4.88%,15.81%,91644800.0,69736300.0,21908400.0,161000000.0
sz002663,普邦股份,2.15,4.88%,9.70%,184000000.0,126000000.0,57694500.0,311000000.0
sz000692,*ST惠天,2.8,4.87%,2.04%,10347800.0,19941700.0,9593900.0,30289500.0
sz000416,*ST民控,2.37,4.87%,3.39%,19726300.0,22178200.0,2451900.0,41904500.0
sh603083,剑桥科技,49.9,4.83%,15.35%,1168000000.0,831000000.0,338000000.0,1998999999.9999998
sz300561,汇金科技,12.92,4.79%,10.06%,124000000.0,109000000.00000001,14840800.0,234000000.0
sz002158,汉钟精机,25.18,4.74%,2.25%,158000000.0,145000000.0,12856199.999999998,303000000.0
sz300895,铜牛信息,35.71,4.69%,16.98%,225999999.99999997,183000000.0,42802000.0,409999999.99999994
