代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301272,英华特,85.39,66.16%,75.01%,424000000.0,501999999.99999994,78357800.0,925000000.0
sz301218,华是科技,28.12,20.02%,20.80%,98895900.0,218000000.00000003,119000000.0,317000000.0
sh688535,华海诚科,111.0,20.00%,54.69%,434000000.0,484999999.99999994,51069600.0,918000000.0
sz301230,泓博医药,52.44,20.00%,33.32%,178000000.0,233000000.0,54566300.0,411000000.00000006
sz300475,香农芯创,42.78,20.00%,13.91%,1265000000.0,1140000000.0,124000000.0,2405000000.0
sz301159,三维天地,43.28,19.99%,20.84%,97628400.0,180000000.0,82710700.0,278000000.0
sz300814,中富电路,28.57,19.99%,35.17%,198000000.0,292000000.0,93835400.00000001,488999999.99999994
sz300975,商络电子,9.5,19.95%,13.90%,163000000.0,248000000.0,85528700.00000001,411000000.00000006
sh688525,佰维存储,92.0,15.85%,39.13%,752000000.0,488000000.0,264000000.0,1239000000.0
sz301386,未来电器,37.9,15.69%,69.94%,430000000.0,416000000.0,13453300.0,846000000.0000001
sz300528,幸福蓝海,12.67,14.87%,16.20%,364000000.0,353000000.0,11373500.0,717000000.0
sh688620,安凯微,15.97,13.99%,28.88%,229999999.99999997,145000000.0,85173100.0,376000000.0
sz300302,同有科技,15.1,13.53%,23.70%,760000000.0,508000000.0,252999999.99999997,1268000000.0
sz300457,赢合科技,21.44,13.14%,11.66%,830000000.0000001,482000000.0,348000000.0,1312000000.0
sz300548,博创科技,36.15,12.69%,18.55%,825000000.0,645000000.0,181000000.0,1470000000.0
sz301388,欣灵电气,32.7,12.22%,59.23%,247000000.00000003,237000000.0,9834400.0,484999999.99999994
sz301338,凯格精机,40.52,11.84%,17.45%,106000000.0,63226899.99999999,42738200.0,169000000.0
sz300707,威唐工业,19.05,11.73%,19.71%,229999999.99999997,215000000.0,14732400.0,445000000.0
sh688603,天承科技,103.02,11.61%,31.73%,221000000.0,152000000.0,69005500.0,374000000.0
sz300602,飞荣达,18.65,11.41%,10.76%,371000000.0,246000000.0,125000000.0,617000000.0
sz300308,中际旭创,154.2,11.10%,7.16%,4447000000.0,3501000000.0,944999999.9999999,7948000000.0
