代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301509,金凯生科,79.2,24.04%,67.32%,539000000.0,445000000.0,93826000.0,984000000.0
sz301262,海看股份,36.05,20.01%,46.29%,316000000.0,302000000.0,14133900.000000002,618000000.0
sz301022,海泰科,32.8,20.01%,19.87%,95923799.99999999,170000000.0,73780900.0,266000000.0
sz301281,科源制药,33.0,20.00%,55.43%,256999999.99999997,179000000.0,78167400.0,436000000.00000006
sz301370,国科恒泰,20.53,19.99%,56.10%,281000000.0,443000000.0,162000000.0,723000000.0
sz300985,致远新能,29.84,19.98%,24.10%,94319500.0,152000000.0,57407200.0,246000000.0
sz300343,联创股份,9.1,15.48%,10.18%,554000000.0,396000000.0,157000000.0,950000000.0
sz300528,幸福蓝海,14.67,11.56%,20.60%,559000000.0,547000000.0,12340300.0,1106000000.0
sz301231,荣信文化,33.55,10.98%,37.76%,143000000.0,127000000.0,16133699.999999998,270000000.0
sz300016,北陆药业,7.21,10.75%,9.43%,191000000.0,138000000.0,53199600.0,330000000.0
sz301008,宏昌科技,30.69,10.32%,25.39%,110000000.00000001,84737600.0,25113200.0,195000000.0
sh605001,威奥股份,7.54,10.07%,2.67%,21650600.0,56281000.0,34630400.0,77931600.0
sz002693,双成药业,7.23,10.05%,12.42%,196000000.0,157000000.0,38213400.0,353000000.0
sz002349,精华制药,10.07,10.05%,8.01%,313000000.0,318000000.0,5654000.0,631000000.0
sh601999,出版传媒,7.67,10.04%,3.63%,54251899.99999999,96263500.0,42011600.0,151000000.0
sh603336,宏辉果蔬,6.36,10.03%,18.68%,289000000.0,371000000.0,82240500.0,660000000.0
sh600160,巨化股份,16.35,10.03%,1.77%,411000000.00000006,343000000.0,67401500.0,754000000.0
sh605020,永和股份,32.51,10.02%,5.50%,143000000.0,160000000.0,16579400.0,303000000.0
sh600860,京城股份,13.4,10.02%,5.87%,120000000.0,200000000.0,79897300.0,320000000.0
sz002907,华森制药,16.25,10.02%,5.15%,135000000.0,107000000.0,27490600.0,242000000.0
sh600851,海欣股份,7.58,10.01%,7.66%,172000000.0,229999999.99999997,57906000.0,401000000.0
sh600613,神奇制药,8.46,10.01%,11.15%,195000000.0,239000000.0,43984100.0,434000000.0
sz002750,龙津药业,10.11,10.01%,3.58%,45436300.0,94440900.0,49004600.0,140000000.0
sz002365,永安药业,10.88,10.01%,8.30%,108000000.0,109000000.00000001,1089000.0,216000000.0
sz001223,欧克科技,83.16,10.00%,10.07%,66926500.0,68599800.0,1673200.0,136000000.0
sh603779,威龙股份,10.45,10.00%,6.83%,114999999.99999999,115999999.99999999,1184200.0,231000000.0
sh603778,乾景园林,5.06,10.00%,9.19%,170000000.0,122000000.0,47468700.0,292000000.0
sh603379,三美股份,29.38,10.00%,1.63%,123000000.0,157000000.0,33592200.0,280000000.0
sh603106,恒银科技,7.81,10.00%,22.09%,333000000.0,553000000.0,220000000.00000003,886000000.0
sh600191,华资实业,7.15,10.00%,3.71%,50846500.0,71618800.0,20772300.0,122000000.0
sz002905,金逸影视,12.54,10.00%,9.88%,206000000.0,213000000.0,6537900.0,420000000.0
sz002902,铭普光磁,27.39,10.00%,43.45%,846000000.0000001,903999999.9999999,57870500.0,1750000000.0
sz002542,中化岩土,3.08,10.00%,6.93%,110000000.00000001,225000000.0,114999999.99999999,335000000.0
sz002787,华源控股,9.47,9.99%,6.50%,51299000.0,88545600.0,37246600.0,140000000.0
sh603716,塞力医疗,10.92,9.97%,7.60%,69193900.0,90855800.0,21661800.0,160000000.0
sh600791,京能置业,5.85,9.96%,6.90%,19377200.0,163000000.0,143000000.0,182000000.0
sh603536,惠发食品,9.39,9.95%,17.30%,176000000.0,197000000.0,20699899.999999996,373000000.0
sz002310,东方园林,2.66,9.92%,5.90%,157000000.0,242000000.0,85456600.0,399000000.0
sz301201,诚达药业,28.07,9.43%,10.12%,130000000.0,101000000.0,28964699.999999996,229999999.99999997
sz300818,耐普矿机,29.57,9.36%,6.04%,64833400.0,44617600.0,20215900.0,109000000.00000001
sh600378,昊华科技,38.4,9.31%,0.49%,88162700.0,75911600.0,12251199.999999998,164000000.0
sz300536,农尚环境,16.25,9.06%,5.65%,168000000.0,96442000.0,71094300.0,264000000.0
sz301052,果麦文化,49.87,8.98%,21.43%,312000000.0,258000000.0,53895100.0,569000000.0
sz300313,*ST天山,6.04,8.83%,7.33%,46240100.0,35466800.0,10773300.0,81706800.0
sh688323,瑞华泰,24.8,8.25%,2.33%,36826700.0,18186500.0,18640200.0,55013200.0
sz301398,星源卓镁,81.5,8.23%,57.34%,461000000.00000006,398000000.0,62769799.99999999,859000000.0
sz301225,恒勃股份,37.81,8.15%,33.36%,171000000.0,118000000.0,52833800.0,290000000.0
sz300448,浩云科技,6.66,8.12%,15.12%,267000000.0,214000000.0,52648200.0,482000000.0
sz002728,特一药业,16.54,8.10%,17.41%,365000000.0,270000000.0,94833300.0,634000000.0
sz300675,建科院,19.29,8.07%,19.90%,292000000.0,273000000.0,19528200.0,565000000.0
sz000766,通化金马,6.14,7.91%,5.20%,159000000.0,106000000.0,53200000.0,265000000.0
sz301277,新天地,21.6,7.73%,26.09%,160000000.0,114999999.99999999,44820100.0,275000000.0
sz300471,厚普股份,15.53,7.55%,7.58%,209000000.0,178000000.0,31155700.0,387000000.0
sz300898,熊猫乳品,29.27,7.41%,33.27%,280000000.0,237000000.0,42169700.0,517000000.0
sz300534,陇神戎发,10.36,7.36%,12.95%,220000000.00000003,176000000.0,44290400.0,396000000.0
sz300540,蜀道装备,26.55,7.27%,4.88%,74524500.0,62311100.0,12213400.0,137000000.0
sh600129,太极集团,53.83,7.06%,2.61%,387000000.0,385000000.0,2003899.9999999998,773000000.0
sh601995,中金公司,44.2,6.76%,11.39%,2476000000.0,2218000000.0,258000000.0,4694000000.0
sh603110,东方材料,29.16,6.46%,3.04%,106000000.0,69615000.0,36553700.0,176000000.0
sh600825,新华传媒,5.08,6.28%,7.05%,225999999.99999997,144000000.0,82418100.0,370000000.0
sz000719,中原传媒,13.07,6.26%,18.94%,775000000.0,881000000.0,106000000.0,1657000000.0
sz300654,世纪天鸿,12.58,6.25%,14.19%,279000000.0,299000000.0,20208900.0,579000000.0
sz301161,唯万密封,26.0,6.17%,37.54%,137000000.0,130000000.0,7296799.999999999,267000000.0
sz301331,恩威医药,41.0,6.16%,19.24%,81180600.0,55067200.0,26113400.0,136000000.0
sz301515,港通医疗,35.35,6.06%,39.50%,167000000.0,159000000.0,7936000.0,326000000.0
sz301292,海科新源,24.38,6.05%,19.94%,123000000.0,81590300.0,41381100.0,204999999.99999997
sz002639,雪人股份,8.59,6.05%,6.59%,189000000.0,179000000.0,10463300.0,368000000.0
