代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688429,时创能源,31.47,63.91%,78.51%,349000000.0,351000000.0,2774600.0,700000000.0
sz300780,德恩精工,18.64,20.03%,39.41%,282000000.0,295000000.0,13031199.999999998,578000000.0
sz301311,昆船智能,30.64,20.02%,45.19%,409000000.0,367000000.0,42932900.0,776000000.0
sz301368,丰立智能,64.08,20.00%,44.67%,376000000.0,394000000.0,18532900.0,770000000.0
sz300549,优德精密,27.96,20.00%,20.73%,278000000.0,270000000.0,7794900.0,549000000.0
sz300378,鼎捷软件,34.74,20.00%,15.89%,693000000.0,637000000.0,56846000.0,1334000000.0
sz301138,华研精机,36.98,19.99%,23.37%,80664500.0,169000000.0,87989500.0,249000000.00000003
sz300913,兆龙互连,46.61,19.21%,47.78%,733000000.0,600000000.0,133000000.0,1348000000.0
sz301205,联特科技,308.0,19.06%,31.78%,877999999.9999999,729000000.0,150000000.0,1607000000.0
sh688393,安必平,33.41,17.60%,19.02%,234000000.0,134000000.00000001,99277099.99999999,368000000.0
sh688077,大地熊,29.83,14.47%,9.34%,108000000.0,61911200.0,45935300.0,170000000.0
sz301141,中科磁业,47.73,14.35%,49.46%,250000000.0,202999999.99999997,46239100.0,453000000.0
sz300356,光一退,2.06,13.19%,5.50%,0.0,0.0,0.0,44344100.0
sh688328,深科达,29.28,12.66%,18.76%,155000000.0,98689400.0,56660300.0,254000000.0
sz301226,祥明智能,28.25,12.15%,22.29%,183000000.0,117000000.0,65579200.0,300000000.0
sh688286,敏芯股份,60.88,12.12%,6.09%,75092500.0,54863700.0,20228800.0,130000000.0
sz300964,本川智能,62.8,11.94%,37.90%,361000000.0,340000000.0,21164200.0,722000000.0
sz301031,中熔电气,128.25,11.45%,4.94%,113999999.99999999,112999999.99999999,1039300.0000000001,227999999.99999997
sh688165,埃夫特,12.76,11.25%,10.31%,240000000.0,182000000.0,57032900.0,422000000.0
sz300532,今天国际,21.0,11.11%,11.31%,265000000.0,162000000.0,103000000.0,432000000.0
sh688320,禾川科技,47.44,10.25%,10.34%,234000000.0,173000000.0,60195800.0,407000000.0
sz002547,春兴精工,4.81,10.07%,3.07%,36051700.0,124000000.0,88359400.0,160000000.0
sz000795,英洛华,7.44,10.06%,7.64%,283000000.0,342000000.0,59027400.0,624000000.0
sz002058,威尔泰,11.29,10.04%,5.00%,9565200.0,70522700.0,60957500.0,80088000.0
sz002614,奥佳华,8.33,10.04%,3.32%,35124700.0,83891900.0,48767299.99999999,119000000.0
sz000790,华神科技,5.26,10.04%,4.91%,69071200.0,86459300.0,17388100.0,156000000.0
sz000678,襄阳轴承,7.34,10.04%,2.80%,0.0,94314300.0,94314300.0,94314300.0
sz002337,赛象科技,6.36,10.03%,7.34%,95433799.99999999,171000000.0,75578900.0,266000000.0
sh603165,荣晟环保,16.34,10.03%,4.50%,88246700.0,112999999.99999999,24295500.0,200999999.99999997
sz002654,万润科技,8.78,10.03%,5.21%,153000000.0,199000000.0,46215000.0,352000000.0
sh688636,智明达,51.49,10.02%,7.64%,91935400.00000001,84426000.0,7509400.000000001,176000000.0
sh603767,中马传动,14.49,10.02%,2.78%,0.0,124000000.0,124000000.0,124000000.0
sh603988,中电电机,11.53,10.02%,5.10%,62305700.0,71899100.0,9593500.0,134000000.00000001
sh603496,恒为科技,17.89,10.02%,8.57%,216000000.0,259000000.0,42938600.0,474000000.0
sz002576,通达动力,19.0,10.02%,11.43%,164000000.0,177000000.0,12631600.0,341000000.0
sz002571,德力股份,7.03,10.02%,8.38%,55706600.0,118000000.0,62076899.99999999,174000000.0
sz003038,鑫铂股份,42.53,10.01%,10.39%,166000000.0,125000000.0,41723100.00000001,292000000.0
sh603286,日盈电子,20.44,10.01%,6.33%,36916400.0,74220800.0,37304400.0,111000000.00000001
sh603108,润达医疗,18.02,10.01%,8.93%,467000000.0,419000000.00000006,48377200.0,886000000.0
sh603090,宏盛股份,22.86,10.01%,6.09%,60377600.0,74547800.0,14170100.0,135000000.0
sh600592,龙溪股份,10.99,10.01%,5.86%,121000000.0,125000000.0,3257799.9999999995,246000000.0
sz001282,三联锻造,37.29,10.00%,31.70%,159000000.0,150000000.0,9537900.0,309000000.0
sz003008,开普检测,28.71,10.00%,8.93%,53662400.0,32985800.0,20676600.0,86682600.0
sz001223,欧克科技,82.72,10.00%,9.10%,67403600.0,52574399.99999999,14829200.0,120000000.0
sz002979,雷赛智能,24.53,10.00%,5.86%,123000000.0,176000000.0,53071500.0,299000000.0
sz002196,方正电机,7.04,10.00%,2.04%,372400.0,69220700.0,68848200.0,69593100.0
sh603220,中贝通信,16.28,10.00%,12.62%,359000000.0,318000000.0,41047800.0,678000000.0
sh603042,华脉科技,22.87,10.00%,0.76%,0.0,27983700.0,27983700.0,27983700.0
sh600835,上海机电,17.6,10.00%,6.27%,422000000.0,450000000.0,27306900.0,872000000.0000001
sz002577,雷柏科技,16.5,10.00%,3.83%,49105800.0,129000000.0,79496500.0,178000000.0
sz002031,巨轮智能,4.07,10.00%,3.92%,0.0,309000000.0,309000000.0,309000000.0
sz002975,博杰股份,42.15,9.99%,3.99%,45553200.0,70398300.0,24845000.0,115999999.99999999
sz003029,吉大正元,31.5,9.99%,8.81%,137000000.0,172000000.0,34988600.0,309000000.0
sh603368,柳药集团,22.46,9.99%,1.89%,50808500.0,102000000.0,51547600.0,153000000.0
sz002290,禾盛新材,12.99,9.99%,3.87%,56677700.00000001,64185900.0,7508200.000000001,121000000.0
sz002921,联诚精密,18.39,9.99%,6.60%,57884500.0,69564500.0,11680000.0,127000000.0
sz002835,同为股份,21.79,9.99%,15.96%,194000000.0,213000000.0,19361400.0,407000000.0
sz002605,姚记科技,46.78,9.99%,6.78%,501999999.99999994,521000000.0,19018200.0,1023000000.0
sz002079,苏州固锝,14.75,9.99%,4.96%,188000000.0,382000000.0,194000000.0,570000000.0
sz000151,中成股份,13.32,9.99%,10.44%,111000000.00000001,250999999.99999997,140000000.0,362000000.0
sh603583,捷昌驱动,21.7,9.98%,3.08%,106000000.0,141000000.0,34766800.0,247000000.00000003
sh605100,华丰股份,18.41,9.98%,7.07%,44176800.0,52930300.0,8753500.0,97106900.0
sh600770,综艺股份,5.73,9.98%,2.50%,69495300.0,113999999.99999999,44196899.99999999,183000000.0
sz002848,高斯贝尔,11.13,9.98%,12.02%,95660000.0,109000000.00000001,13645400.0,204999999.99999997
sh603177,德创环保,12.68,9.97%,3.15%,42404900.0,36651300.0,5753600.0,79056200.0
sh600776,东方通信,14.23,9.97%,15.70%,951000000.0,1018000000.0,66730000.0,1969000000.0000002
sh603489,八方股份,73.37,9.95%,3.38%,208000000.0,188000000.0,20031200.0,396000000.0
sh600366,宁波韵升,8.73,9.95%,4.23%,202000000.0,174000000.0,28115700.0,376000000.0
sz000595,宝塔实业,6.09,9.93%,3.04%,66302000.0,140000000.0,73263500.0,206000000.0
sz002689,远大智能,4.98,9.93%,3.21%,39508200.0,125000000.0,85531500.0,165000000.0
sh600133,东湖高新,6.42,9.93%,8.12%,198000000.0,208000000.0,10243800.000000002,405000000.0
sz000423,东阿阿胶,53.62,9.79%,2.05%,458000000.0,231000000.0,227000000.0,688000000.0
sz300669,沪宁股份,15.17,9.61%,6.24%,102000000.0,63323600.0,39106600.0,167000000.0
sh688630,芯碁微装,82.0,9.54%,6.14%,195000000.0,145000000.0,50105100.0,341000000.0
sz300508,维宏股份,36.95,9.48%,13.65%,161000000.0,117000000.0,43789600.0,282000000.0
sz300968,格林精密,8.71,9.42%,10.31%,81744700.0,67895100.0,13849600.0,152000000.0
sh688155,先惠技术,54.45,9.36%,5.52%,55522100.0,42134900.0,13387200.0,97657099.99999999
sz300049,福瑞股份,22.69,9.14%,8.02%,215000000.0,199000000.0,15586400.000000002,413999999.99999994
sh688001,华兴源创,34.2,9.13%,1.03%,92603100.0,58326800.0,34276300.0,151000000.0
sz002698,博实股份,17.9,8.95%,3.66%,299000000.0,215000000.0,84631500.0,513999999.99999994
sz301099,雅创电子,51.35,8.93%,18.72%,133000000.0,136000000.0,2598500.0,271000000.0
sh688061,灿瑞科技,54.3,8.90%,10.35%,90481100.0,60612500.0,29868600.0,151000000.0
sz301319,唯特偶,58.97,8.86%,12.51%,59936899.99999999,46928100.00000001,13008800.000000002,107000000.0
sz300748,金力永磁,30.49,8.82%,6.80%,880000000.0000001,534999999.99999994,345000000.0,1426000000.0
sh688143,长盈通,36.91,8.65%,11.74%,63098100.00000001,49825300.0,13272900.0,112999999.99999999
sz300827,上能电气,36.35,8.64%,10.81%,570000000.0,409000000.0,160000000.0,990000000.0
sz002902,铭普光磁,30.58,8.63%,24.49%,554000000.0,529000000.0,25070500.0,1083000000.0
sz300246,宝莱特,12.4,8.58%,6.52%,98482800.0,64486000.0,33996800.0,165000000.0
sh688369,致远互联,57.99,8.47%,4.97%,170000000.0,152000000.0,17628300.0,322000000.0
sz002801,微光股份,28.36,8.45%,5.04%,92197900.00000001,71100000.0,21097900.0,163000000.0
sz300403,汉宇集团,9.86,8.23%,25.93%,536000000.00000006,451999999.99999994,84276100.0,994999999.9999999
sz300494,盛天网络,43.49,8.21%,10.20%,480999999.99999994,463000000.0,17522700.0,958000000.0
sh688590,新致软件,23.76,8.15%,10.98%,202999999.99999997,202999999.99999997,770800.0,405999999.99999994
sz301328,维峰电子,57.71,7.95%,16.61%,135000000.0,121000000.0,13402200.0,256000000.0
sz300969,恒帅股份,80.88,7.94%,18.82%,154000000.0,137000000.0,16863300.0,296000000.0
sz300426,唐德影视,14.7,7.93%,5.39%,166000000.0,136000000.0,30003800.0,307000000.0
sz002139,拓邦股份,11.86,7.92%,6.41%,412000000.0,381000000.0,30252100.0,793000000.0
sh688090,瑞松科技,37.85,7.90%,7.45%,88335800.0,54701800.0,33634000.0,143000000.0
sh688686,奥普特,165.98,7.76%,2.94%,77915600.0,86189400.0,8273800.0,164000000.0
sz300002,神州泰岳,14.12,7.70%,8.60%,1295000000.0,861999999.9999999,432000000.0,2157000000.0
sz002198,嘉应制药,8.25,7.70%,4.90%,129000000.0,70498400.0,58732299.99999999,200000000.0
sh603163,圣晖集成,46.4,7.68%,6.86%,46985700.0,30496000.0,16489700.0,77481800.0
sh688598,金博股份,170.94,7.61%,2.98%,246000000.0,229000000.0,16711400.000000002,474000000.0
sz301323,新莱福,41.77,7.60%,34.35%,190000000.0,143000000.0,46436300.0,333000000.0
sh688416,恒烁股份,77.57,7.59%,30.58%,236000000.0,227000000.0,9224400.0,463000000.0
sz300847,中船汉光,23.68,7.59%,22.63%,465000000.00000006,318000000.0,147000000.0,796000000.0
sz003021,兆威机电,85.9,7.55%,9.33%,271000000.0,202999999.99999997,68095800.0,474000000.0
sz301020,密封科技,22.05,7.51%,9.53%,75285000.0,76288900.0,1003900.0,154000000.0
sz300248,新开普,10.77,7.49%,5.37%,111000000.00000001,104000000.0,7010200.0,222000000.00000003
sh688181,八亿时空,28.19,7.43%,5.11%,91458100.0,70550000.0,20908100.0,162000000.0
sz301007,德迈仕,15.09,7.33%,23.07%,220000000.00000003,209000000.0,10593300.0,433000000.0
sz300182,捷成股份,6.35,7.26%,8.15%,639000000.0,461000000.00000006,177000000.0,1113000000.0
sz300280,紫天科技,47.76,7.25%,8.20%,326000000.0,287000000.0,39111400.0,617000000.0
