代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz300817,双飞股份,18.04,20.03%,21.49%,162000000.0,198000000.0,35544000.0,360000000.0
sz301192,泰祥股份,30.18,20.00%,55.25%,188000000.0,192000000.0,4152500.0,379000000.0
sz300657,弘信电子,22.69,19.99%,13.67%,570000000.0,754000000.0,184000000.0,1324000000.0
sz301488,豪恩汽电,94.68,18.93%,73.40%,675000000.0,592000000.0,82980300.0,1266000000.0
sz301141,中科磁业,63.0,18.24%,70.38%,369000000.0,446000000.0,76951500.0,815000000.0
sz300475,香农芯创,31.0,14.43%,10.25%,760000000.0,626000000.0,133000000.0,1386000000.0
sz301186,超达装备,42.0,13.88%,28.76%,144000000.0,106000000.0,38126500.0,250000000.0
sz300270,中威电子,8.88,11.56%,25.26%,250999999.99999997,242000000.0,8789700.0,494000000.00000006
sz301007,德迈仕,25.2,11.55%,48.65%,695000000.0,668000000.0,26467100.0,1363000000.0
sz300008,天海防务,5.52,10.84%,25.36%,1218000000.0,744000000.0,474000000.0,1961000000.0
sh688160,步科股份,83.46,10.72%,24.83%,300000000.0,254999999.99999997,45054799.99999999,555000000.0
sh688061,灿瑞科技,55.14,10.37%,12.73%,112999999.99999999,71628800.0,40904100.0,184000000.0
sz000656,金科股份,1.49,10.37%,16.02%,668000000.0,550000000.0,118000000.0,1220000000.0
sz002146,荣盛发展,1.72,10.26%,7.54%,272000000.0,191000000.0,80348700.0,476999999.99999994
sz002426,胜利精密,2.49,10.18%,5.80%,248000000.0,192000000.0,56835600.00000001,440000000.00000006
sz000691,亚太实业,5.01,10.11%,8.80%,25207600.000000004,115999999.99999999,90481200.00000001,141000000.0
sh600052,东望时代,5.01,10.11%,4.95%,89630300.0,114999999.99999999,25217100.0,204000000.0
sz002654,万润科技,9.63,10.06%,13.18%,583000000.0,369000000.0,214000000.0,952999999.9999999
sz000980,众泰汽车,3.39,10.06%,7.68%,576000000.0,495000000.0,81300700.0,1072000000.0000001
sh600826,兰生股份,11.61,10.05%,1.62%,0.0,78556100.0,78556100.0,78556100.0
sh600463,空港股份,9.86,10.04%,3.61%,53612600.0,49878800.0,3733800.0,103000000.0
