代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688603,天承科技,87.11,58.38%,81.03%,401999999.99999994,444000000.00000006,41386899.99999999,846000000.0000001
sz301261,恒工精密,50.0,35.50%,78.64%,359000000.0,354000000.0,5282100.0,714000000.0
sz301488,豪恩汽电,113.0,25.70%,69.73%,780000000.0,625000000.0,156000000.0,1405000000.0
sz300528,幸福蓝海,10.84,20.04%,7.17%,142000000.0,134000000.00000001,7805700.000000001,276000000.0
sz300807,天迈科技,37.5,20.00%,14.37%,71023500.0,181000000.0,110000000.00000001,252000000.0
sz300342,天银机电,13.2,20.00%,20.46%,566000000.0,512000000.0,53957200.0,1079000000.0
sz300343,联创股份,8.39,17.34%,12.03%,538000000.0,513000000.0,25101400.0,1050000000.0
sz300939,秋田微,44.31,14.76%,25.41%,400000000.0,300000000.0,99890100.0,700000000.0
sz301022,海泰科,31.26,12.45%,22.66%,146000000.0,159000000.0,13389500.0,305000000.0
sz300763,锦浪科技,108.48,12.38%,6.68%,1334000000.0,802000000.0,532000000.0,2136000000.0
sz301398,星源卓镁,54.08,10.57%,74.22%,391000000.0,385000000.0,5707200.0,776000000.0
sz002496,辉丰股份,2.81,10.20%,8.11%,131000000.0,124000000.0,6866500.0,256000000.0
sz301016,雷尔伟,27.16,10.14%,61.51%,243000000.00000003,244000000.0,1128300.0,487000000.0
sz002251,步步高,5.01,10.11%,5.08%,105000000.0,110000000.00000001,5789800.0,215000000.0
sh600719,大连热电,7.11,10.06%,0.24%,0.0,6776100.0,6776100.0,6776100.0
sz002590,万安科技,11.83,10.05%,10.23%,217000000.0,307000000.0,89746800.0,525000000.0
sh603023,威帝股份,5.04,10.04%,5.99%,9144700.0,161000000.0,151000000.0,170000000.0
sh603291,联合水务,17.23,10.03%,41.38%,150000000.0,136000000.0,14265400.0,285000000.0
sz000767,晋控电力,3.84,10.03%,9.51%,549000000.0,501999999.99999994,47009700.0,1050000000.0
sh603070,万控智造,19.98,10.02%,15.33%,137000000.0,107000000.0,30346700.0,244000000.0
sh603131,上海沪工,13.61,10.02%,4.06%,46093900.0,129000000.0,82511000.0,175000000.0
sh603871,嘉友国际,16.25,10.02%,1.98%,92349500.0,130000000.0,37559300.0,222000000.00000003
sz000020,深华发A,15.92,10.02%,4.82%,69672400.0,65540100.0,4132300.0,135000000.0
sz002976,瑞玛精密,39.34,10.01%,1.76%,0.0,44668000.0,44668000.0,44668000.0
sh605228,神通科技,11.1,10.01%,15.19%,54418500.0,108000000.0,53369100.0,162000000.0
sh603103,横店影视,19.12,10.01%,1.76%,75102700.0,133000000.0,57717200.0,208000000.0
sz002905,金逸影视,11.65,10.01%,5.22%,112000000.00000001,95163700.00000001,17084500.0,206999999.99999997
sh605011,杭州热电,42.24,10.00%,17.58%,443000000.0,415000000.00000006,28271100.0,857000000.0
sz001270,铖昌科技,98.88,10.00%,9.53%,396000000.0,250000000.0,145000000.0,646000000.0
sh603379,三美股份,25.08,10.00%,1.32%,103000000.0,91938000.0,11519500.0,195000000.0
sz002813,路畅科技,40.81,10.00%,2.95%,50217700.00000001,89327400.0,39109700.0,140000000.0
sz002114,罗平锌电,8.14,10.00%,9.87%,84067800.0,168000000.0,84153600.0,252000000.0
sz002150,通润装备,18.27,9.99%,5.15%,187000000.0,137000000.0,50140500.0,324000000.0
sz002970,锐明技术,35.55,9.99%,6.15%,128000000.0,101000000.0,26222900.0,229000000.0
sh603093,南华期货,12.11,9.99%,0.87%,24160700.0,39676600.0,15515900.0,63837299.99999999
sz000570,苏常柴A,6.72,9.98%,15.68%,197000000.0,314000000.0,117000000.0,511000000.00000006
sz002893,京能热力,13.66,9.98%,3.83%,265000.0,105000000.0,105000000.0,105000000.0
sz002115,三维通信,7.16,9.98%,18.53%,517000000.0,380000000.0,137000000.0,898000000.0
sz301266,宇邦新材,73.18,9.96%,8.56%,135000000.0,102000000.0,32978900.0,236000000.0
sh600495,晋西车轴,5.08,9.96%,8.29%,284000000.0,209000000.0,75563100.0,493000000.0
sh603528,多伦科技,8.51,9.95%,5.85%,124000000.0,180000000.0,55692700.00000001,303000000.0
sz002616,长青集团,6.19,9.95%,8.81%,30114500.0,225999999.99999997,196000000.0,256000000.0
sh600293,三峡新材,2.79,9.84%,3.08%,27720700.0,71196700.0,43476000.0,98917300.0
sz000897,津滨发展,2.13,9.79%,5.46%,53756300.0,133000000.0,79539200.0,187000000.0
sz002411,必康退,0.69,9.52%,2.85%,0.0,0.0,0.0,29552199.999999996
sz300438,鹏辉能源,52.21,9.32%,7.98%,858000000.0,620000000.0,238000000.0,1478000000.0
sz300594,朗进科技,25.85,8.98%,4.92%,69456900.0,42673400.0,26783600.0,112000000.00000001
sz300407,凯发电气,9.7,8.87%,9.32%,110000000.00000001,78230100.0,31576200.0,188000000.0
sz301092,争光股份,32.95,8.75%,25.99%,195000000.0,162000000.0,33421900.0,357000000.0
sz300366,创意信息,14.91,8.67%,22.35%,864000000.0,744000000.0,120000000.0,1607999999.9999998
sh600199,金种子酒,25.17,8.54%,5.33%,525000000.0,355000000.0,170000000.0,881000000.0
sh601012,隆基绿能,29.69,8.52%,3.80%,5391000000.0,3002000000.0,2389000000.0,8392000000.0
sh688226,威腾电气,21.69,8.50%,7.07%,65414500.0,61274700.0,4139800.0,127000000.0
sz301359,东南电子,29.91,8.29%,47.86%,157000000.0,139000000.0,18524500.0,296000000.0
sz300923,研奥股份,25.78,8.27%,19.73%,80877100.0,75431000.0,5446100.0,156000000.0
sz002176,江特电机,12.58,8.26%,8.42%,747000000.0,1063000000.0000001,317000000.0,1810000000.0000002
sh603786,科博达,73.0,8.23%,1.00%,164000000.0,117000000.0,47623400.0,281000000.0
sh600744,华银电力,3.98,8.15%,6.33%,289000000.0,213000000.0,76035300.0,503000000.0
sh603737,三棵树,66.66,7.86%,1.10%,239000000.0,147000000.0,91643900.0,386000000.0
sz000802,北京文化,8.4,7.55%,8.96%,319000000.0,210000000.0,109000000.00000001,528000000.0
sz002751,易尚退,1.0,7.53%,5.94%,0.0,0.0,0.0,7621799.999999999
sz300965,恒宇信通,49.9,7.40%,11.10%,46200600.00000001,43582500.0,2618100.0,89783100.0
sh600438,通威股份,34.54,7.27%,2.02%,1897000000.0,1200000000.0,698000000.0,3097000000.0
sh605020,永和股份,28.32,7.23%,4.62%,127000000.0,101000000.0,26052800.000000004,227000000.0
sz300818,耐普矿机,25.66,7.23%,7.15%,64470900.0,48236700.0,16234200.0,112999999.99999999
sh601888,中国中免,117.56,7.20%,2.62%,3123000000.0,2903000000.0,219000000.0,6026000000.0
sz300552,万集科技,24.0,7.14%,16.86%,271000000.0,236000000.0,34653500.0,508000000.0
sh603085,天成自控,11.58,7.12%,5.52%,101000000.0,134000000.00000001,33242300.0,235000000.0
sz300598,诚迈科技,50.42,7.09%,5.79%,247000000.00000003,212000000.0,34303600.0,459000000.0
sh605099,共创草坪,24.5,6.89%,13.31%,74048100.0,55352200.0,18696000.0,129000000.0
sz002583,海能达,6.53,6.87%,8.38%,413999999.99999994,242000000.0,171000000.0,656000000.0
sh605188,国光连锁,9.55,6.82%,42.61%,137000000.0,103000000.0,34027000.0,239000000.0
sh688472,阿特斯,17.0,6.72%,11.33%,453000000.0,353000000.0,101000000.0,806000000.0
sz300649,杭州园林,22.89,6.71%,9.54%,135000000.0,90567200.0,44035000.0,225000000.0
sz300691,联合光电,18.79,6.70%,11.97%,238000000.0,199000000.0,38494800.0,437000000.0
sz002343,慈文传媒,7.64,6.70%,11.14%,248000000.0,148000000.0,100000000.0,396000000.0
sh603006,联明股份,13.12,6.67%,11.53%,124000000.0,160000000.0,36424600.0,284000000.0
sz001360,南矿集团,20.55,6.59%,54.32%,261000000.0,288000000.0,26333200.0,549000000.0
sz300565,科信技术,19.1,6.58%,10.70%,200999999.99999997,176000000.0,25799600.0,377000000.0
sz300053,航宇微,14.62,6.56%,6.27%,322000000.0,244000000.0,78365200.0,566000000.0
sz301229,纽泰格,40.03,6.52%,30.16%,204999999.99999997,197000000.0,8103900.0,401000000.0
sh600160,巨化股份,13.95,6.49%,2.00%,487000000.0,256000000.0,229999999.99999997,743000000.0
sh688131,皓元医药,60.29,6.41%,2.64%,91646200.00000001,42296300.0,49349900.0,134000000.00000001
sz300864,南大环境,23.64,6.39%,11.36%,58293900.0,44549200.0,13744700.0,103000000.0
sh600977,中国电影,14.89,6.36%,3.38%,561000000.0,373000000.0,188000000.0,934000000.0
sh688569,铁科轨道,42.44,6.31%,2.56%,74244800.0,66388100.00000001,7856700.0,141000000.0
