代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688591,泰凌微,41.3,22.99%,63.63%,705000000.0,505999999.99999994,200000000.0,1211000000.0
sz300541,先进数通,18.22,20.03%,35.77%,593000000.0,1016000000.0,423000000.00000006,1609000000.0
sz300607,拓斯达,15.77,20.02%,11.88%,312000000.0,193000000.0,119000000.0,505000000.0
sz300049,福瑞股份,25.12,20.02%,8.06%,268000000.00000003,181000000.0,87197000.0,450000000.0
sh688580,伟思医疗,66.7,20.01%,7.75%,100000000.0,91863900.0,8204200.0,192000000.0
sz301137,哈焊华通,19.19,20.01%,45.96%,199000000.0,175000000.0,23584699.999999996,374000000.0
sh688160,步科股份,59.62,20.01%,20.39%,193000000.0,130000000.0,63693900.0,323000000.0
sz300904,威力传动,88.56,20.00%,38.82%,295000000.0,254000000.0,41215800.0,549000000.0
sh688651,盛邦安全,54.61,20.00%,28.47%,137000000.0,93700600.0,43303600.0,231000000.0
sz301398,星源卓镁,68.41,20.00%,46.48%,317000000.0,262000000.0,54827100.0,580000000.0
sz301255,通力科技,58.32,20.00%,31.64%,241000000.0,233000000.0,8208800.0,475000000.0
sz301083,百胜智能,18.72,20.00%,19.97%,95220000.0,91141100.0,4078900.0,186000000.0
sz300503,昊志机电,18.36,20.00%,27.37%,533000000.0,469000000.00000006,63288400.0,1002000000.0
sh688582,芯动联科,41.05,19.99%,14.74%,148000000.0,112999999.99999999,34675200.0,261000000.0
sz301261,恒工精密,47.6,19.99%,24.00%,78822300.0,136000000.0,57361500.0,215000000.0
sz301042,安联锐视,36.02,19.99%,12.79%,96705400.00000001,92149100.0,4556300.0,189000000.0
sz300885,海昌新材,10.75,19.98%,24.76%,94132099.99999999,139000000.0,45174500.0,233000000.0
sh688191,智洋创新,18.2,19.97%,7.78%,35488900.0,65572600.0,30083700.0,101000000.0
sz300414,中光防雷,11.66,19.96%,15.96%,283000000.0,269000000.0,14213500.0,553000000.0
sz301008,宏昌科技,30.5,18.22%,22.64%,98604400.0,64660900.0,33943500.0,163000000.0
sh688458,美芯晟,89.0,18.07%,13.02%,119000000.0,78048200.0,40625800.0,197000000.0
sh688292,浩瀚深度,32.55,17.98%,17.88%,249000000.00000003,187000000.0,62202800.0,436000000.00000006
sz300977,深圳瑞捷,29.08,17.73%,59.59%,349000000.0,277000000.0,72078900.0,625000000.0
sz300258,精锻科技,14.28,17.72%,9.40%,391000000.0,204000000.0,187000000.0,594000000.0
sz300969,恒帅股份,79.92,17.53%,13.07%,130000000.0,68325400.0,62099600.0,199000000.0
sh688113,联测科技,44.5,17.41%,4.13%,37927800.0,36453500.0,1474300.0,74381300.0
sh688316,青云科技,58.5,17.21%,17.19%,194000000.0,156000000.0,38827100.0,350000000.0
sz301487,盟固利,78.01,17.01%,63.56%,1353000000.0,1240000000.0,112999999.99999999,2593000000.0
sh688698,伟创电气,34.05,16.85%,11.56%,99740300.0,73463700.0,26276600.0,173000000.0
sh688573,信宇人,42.68,16.48%,53.87%,243000000.00000003,178000000.0,65423400.0,421000000.0
sz301319,唯特偶,54.49,15.96%,16.00%,71602200.0,51899799.99999999,19702400.0,124000000.0
sh688478,晶升股份,48.88,15.66%,21.61%,164000000.0,129000000.0,34621000.0,293000000.0
sz301368,丰立智能,53.65,15.23%,59.42%,500000000.0,367000000.0,132000000.0,867000000.0
sz301321,翰博高新,14.06,15.06%,22.10%,101000000.0,195000000.0,93590200.0,296000000.0
sz300461,田中精机,18.96,15.05%,8.67%,65092600.0,64066800.0,1025800.0,129000000.0
sz301013,利和兴,16.3,15.03%,21.15%,326000000.0,224000000.00000003,102000000.0,550000000.0
sz300668,杰恩设计,21.78,14.99%,7.31%,69455500.0,49542200.0,19913300.0,119000000.0
sz300045,华力创通,12.7,14.93%,17.18%,587000000.0,454000000.0,133000000.0,1040000000.0
sh688448,磁谷科技,32.11,14.92%,15.64%,46283700.0,34736300.0,11547500.0,81020000.0
sh688512,慧智微,20.25,14.80%,16.58%,96618200.0,59414900.0,37203300.0,156000000.0
sh688362,甬矽电子,31.54,14.57%,16.75%,151000000.0,90448400.0,60502000.0,241000000.0
sh688165,埃夫特,11.18,14.55%,3.53%,129000000.0,70819500.0,58336000.0,200000000.0
sz300097,智云股份,6.78,14.53%,13.26%,146000000.0,85583100.0,60782400.0,231999999.99999997
sh688127,蓝特光学,15.78,14.43%,4.79%,78946500.0,45808300.0,33138200.0,125000000.0
sz300782,卓胜微,125.8,14.36%,2.32%,692000000.0,545000000.0,147000000.0,1237000000.0
sh688768,容知日新,55.47,14.14%,5.95%,86149800.0,72345600.0,13804200.0,158000000.0
sh688017,绿的谐波,117.51,14.09%,4.06%,314000000.0,216000000.0,97862500.0,530999999.99999994
