代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz300356,光一退,1.27,19.81%,0.41%,0.0,0.0,0.0,2067600.0
sz301315,威士顿,69.08,19.72%,66.61%,437000000.0,449000000.0,11433800.000000002,886000000.0
sh688065,凯赛生物,63.9,15.07%,3.05%,310000000.0,200999999.99999997,109000000.00000001,511000000.00000006
sz301086,鸿富瀚,57.04,13.81%,20.29%,183000000.0,176000000.0,7087700.0,365000000.0
sz301141,中科磁业,41.54,13.00%,38.02%,179000000.0,129000000.0,49955000.0,312000000.0
sh688393,安必平,29.05,11.30%,16.15%,156000000.0,139000000.0,16527300.0,295000000.0
sz300780,德恩精工,15.84,10.69%,32.47%,147000000.0,308000000.0,162000000.0,457000000.0
sz000691,亚太实业,4.36,10.10%,3.39%,6531500.0,40526900.0,33995400.0,47113700.0
sz002211,宏达新材,3.71,10.09%,2.23%,8587800.0,26465900.0,17878100.0,35059700.0
sz002519,银河电子,7.0,10.06%,11.26%,411000000.00000006,426000000.0,15507600.0,836999999.9999999
sh603890,春秋电子,8.65,10.05%,2.39%,41601200.0,47777200.0,6176100.0,89378300.0
sz000037,深南电A,10.52,10.04%,11.50%,161000000.0,238000000.0,76950500.0,399000000.0
sh603926,铁流股份,11.07,10.04%,8.32%,49756100.0,141000000.0,91057600.0,191000000.0
sh605007,五洲特纸,15.57,10.04%,15.45%,71400400.0,126000000.0,54215100.0,197000000.0
sh600310,桂东电力,5.15,10.04%,14.75%,497000000.0,412000000.0,85055200.0,909000000.0
sz002585,双星新材,12.5,10.04%,14.71%,709000000.0,894000000.0,186000000.0,1603000000.0
sz002199,东晶电子,9.21,10.04%,19.23%,137000000.0,280000000.0,143000000.0,418000000.0
sh600892,大晟文化,6.8,10.03%,6.08%,26253100.0,202999999.99999997,176000000.0,229000000.0
sz000020,深华发A,11.96,10.03%,1.40%,8347300.0,21510200.0,13162900.0,29869500.0
sh605580,恒盛能源,14.39,10.02%,37.23%,218000000.00000003,150000000.0,68459300.0,368000000.0
sh605028,世茂能源,21.31,10.02%,30.46%,143000000.0,106000000.0,36606600.0,249000000.00000003
sh600860,京城股份,12.3,10.02%,8.70%,174000000.0,173000000.0,1335900.0,347000000.0
sh605011,杭州热电,39.35,10.01%,18.91%,490000000.00000006,384000000.0,106000000.0,874000000.0
sz002553,南方精工,17.14,10.01%,1.76%,0.0,70520900.0,70520900.0,70589400.0
sh603767,中马传动,10.88,10.01%,4.35%,61878600.0,80796000.0,18917400.0,143000000.0
sh605162,新中港,11.32,10.01%,37.26%,217000000.0,200000000.0,17304400.0,417000000.0
sz002846,英联股份,11.43,10.01%,11.35%,142000000.0,138000000.0,4033500.0,281000000.0
sz001278,一彬科技,24.2,10.00%,20.15%,40471600.0,108000000.0,67191100.0,148000000.0
sh603291,联合水务,15.07,10.00%,28.36%,87337400.0,86373700.00000001,963700.0,174000000.0
sz002411,必康退,0.88,10.00%,0.98%,0.0,0.0,0.0,12948400.0
sh603099,长白山,12.44,9.99%,2.91%,43334200.0,50846000.0,7511799.999999999,94180200.0
sh603496,恒为科技,18.61,9.99%,10.85%,299000000.0,309000000.0,10713300.0,608000000.0
sh603042,华脉科技,17.18,9.99%,0.61%,0.0,16944600.0,16944600.0,16944600.0
sh600520,文一科技,15.53,9.99%,15.45%,194000000.0,174000000.0,19845100.0,369000000.0
sz002527,新时达,14.1,9.98%,33.25%,1047000000.0000001,1381000000.0,334000000.0,2434000000.0
sz001896,豫能控股,4.96,9.98%,3.82%,137000000.0,108000000.0,28862700.0,245000000.00000003
sz002893,京能热力,11.14,9.97%,12.64%,136000000.0,138000000.0,1764500.0,274000000.0
sz000543,皖能电力,6.73,9.97%,4.65%,353000000.0,344000000.0,9537800.0,697000000.0
sz000600,建投能源,7.62,9.96%,5.00%,169000000.0,236000000.0,67374400.0,405000000.0
sz000421,南京公用,5.53,9.94%,5.59%,60955800.0,109000000.00000001,48152200.0,170000000.0
sh600578,京能电力,4.1,9.92%,2.07%,179000000.0,382000000.0,202999999.99999997,561000000.0
