代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301519,舜禹股份,34.11,62.97%,74.94%,433000000.0,436000000.00000006,3047000.0,869999999.9999999
sz301499,维科精密,41.0,30.95%,75.26%,490000000.00000006,405999999.99999994,84724599.99999999,896000000.0000001
sz300375,鹏翎股份,4.66,20.10%,8.66%,24557500.0,179000000.0,155000000.0,204000000.0
sz301119,正强股份,30.35,20.01%,29.91%,124000000.0,113999999.99999999,10031800.0,239000000.0
sz301357,北方长龙,61.39,20.00%,37.45%,177000000.0,173000000.0,3509800.0,350000000.0
sz300635,中达安,16.98,20.00%,26.89%,199000000.0,313000000.0,113999999.99999999,512000000.0
sz300114,中航电测,57.91,20.00%,11.54%,1370000000.0,2543000000.0,1172000000.0,3913000000.0000005
sz300176,派生科技,7.8,19.82%,13.25%,192000000.0,194000000.0,2402500.0,386000000.0
sz300746,汉嘉设计,13.51,14.01%,20.01%,309000000.0,281000000.0,28386700.0,590000000.0
sz300844,山水比德,59.01,13.81%,72.18%,369000000.0,329000000.0,40417300.0,698000000.0
sz300551,古鳌科技,23.19,12.79%,15.26%,459000000.0,364000000.0,94580500.0,823000000.0
sz301397,溯联股份,50.72,12.76%,29.85%,190000000.0,156000000.0,33617300.0,346000000.0
sz301288,清研环境,24.3,10.96%,43.82%,202000000.0,208000000.0,5891600.0,409999999.99999994
sz301133,金钟股份,28.21,10.58%,31.34%,152000000.0,119000000.0,32896900.0,272000000.0
sz000981,山子股份,1.84,10.18%,5.93%,321000000.0,254999999.99999997,66109500.0,577000000.0
sh601005,重庆钢铁,1.74,10.13%,7.64%,565000000.0,505000000.0,60010800.0,1069999999.9999999
sh600936,广西广电,5.23,10.11%,9.83%,422000000.0,419000000.00000006,2738000.0,841000000.0
sh600665,天地源,4.91,10.09%,5.57%,102000000.0,123000000.0,20879200.0,224000000.00000003
sz000572,海马汽车,4.69,10.09%,2.28%,18736100.0,157000000.0,138000000.0,176000000.0
sz002355,兴民智通,5.46,10.08%,16.05%,256000000.0,270000000.0,13309800.0,526000000.0
sz000926,福星股份,5.35,10.08%,8.76%,124000000.0,305000000.0,182000000.0,429000000.0
sz002575,群兴玩具,6.34,10.07%,5.11%,62525100.0,128000000.0,65263000.0,190000000.0
sh603682,锦和商管,8.31,10.07%,11.57%,139000000.0,311000000.0,172000000.0,450000000.0
sh601086,国芳集团,6.34,10.07%,15.41%,277000000.0,341000000.0,63225600.00000001,618000000.0
sz002377,国创高新,3.06,10.07%,10.96%,106000000.0,185000000.0,78986800.0,291000000.0
sz000890,法尔胜,5.03,10.07%,11.79%,101000000.0,143000000.0,41973900.0,244000000.0
