代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688582,芯动联科,46.85,75.21%,68.21%,754000000.0,811999999.9999999,58445900.0,1566000000.0
sz300769,德方纳米,110.23,20.00%,6.37%,811000000.0,915000000.0,104000000.0,1726000000.0000002
sz300503,昊志机电,19.87,19.99%,35.91%,775000000.0,693000000.0,81417000.0,1468000000.0
sh688609,九联科技,11.9,17.01%,19.63%,401000000.0,342000000.0,59269900.0,742000000.0
sz300412,迦南科技,5.93,16.05%,17.29%,237000000.0,245000000.00000003,8039800.0,483000000.0
sz300287,飞利信,4.45,14.40%,12.72%,434000000.0,256999999.99999997,177000000.0,690000000.0
sh688328,深科达,33.48,14.34%,22.68%,193000000.0,161000000.0,31978900.0,353000000.0
sh688700,东威科技,99.73,13.73%,7.36%,602000000.0,430999999.99999994,171000000.0,1034000000.0
sh688502,茂莱光学,192.0,13.33%,18.62%,250000000.0,163000000.0,86810800.0,413999999.99999994
sh688543,国科军工,56.15,12.64%,38.59%,394000000.0,301000000.0,92875900.0,694000000.0
sz300502,新易盛,67.97,12.16%,15.50%,3349000000.0,2887000000.0,462000000.0,6236000000.0
sz300282,*ST三盛,3.06,12.09%,8.29%,51221200.0,41300000.0,9921100.0,92521100.0
sz301069,凯盛新材,25.44,11.92%,7.34%,159000000.0,100000000.0,58891600.0,259000000.0
sz300254,仟源医药,7.38,11.82%,13.27%,135000000.0,78131600.0,57129200.0,213000000.0
sz300403,汉宇集团,10.99,11.46%,27.33%,606000000.0,524000000.0,81696800.0,1130000000.0
sz000838,财信发展,3.92,10.11%,4.26%,37359800.0,137000000.0,99411500.0,174000000.0
sz002356,赫美集团,4.36,10.10%,0.67%,16463699.999999998,20257400.0,3793700.0,36721200.0
sh600103,青山纸业,3.16,10.10%,10.98%,466000000.0,313000000.0,153000000.0,779000000.0
sz002031,巨轮智能,4.48,10.07%,19.03%,841000000.0,792000000.0,48865000.0,1632999999.9999998
sz002560,通达股份,9.52,10.06%,19.53%,453000000.0,374000000.0,79153600.0,827999999.9999999
sz002245,蔚蓝锂芯,10.95,10.05%,5.29%,357000000.0,248000000.0,109000000.00000001,605000000.0
sz002846,英联股份,12.82,10.04%,12.04%,168000000.0,157000000.0,11075400.0,325000000.0
sz002703,浙江世宝,10.41,10.04%,9.90%,157000000.0,394000000.0,238000000.0,551000000.0
sz000663,永安林业,12.18,10.03%,5.09%,79899200.0,108000000.0,27822600.000000004,188000000.0
sh600399,抚顺特钢,10.2,10.03%,2.69%,289000000.0,234000000.0,55844399.99999999,523000000.00000006
sh600237,铜峰电子,8.23,10.03%,14.29%,413999999.99999994,229000000.0,185000000.0,643000000.0
sh600081,东风科技,15.03,10.03%,7.00%,193000000.0,125000000.0,67813700.0,317000000.0
sz002931,锋龙股份,13.05,10.03%,4.71%,28714200.0,81016000.0,52301800.0,110000000.00000001
sz002670,国盛金控,8.78,10.03%,4.64%,364000000.0,283000000.0,80663700.0,647000000.0
sz002139,拓邦股份,13.05,10.03%,10.33%,538000000.0,863000000.0000001,325000000.0,1401000000.0
sz002125,湘潭电化,12.61,10.03%,6.06%,312000000.0,163000000.0,149000000.0,476000000.0
sh605056,咸亨国际,14.17,10.02%,5.50%,12694700.0,107000000.0,94773300.0,120000000.0
