代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz300198,纳川股份,3.1,20.16%,14.75%,209000000.0,190000000.0,19079800.0,399000000.0
sh688535,华海诚科,79.08,20.00%,27.60%,149000000.0,188000000.0,39625600.0,337000000.0
sz301141,中科磁业,71.65,20.00%,64.43%,398000000.0,405000000.0,6477300.0,802999999.9999999
sh688073,毕得医药,79.43,20.00%,9.62%,73493300.0,67282800.0,6210500.0,141000000.0
sz301186,超达装备,46.63,19.99%,38.44%,206999999.99999997,166000000.0,41265600.00000001,372000000.0
sz300455,航天智装,13.52,19.96%,5.50%,126000000.0,378000000.0,252999999.99999997,508000000.0
sz301261,恒工精密,59.29,18.58%,76.35%,433000000.0,394000000.0,39156000.0,827000000.0
sz301398,星源卓镁,64.0,18.34%,78.17%,379000000.0,424000000.0,45102299.99999999,803999999.9999999
sh688629,华丰科技,26.18,13.33%,45.80%,336000000.0,288000000.0,48516300.0,624000000.0
sz300475,香农芯创,36.21,13.09%,11.64%,963000000.0000001,806000000.0,157000000.0,1785000000.0000002
sz300991,创益通,18.82,12.63%,24.14%,183000000.0,102000000.0,81723600.0,285000000.0
sh688306,均普智能,6.25,12.21%,12.99%,221000000.0,139000000.0,81577900.0,360000000.0
sz301358,湖南裕能,49.33,12.16%,22.75%,911000000.0,468000000.0,443000000.0,1379000000.0
sz300711,广哈通信,15.57,12.01%,12.02%,227999999.99999997,237000000.0,8873100.0,465000000.00000006
sz300602,飞荣达,17.16,11.00%,10.32%,329000000.0,223000000.0,106000000.0,552000000.0
sh688041,海光信息,77.8,10.59%,15.68%,1489000000.0,1060000000.0,429000000.0,2549000000.0
sz300700,岱勒新材,22.81,10.19%,13.30%,284000000.0,224000000.00000003,60597400.0,508000000.0
sz000670,盈方微,6.77,10.08%,4.70%,63781100.0,127000000.0,62775400.0,191000000.0
sh600083,博信股份,7.99,10.06%,5.60%,48144700.0,50720200.00000001,2575500.0,98864800.0
sz002026,山东威达,10.08,10.04%,4.62%,72618500.0,121000000.0,48817900.0,194000000.0
sz002893,京能热力,15.03,10.03%,39.78%,516000000.0,666000000.0,150000000.0,1185000000.0
sz002977,天箭科技,35.81,10.02%,6.15%,21707199.999999996,121000000.0,99206400.0,143000000.0
sh600778,友好集团,7.91,10.01%,2.68%,36410300.0,26271800.0,10138500.0,62682100.0
sh603933,睿能科技,20.11,10.01%,12.71%,256999999.99999997,252999999.99999997,4002600.0,511000000.00000006
sh603788,宁波高发,15.49,10.01%,8.02%,124000000.0,138000000.0,13978100.0,262000000.0
sh603236,移远通信,61.89,10.01%,6.00%,524000000.0,426999999.99999994,96687300.0,951000000.0
sz001260,坤泰股份,24.1,10.00%,18.55%,64107100.0,59284100.0,4823100.0,124000000.0
sh603773,沃格光电,33.89,10.00%,5.62%,165000000.0,125000000.0,40096900.0,291000000.0
sh603677,奇精机械,14.52,10.00%,1.84%,22229699.999999996,27526200.0,5296400.0,49756000.0
sh603348,文灿股份,45.08,10.00%,2.57%,134000000.00000001,157000000.0,23456300.0,291000000.0
sh601127,赛力斯,48.64,10.00%,6.51%,2779000000.0,1791000000.0,988000000.0000001,4570000000.0
sz002732,燕塘乳业,24.21,10.00%,2.60%,28624800.0,69458100.0,40833300.0,98208900.0
sz002703,浙江世宝,16.5,10.00%,26.92%,1157000000.0,1188000000.0,31012000.0,2346000000.0
sz002383,合众思壮,7.81,10.00%,7.51%,145000000.0,204999999.99999997,59376600.0,350000000.0
sz002199,东晶电子,9.57,10.00%,7.84%,70202900.0,108000000.0,37492400.0,178000000.0
sz000980,众泰汽车,3.41,10.00%,9.71%,715000000.0,680000000.0,35015400.0,1396000000.0
sz002976,瑞玛精密,43.27,9.99%,35.93%,484000000.0,480000000.0,4352000.0,966000000.0
sz002993,奥海科技,36.54,9.99%,14.22%,246000000.0,271000000.0,25629600.0,517000000.0
sh603131,上海沪工,14.97,9.99%,1.13%,0.0,53979100.0,53979100.0,53979000.0
sh600719,大连热电,7.82,9.99%,0.73%,0.0,22971300.0,22971300.0,22971300.0
sz000570,苏常柴A,7.39,9.97%,2.10%,810699.9999999999,76751300.0,75940600.0,77587100.0
sz002590,万安科技,13.01,9.97%,19.53%,524000000.0,594000000.0,70190600.0,1118000000.0
sz000957,中通客车,12.79,9.97%,16.82%,676000000.0,551000000.0,125000000.0,1227000000.0
sz002496,辉丰股份,3.09,9.96%,13.48%,259000000.0,199000000.0,60169399.99999999,458000000.0
sh600480,凌云股份,8.72,9.96%,0.90%,0.0,67642900.0,67642900.0,67642900.0
sz002512,达华智能,4.33,9.90%,6.41%,135000000.0,149000000.0,14098800.000000002,285000000.0
sz301039,中集车辆,14.68,9.88%,6.51%,385000000.0,292000000.0,93245500.0,677000000.0
sz301170,锡南科技,40.5,9.82%,43.67%,216000000.0,182000000.0,33489400.0,398000000.0
sz300414,中光防雷,10.54,9.68%,11.55%,190000000.0,186000000.0,3947200.0000000005,380000000.0
sz301045,天禄科技,29.35,9.64%,10.49%,88543300.0,68063800.0,20479500.0,157000000.0
sz000589,贵州轮胎,6.73,9.43%,12.75%,536000000.00000006,407000000.0,129000000.0,947000000.0000001
sz000988,华工科技,43.3,9.34%,12.48%,2792000000.0,2245000000.0,548000000.0,5174000000.0
sz301308,江波龙,107.0,9.32%,22.76%,515000000.00000006,293000000.0,222000000.00000003,807000000.0
sz300975,商络电子,7.76,9.14%,13.56%,191000000.0,150000000.0,40924900.0,340000000.0
sz301345,涛涛车业,53.31,9.00%,26.11%,217000000.0,108000000.0,109000000.00000001,325000000.0
sh603986,兆易创新,115.33,8.80%,4.75%,2187000000.0,1402000000.0,785000000.0,3588000000.0000005
sh605300,佳禾食品,23.07,8.62%,9.89%,71328500.0,56869399.99999999,14459100.0,128000000.0
sh603596,伯特利,93.04,8.60%,3.66%,756000000.0,604000000.0,152000000.0,1360000000.0
sh603868,飞科电器,68.7,8.53%,0.65%,92702700.0,99556100.0,6853400.0,192000000.0
sz000021,深科技,20.92,8.51%,6.83%,1369000000.0,759000000.0,609000000.0,2179000000.0
sz300591,万里马,7.05,8.46%,16.82%,200000000.0,162000000.0,37621500.0,362000000.0
sh688103,国力股份,67.36,8.44%,5.94%,158000000.0,76537200.0,81332700.0,234000000.0
sz300127,银河磁体,22.12,7.80%,14.20%,343000000.0,321000000.0,21635800.0,679000000.0
sz301280,珠城科技,38.83,7.77%,16.14%,84853400.0,58893200.0,25960200.0,144000000.0
sz300634,彩讯股份,26.99,7.70%,5.41%,363000000.0,250000000.0,112000000.00000001,613000000.0
sz300580,贝斯特,23.79,7.70%,5.72%,206000000.0,184000000.0,21694899.999999996,390000000.0
sz002884,凌霄泵业,16.84,7.67%,2.40%,62810500.0,43918100.00000001,18892400.0,108000000.0
sz301192,泰祥股份,32.27,7.50%,64.84%,238000000.0,271000000.0,33024500.0,508000000.0
sz300342,天银机电,14.18,7.42%,25.90%,750000000.0,753000000.0,3078000.0,1521000000.0
sh688608,恒玄科技,134.91,7.36%,3.12%,186000000.0,146000000.0,40569400.0,332000000.0
sz002073,软控股份,7.03,7.33%,3.99%,153000000.0,102000000.0,50961200.0,256999999.99999997
sz301020,密封科技,26.11,7.32%,16.18%,153000000.0,144000000.0,8507700.0,297000000.0
sh688416,恒烁股份,87.06,7.28%,27.75%,270000000.0,174000000.0,96271299.99999999,444000000.00000006
sh688326,经纬恒润,178.02,7.24%,7.21%,336000000.0,297000000.0,38571500.0,633000000.0
sh688377,迪威尔,27.62,7.22%,1.18%,30482399.999999996,25865200.0,4617200.0,56347700.00000001
sh688300,联瑞新材,48.86,7.22%,1.90%,102000000.0,68659500.0,33618300.0,171000000.0
sh688697,纽威数控,24.56,7.20%,7.98%,83611400.0,63814799.99999999,19796600.0,147000000.0
sz300174,元力股份,18.04,7.19%,5.01%,195000000.0,131000000.0,63695900.0,326000000.0
sh688381,帝奥微,34.33,7.11%,4.89%,62628200.0,35518600.0,27109699.999999996,98146900.0
sz300860,锋尚文化,59.99,7.03%,7.82%,85886700.0,110000000.00000001,23892500.0,196000000.0
