代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688646,逸飞激光,56.5,20.73%,81.62%,399000000.0,405000000.0,5564000.0,803999999.9999999
sz300169,天晟新材,5.63,20.04%,15.52%,118000000.0,124000000.0,5747900.0,243000000.00000003
sz301315,威士顿,65.8,20.01%,48.88%,338000000.0,278000000.0,59944100.0,616000000.0
sz301056,森赫股份,11.76,20.00%,35.56%,106000000.0,163000000.0,57149200.0,270000000.0
sh688318,财富趋势,126.48,20.00%,13.03%,526000000.0,422000000.0,105000000.0,948000000.0
sz300740,水羊股份,18.97,19.99%,15.78%,616000000.0,411000000.00000006,204999999.99999997,1027999999.9999999
sz300803,指南针,58.28,19.99%,8.27%,1069999999.9999999,750000000.0,319000000.0,1820000000.0
sz300033,同花顺,192.1,16.76%,7.71%,2258000000.0,1538000000.0,719000000.0,3796000000.0
sz300380,安硕信息,20.18,15.51%,11.43%,149000000.0,130000000.0,19565800.0,279000000.0
sz300375,鹏翎股份,5.26,12.88%,39.47%,556000000.0,468000000.0,88191600.0,1024000000.0
sz300085,银之杰,12.71,11.88%,9.92%,392000000.0,252000000.0,141000000.0,644000000.0
sz301276,嘉曼服饰,29.98,11.78%,53.30%,193000000.0,249000000.00000003,55932000.0,442000000.0
sz301499,维科精密,45.59,11.20%,76.67%,549000000.0,533000000.0,16453500.0,1082000000.0
sz300368,汇金股份,8.39,10.69%,19.33%,432000000.0,384000000.0,47853200.0,816000000.0
sz300588,熙菱信息,12.16,10.55%,15.62%,144000000.0,121000000.0,23335200.0,265000000.0
sz300304,云意电气,6.14,10.23%,12.24%,367000000.0,264000000.0,103000000.0,631000000.0
sh601162,天风证券,3.58,10.15%,8.07%,1407000000.0,994000000.0,413000000.0,2400000000.0
sh600067,冠城大通,3.26,10.14%,5.82%,113999999.99999999,145000000.0,30321800.0,259000000.0
sh601375,中原证券,4.35,10.13%,7.96%,689000000.0,473000000.00000006,216000000.0,1162000000.0
sz002377,国创高新,3.37,10.13%,6.63%,80630200.0,120000000.0,39740400.0,200999999.99999997
sz002671,龙泉股份,5.56,10.10%,29.71%,250999999.99999997,487000000.0,236000000.0,738000000.0
sz000609,中迪投资,5.9,10.07%,16.93%,112000000.00000001,172000000.0,60631899.99999999,284000000.0
sz002488,金固股份,7.88,10.06%,9.11%,277000000.0,356000000.0,78754800.0,633000000.0
sh600266,城建发展,6.79,10.05%,5.05%,436000000.00000006,304000000.0,132000000.0,740000000.0
sh603716,塞力医疗,10.52,10.04%,9.43%,88625000.0,105000000.0,16743599.999999998,194000000.0
sh603378,亚士创能,10.85,10.04%,4.97%,117000000.0,103000000.0,14789900.0,220000000.00000003
sh601059,信达证券,16.34,10.03%,27.39%,742000000.0,669000000.0,72814000.0,1411000000.0
sz001322,箭牌家居,18.87,10.03%,18.10%,193000000.0,126000000.0,67123700.0,320000000.0
sz002762,金发拉比,10.53,10.03%,14.00%,112000000.00000001,180000000.0,67627500.0,291000000.0
sh603132,金徽股份,13.29,10.02%,11.12%,86583799.99999999,146000000.0,59869500.0,233000000.0
sh601881,中国银河,14.17,10.02%,4.08%,1994000000.0000002,1735000000.0000002,259000000.0,3729000000.0
sz300059,东方财富,16.14,10.02%,7.90%,10294000000.0,6218000000.0,4076000000.0,16512000000.0
