代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301372,科净源,96.0,113.33%,82.84%,642000000.0,611000000.0,31002600.000000004,1252000000.0
sz301277,新天地,26.98,20.02%,58.69%,342000000.0,407000000.0,65015300.0,749000000.0
sz301429,森泰股份,32.27,20.01%,66.88%,298000000.0,291000000.0,7142100.0,590000000.0
sz301234,五洲医疗,39.7,20.01%,37.08%,65745000.0,193000000.0,128000000.0,259000000.0
sz301075,多瑞医药,32.4,20.00%,48.75%,214000000.0,185000000.0,29310900.0,399000000.0
sh688117,圣诺生物,35.04,20.00%,34.86%,283000000.0,473000000.00000006,190000000.0,755000000.0
sz301281,科源制药,57.02,19.99%,54.71%,368000000.0,397000000.0,29650000.0,765000000.0
sz300904,威力传动,83.95,19.06%,74.09%,520000000.0,505000000.0,15005600.0,1025000000.0
sz301515,港通医疗,51.4,17.62%,72.00%,403000000.0,387000000.0,16088000.0,791000000.0
sz301130,西点药业,34.58,14.92%,18.62%,210000000.0,175000000.0,35850200.0,385000000.0
sz300434,金石亚药,13.84,11.52%,12.54%,296000000.0,266000000.0,30487600.000000004,562000000.0
sz000573,粤宏远A,4.26,10.08%,9.60%,57554300.0,199000000.0,141000000.0,256000000.0
sh603778,乾景园林,6.01,10.07%,7.21%,78819200.0,200000000.0,121000000.0,279000000.0
sz002786,银宝山新,6.9,10.05%,13.25%,234000000.0,196000000.0,38135700.0,434999999.99999994
sz002527,新时达,12.08,10.02%,16.92%,388000000.0,661000000.0,273000000.0,1052000000.0
sz002451,摩恩电气,7.36,10.01%,6.39%,49244399.99999999,150000000.0,101000000.0,204999999.99999997
sz000705,浙江震元,9.24,10.00%,10.98%,57646000.0,223000000.0,166000000.0,281000000.0
sz000006,深振业A,5.83,10.00%,14.22%,338000000.0,771000000.0,433000000.0,1109000000.0
sh600322,天房发展,2.86,10.00%,25.08%,281000000.0,504000000.0,223000000.0,785000000.0
sz002173,创新医疗,9.35,10.00%,17.26%,294000000.0,367000000.0,73352400.0,661000000.0
sh603716,塞力医疗,14.53,9.99%,13.23%,177000000.0,202999999.99999997,26512000.0,380000000.0
sz001299,美能能源,19.18,9.98%,54.08%,170000000.0,313000000.0,143000000.0,483000000.0
sh600272,开开实业,11.79,9.98%,23.26%,198000000.0,225999999.99999997,28878900.0,424000000.0
sz002787,华源控股,9.37,9.98%,10.37%,98525600.0,121000000.0,22240500.0,221000000.0
sh600622,光大嘉宝,3.54,9.94%,7.38%,185000000.0,196000000.0,10784600.0,380000000.0
sz002584,西陇科学,5.97,9.94%,6.65%,39215400.0,115999999.99999999,77213300.0,159000000.0
sz300414,中光防雷,10.13,9.51%,13.44%,256000000.0,168000000.0,87438700.00000001,424000000.0
sz301097,天益医疗,48.18,9.35%,13.55%,61805000.0,58171400.0,3633700.0,120000000.0
sz000029,深深房A,12.86,8.61%,3.67%,231999999.99999997,182000000.0,49622100.0,413000000.0
sz301230,泓博医药,51.03,8.60%,25.97%,167000000.0,146000000.0,20653200.0,314000000.0
sz301448,开创电气,39.31,7.55%,76.70%,315000000.0,279000000.0,36424300.0,594000000.0
sh600829,人民同泰,7.72,7.22%,4.83%,119000000.0,92246000.0,27223800.0,212000000.0
sh688247,宣泰医药,13.7,6.70%,23.26%,72955100.0,64594200.0,8360900.0,138000000.0
sz301408,华人健康,19.79,6.28%,44.88%,278000000.0,222000000.00000003,56445500.0,500000000.0
sz000978,桂林旅游,8.23,6.19%,14.91%,183000000.0,263000000.0,79848300.0,445000000.0
sz300937,药易购,34.25,6.14%,22.48%,187000000.0,127000000.0,59989000.0,315000000.0
sz301290,东星医疗,36.39,6.03%,27.12%,138000000.0,94403400.0,44051899.99999999,233000000.0
sz002279,久其软件,7.05,6.02%,18.28%,457000000.0,560000000.0,103000000.0,1025000000.0
sz002317,众生药业,17.21,5.91%,13.17%,989000000.0,624000000.0,364000000.0,1636000000.0
sz300630,普利制药,21.55,5.74%,10.65%,430999999.99999994,300000000.0,132000000.0,731000000.0
sz300371,汇中股份,13.9,5.70%,5.58%,57494000.0,46232400.0,11261600.0,104000000.0
sz002694,顾地科技,8.18,5.68%,4.47%,107000000.0,86313000.0,20387900.0,197000000.0
sz000903,云内动力,2.98,5.67%,13.24%,420000000.0,333000000.0,87040400.00000001,753000000.0
sh603042,华脉科技,16.79,5.66%,31.09%,401000000.0,449000000.0,48825100.0,850000000.0
sz301509,金凯生科,97.45,5.43%,59.66%,622000000.0,590000000.0,31366600.0,1212000000.0
sz000656,金科股份,2.33,5.43%,24.33%,1648999999.9999998,1343000000.0,306000000.0,2992000000.0
sz301092,争光股份,28.06,5.37%,13.00%,88649900.0,67091200.0,21558600.0,156000000.0
sz301122,采纳股份,35.11,5.31%,3.96%,35823600.0,25426800.0,10396900.0,61254000.0
sz300097,智云股份,6.95,5.30%,9.88%,98315500.0,86571700.0,11743800.000000002,185000000.0
sz000046,*ST泛海,1.6,5.26%,1.74%,61428200.0,82280000.0,20851800.0,144000000.0
sz002157,*ST正邦,3.1,5.08%,6.84%,347000000.0,204000000.0,143000000.0,554000000.0
sz002433,*ST太安,2.29,5.05%,0.33%,0.0,5537000.0,5537000.0,5614200.0
sz000752,*ST西发,7.9,5.05%,1.37%,9567700.0,18916700.0,9349000.0,28524699.999999996
sz301348,蓝箭电子,58.38,5.04%,56.06%,730000000.0,802999999.9999999,73213500.0,1533000000.0
sz000011,深物业A,10.83,5.04%,6.87%,142000000.0,250999999.99999997,109000000.00000001,397000000.0
sz301235,华康医疗,28.88,5.02%,12.23%,91793700.00000001,85561800.0,6231900.000000001,177000000.0
sh600766,*ST园城,12.81,5.00%,2.21%,27361400.0,35700200.0,8338700.0,63061600.0
sh600530,*ST交昂,2.32,4.98%,6.66%,66466000.0,48665100.0,17801000.0,114999999.99999999
sh600239,云南城投,2.96,4.96%,16.87%,453000000.0,343000000.0,110000000.00000001,795000000.0
sz301211,亨迪药业,25.7,4.94%,25.70%,277000000.0,177000000.0,99994000.0,455999999.99999994
sz301246,宏源药业,35.63,4.82%,27.21%,254000000.0,179000000.0,74053000.0,433000000.0
sz301111,粤万年青,21.03,4.78%,9.07%,74626700.0,58637400.0,15989300.0,133000000.0
sz301487,盟固利,51.97,4.78%,60.96%,819000000.0,894999999.9999999,75854500.0,1714000000.0
sz301210,金杨股份,50.02,4.69%,33.47%,157000000.0,114999999.99999999,41497100.0,272000000.0
sz300049,福瑞股份,23.18,4.65%,5.74%,165000000.0,144000000.0,20520000.0,309000000.0
sh603555,ST贵人,2.07,4.55%,5.75%,101000000.0,83652800.0,17126100.0,184000000.0
sz301365,矩阵股份,18.43,4.54%,24.48%,113999999.99999999,84718400.0,28921300.0,198000000.0
sh600657,信达地产,5.07,4.54%,2.88%,231999999.99999997,182000000.0,49358100.00000001,413999999.99999994
sh600378,昊华科技,39.98,4.47%,0.71%,120000000.0,133000000.0,13152900.0,252999999.99999997
