代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz300844,山水比德,36.01,19.99%,34.72%,94569000.0,101000000.0,6608900.0,196000000.0
sz301313,凡拓数创,46.45,13.74%,37.75%,231000000.0,211000000.0,19401500.0,442000000.0
sz300812,易天股份,30.1,13.54%,38.07%,449000000.0,568000000.0,119000000.0,1017000000.0
sz301218,华是科技,37.73,10.94%,46.65%,507000000.0,446000000.0,61553000.0,952999999.9999999
sz300977,深圳瑞捷,20.39,10.69%,39.08%,163000000.0,152000000.0,11161600.0,315000000.0
sz002470,金正大,2.37,10.23%,4.42%,185000000.0,136000000.0,49048200.0,322000000.0
sz000908,景峰医药,2.83,10.12%,3.61%,20365400.0,57440800.0,37075400.0,78282000.0
sz000679,大连友谊,6.55,10.08%,11.73%,108000000.0,153000000.0,45187200.0,261000000.0
sz000802,北京文化,8.32,10.05%,8.30%,225000000.0,261000000.0,35156800.0,488000000.0
sh603682,锦和商管,6.24,10.05%,9.11%,80395600.0,185000000.0,105000000.0,266000000.0
sz002559,亚威股份,10.07,10.05%,14.08%,194000000.0,463999999.99999994,270000000.0,658000000.0
sz003005,竞业达,31.63,10.02%,11.54%,86813300.0,92281000.0,5467700.0,179000000.0
sh603976,正川股份,21.44,10.01%,4.40%,71709800.0,67779100.0,3930600.0,139000000.0
sz002211,宏达新材,4.4,10.00%,9.38%,103000000.0,67027000.0,36270400.0,171000000.0
sz002866,传艺科技,27.17,10.00%,3.40%,23844400.0,143000000.0,119000000.0,167000000.0
sz002229,鸿博股份,30.68,10.00%,16.29%,1126000000.0,1279000000.0,153000000.0,2408000000.0
sh600602,云赛智联,14.76,9.99%,8.06%,462000000.0,798000000.0,336000000.0,1260000000.0
sz002315,焦点科技,39.19,9.99%,11.50%,418000000.0,441000000.0,22689899.999999996,863000000.0000001
sh603730,岱美股份,18.73,9.98%,1.09%,124000000.0,127000000.0,3057100.0,250000000.0
sh600215,派斯林,9.59,9.98%,6.96%,167000000.0,139000000.0,27877700.0,307000000.0
sh600012,皖通高速,10.14,9.98%,1.56%,77562900.0,103000000.0,25401400.0,181000000.0
sz002366,融发核电,6.72,9.98%,6.93%,238000000.0,169000000.0,69541300.0,408000000.0
sz002316,亚联发展,6.39,9.98%,34.99%,337000000.0,301000000.0,36183500.0,641000000.0
sz002719,麦趣尔,12.24,9.97%,34.59%,320000000.0,321000000.0,488400.00000000006,641000000.0
sz000638,万方发展,7.62,9.96%,18.61%,229000000.0,196000000.0,33203700.0,425000000.0
sh600936,广西广电,4.64,9.95%,3.77%,123000000.0,151000000.0,28029800.0,275000000.0
sh603828,柯利达,3.43,9.94%,6.90%,42989500.0,95352700.0,52363100.00000001,138000000.0
sz301381,赛维时代,45.95,9.93%,77.32%,545000000.0,488000000.0,57241500.0,1033000000.0
sz000656,金科股份,1.68,9.80%,25.14%,1163000000.0,993000000.0,169000000.0,2158000000.0
sh688336,三生国健,19.62,9.73%,9.44%,96512800.0,73762900.0,22750000.0,170000000.0
sh688092,爱科科技,30.33,9.61%,18.30%,76899800.0,77431900.0,532100.0,154000000.0
sz300035,中科电气,12.28,9.35%,8.59%,368000000.0,291000000.0,77248500.0,659000000.0
sz301365,矩阵股份,19.0,8.94%,51.42%,151000000.0,323000000.0,172000000.0,474000000.0
sz300225,金力泰,9.93,8.88%,9.36%,236000000.0,189000000.0,46240300.0,425000000.0
sz301366,一博科技,45.03,8.48%,30.67%,270000000.0,204999999.99999997,64700500.0,475000000.0
sz300826,测绘股份,17.54,8.34%,15.57%,196000000.0,178000000.0,17471300.0,374000000.0
sz301396,宏景科技,36.0,8.11%,28.20%,166000000.0,110000000.00000001,55810400.0,276000000.0
sz000977,浪潮信息,45.86,8.11%,10.71%,3867000000.0,3267000000.0,599000000.0,7170000000.0
sh688529,豪森股份,27.14,7.91%,4.84%,35726200.0,25007500.0,10718699.999999998,60733700.0
sh688506,百利天恒,87.29,7.77%,4.34%,80123300.0,50580100.0,29543200.0,131000000.0
