代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301315,威士顿,57.48,78.01%,69.11%,432000000.0,385000000.0,47334000.0,827999999.9999999
sz300356,光一退,1.06,20.45%,4.30%,0.0,0.0,0.0,18287500.0
sz300460,惠伦晶体,11.75,20.02%,6.70%,42857400.0,165000000.0,122000000.0,208000000.0
sh688097,博众精工,33.43,19.99%,25.93%,348000000.0,378000000.0,29773000.0,727000000.0
sh688543,国科军工,50.68,16.05%,68.38%,596000000.0,588000000.0,8413300.0,1184000000.0
sz300258,精锻科技,11.65,14.22%,10.12%,286000000.0,235000000.0,51319000.0,524000000.0
sz300639,凯普生物,9.43,14.03%,5.53%,181000000.0,150000000.0,30982700.0,331000000.0
sz300585,奥联电子,22.54,13.90%,33.07%,549000000.0,556000000.0,6993200.000000001,1116000000.0
sh688700,东威科技,81.82,13.89%,9.43%,596000000.0,534000000.0,61822000.0,1131000000.0
sz301191,菲菱科思,121.23,13.32%,39.38%,364000000.0,654000000.0,290000000.0,1021000000.0000001
sz300680,隆盛科技,22.32,11.04%,15.51%,295000000.0,307000000.0,12158400.0,603000000.0
sz301255,通力科技,41.56,10.83%,56.29%,304000000.0,319000000.0,15064800.0,629000000.0
sz300526,中潜退,0.84,10.53%,11.05%,0.0,0.0,0.0,16969200.0
sz000656,金科股份,1.18,10.28%,9.47%,239000000.0,319000000.0,79649000.0,558000000.0
sz300912,凯龙高科,22.62,10.13%,29.31%,209000000.0,189000000.0,19987400.0,399000000.0
sz002490,山东墨龙,4.37,10.08%,4.14%,44278400.0,51361899.99999999,7083500.0,95877200.0
sz002058,威尔泰,10.95,10.05%,6.87%,12286900.0,94496000.0,82209100.0,107000000.0
sh605162,新中港,10.29,10.05%,29.04%,163000000.0,128000000.0,34526800.0,291000000.0
sh603809,豪能股份,11.28,10.05%,5.10%,95956200.00000001,123000000.0,26698500.0,219000000.0
sz002527,新时达,12.82,10.04%,14.87%,297000000.0,692000000.0,395000000.0,991000000.0
sh600860,京城股份,11.18,10.04%,3.90%,47513700.0,91986100.0,44472400.0,140000000.0
sh600710,苏美达,8.44,10.04%,2.99%,123000000.0,199000000.0,76508500.0,322000000.0
sh600579,克劳斯,7.89,10.04%,5.30%,101000000.0,100000000.0,1012600.0,202000000.0
sh603211,晋拓股份,17.22,10.03%,33.72%,132000000.0,250000000.0,118000000.0,382000000.0
