代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301251,威尔高,68.32,136.57%,79.07%,928999999.9999999,766000000.0,163000000.0,1695000000.0
sz300637,扬帆新材,9.52,20.05%,15.89%,98259400.0,242000000.0,144000000.0,340000000.0
sh688418,震有科技,19.66,20.02%,19.35%,187000000.0,290000000.0,103000000.0,476999999.99999994
sz300537,广信材料,21.94,20.02%,32.88%,411000000.00000006,523000000.00000006,111000000.00000001,934000000.0
sz300293,蓝英装备,13.01,20.02%,11.04%,84520900.0,306000000.0,222000000.00000003,391000000.0
sz301348,蓝箭电子,65.32,20.01%,71.61%,1055000000.0000001,975000000.0,79577000.0,2030000000.0
sz300807,天迈科技,41.68,20.01%,29.84%,290000000.0,286000000.0,4235500.0,576000000.0
sh688502,茂莱光学,265.08,20.00%,16.65%,282000000.0,202999999.99999997,79372800.0,484999999.99999994
sz300576,容大感光,52.68,20.00%,37.36%,1303000000.0,1224000000.0,79238000.0,2528000000.0
sz300045,华力创通,23.52,20.00%,31.77%,1907999999.9999998,1498000000.0,411000000.00000006,3406000000.0
sh688206,概伦电子,29.66,19.98%,9.56%,185000000.0,233000000.0,47674399.99999999,418000000.0
sz300563,神宇股份,18.26,19.97%,32.63%,240000000.0,443000000.0,202999999.99999997,684000000.0
sh688776,国光电气,87.38,18.87%,11.70%,180000000.0,154000000.0,25365400.0,334000000.0
sh688448,磁谷科技,34.45,15.68%,26.57%,82900600.0,64759900.0,18140600.0,148000000.0
sz300184,力源信息,6.51,15.22%,32.38%,1273000000.0,818000000.0,455000000.0,2092000000.0000002
sz301421,波长光电,92.2,14.86%,62.76%,713000000.0,748000000.0,34404000.0,1461000000.0
sz300721,怡达股份,19.25,14.79%,19.24%,268000000.00000003,210000000.0,57739700.0,478000000.0
sz300905,宝丽迪,23.53,14.50%,39.43%,223000000.0,196000000.0,26605800.0,419000000.00000006
sz301013,利和兴,17.73,13.87%,28.39%,461000000.00000006,327000000.0,134000000.00000001,788000000.0
sz300655,晶瑞电材,12.43,13.52%,14.77%,926000000.0,716000000.0,210000000.0,1641000000.0
sh688195,腾景科技,40.6,13.41%,14.07%,259000000.0,187000000.0,71695400.0,446000000.0
sz300814,中富电路,43.4,13.08%,58.89%,624000000.0,586000000.0,38162900.0,1210000000.0
sh688548,广钢气体,13.68,12.78%,26.29%,473000000.00000006,359000000.0,113999999.99999999,833000000.0
