代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301225,恒勃股份,45.75,28.30%,74.27%,344000000.0,423000000.00000006,79420900.0,767000000.0
sz300378,鼎捷软件,27.46,20.02%,14.15%,537000000.0,443000000.0,93915400.00000001,980000000.0000001
sz300823,建科机械,22.67,20.01%,7.20%,46662200.0,102000000.0,55718900.0,149000000.0
sz301299,卓创资讯,63.65,20.00%,31.05%,118000000.0,158000000.0,39958900.0,277000000.0
sh688662,富信科技,60.61,20.00%,20.89%,322000000.0,304000000.0,17862800.0,627000000.0
sz300901,中胤时尚,14.64,20.00%,23.38%,191000000.0,209000000.0,17442500.0,400000000.0
sh688095,福昕软件,201.6,20.00%,5.93%,242000000.0,189000000.0,52259399.99999999,430999999.99999994
sh688472,阿特斯,19.68,20.00%,26.21%,942000000.0,1075000000.0,133000000.0,2018000000.0
sz300620,光库科技,65.52,20.00%,15.87%,1166000000.0,1128000000.0,37834000.0,2295000000.0
sh688195,腾景科技,46.5,16.25%,22.11%,401000000.0,339000000.0,61410700.0,740000000.0
sz300273,和佳退,0.43,16.22%,6.45%,0.0,0.0,0.0,16611900.0
sz300570,太辰光,54.99,16.16%,23.95%,1221000000.0,1114000000.0,107000000.0,2336000000.0
sz300548,博创科技,42.77,15.31%,26.38%,1336000000.0,1013000000.0000001,324000000.0,2349000000.0
sz300308,中际旭创,155.0,14.99%,6.11%,3722000000.0,2897000000.0,825000000.0,6619000000.0
sh688182,灿勤科技,26.58,14.08%,8.62%,145000000.0,67278900.0,77623500.0,212000000.0
sh688205,德科立,89.65,13.65%,19.46%,227000000.0,151000000.0,75825600.0,379000000.0
sz300678,中科信息,59.16,13.55%,27.22%,2545000000.0,1809000000.0,737000000.0,4354000000.0
sz300382,斯莱克,13.34,12.86%,5.15%,222000000.00000003,194000000.0,27706900.0,416000000.0
sh688232,新点软件,54.98,12.39%,5.04%,159000000.0,97862500.0,60674200.0,256000000.0
sz300418,昆仑万维,62.16,11.64%,16.18%,6367000000.0,4161999999.9999995,2205000000.0,10529000000.0
sz300303,聚飞光电,6.76,11.00%,19.44%,891000000.0,709000000.0,181000000.0,1600000000.0
sz002417,深南退,0.41,10.81%,15.00%,0.0,0.0,0.0,14099600.0
sz301419,阿莱德,46.25,10.33%,48.46%,280000000.0,231000000.0,49104100.0,511000000.00000006
sh688448,磁谷科技,32.28,10.17%,16.40%,48034200.0,39236100.0,8798200.0,87270400.00000001
sh600532,退市未来,0.65,10.17%,3.87%,0.0,0.0,0.0,12778400.0
sz000421,南京公用,5.36,10.06%,9.27%,56036899.99999999,225999999.99999997,170000000.0,282000000.0
sz002272,川润股份,7.88,10.06%,23.13%,373000000.0,216000000.0,156000000.0,589000000.0
