代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301202,朗威股份,42.93,66.27%,74.12%,505000000.0,586000000.0,80477700.0,1091000000.0
sz300128,锦富技术,4.97,20.05%,10.44%,291000000.0,240000000.0,50841200.0,530000000.0
sz300127,银河磁体,21.64,20.02%,16.55%,459000000.0,313000000.0,146000000.0,772000000.0
sz301141,中科磁业,53.28,20.00%,56.50%,229999999.99999997,342000000.0,112000000.00000001,572000000.0
sz300489,光智科技,26.42,19.98%,14.87%,223000000.0,292000000.0,68803100.0,515000000.00000006
sz300835,龙磁科技,36.94,15.76%,24.91%,342000000.0,353000000.0,11472100.0,695000000.0
sz301007,德迈仕,22.59,13.80%,51.88%,703000000.0,669000000.0,33971000.0,1372000000.0
sh688077,大地熊,33.59,12.91%,14.92%,176000000.0,129000000.0,46356200.0,305000000.0
sz300928,华安鑫创,52.91,12.81%,28.77%,332000000.0,311000000.0,21336600.0,643000000.0
sz300460,惠伦晶体,13.04,11.55%,21.10%,411000000.00000006,329000000.0,82591900.0,740000000.0
sz301089,拓新药业,69.25,10.96%,15.35%,401999999.99999994,385000000.0,16520100.0,786000000.0
sz300366,创意信息,14.78,10.38%,28.11%,1107000000.0,959000000.0,147000000.0,2066000000.0
sz301221,光庭信息,74.19,10.20%,38.03%,630000000.0,599000000.0,31292000.0,1229000000.0
sh600719,大连热电,5.34,10.10%,0.36%,0.0,7706300.0,7706300.0,7706300.0
sz002535,林州重机,5.57,10.08%,26.41%,368000000.0,454000000.0,85769100.0,822000000.0000001
sz002356,赫美集团,5.81,10.04%,2.00%,56908500.0,92402800.0,35494300.0,149000000.0
sh600579,克劳斯,8.22,10.04%,4.18%,63257000.0,101000000.0,37952500.0,164000000.0
sh603045,福达合金,18.32,10.03%,22.63%,267000000.0,262000000.0,5184600.0,530000000.0
sh600551,时代出版,12.62,10.03%,3.27%,69490200.0,126000000.0,56886400.0,196000000.0
sz000962,东方钽业,13.4,10.02%,7.50%,229999999.99999997,197000000.0,32881200.0,426999999.99999994
sh603108,润达医疗,19.44,10.02%,9.31%,401000000.0,609000000.0,208000000.0,1009000000.0
sh600658,电子城,6.04,10.02%,3.05%,87363200.0,112999999.99999999,26029800.0,200999999.99999997
sz000004,国华网安,16.27,10.01%,18.69%,176000000.0,163000000.0,12899900.0,339000000.0
sz002428,云南锗业,14.4,10.01%,5.82%,200000000.0,340000000.0,140000000.0,539000000.0
sh605028,世茂能源,23.87,10.00%,45.07%,125000000.0,303000000.0,178000000.0,428000000.0
sh600497,驰宏锌锗,5.94,10.00%,15.16%,2625000000.0,1805999999.9999998,819000000.0,4431000000.0
sz002703,浙江世宝,13.86,10.00%,0.74%,0.0,56747900.0,56747900.0,56747900.0
sh605005,合兴股份,19.15,9.99%,4.33%,0.0,42558900.0,42558900.0,42558900.0
sz002536,飞龙股份,16.84,9.99%,17.08%,520000000.0,806000000.0,286000000.0,1326000000.0
sz002114,罗平锌电,7.6,9.99%,12.01%,101000000.0,185000000.0,83356500.0,286000000.0
