代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688631,莱斯信息,33.46,32.36%,70.24%,388000000.0,445000000.0,57398400.0,834000000.0
sz301295,美硕科技,44.92,20.11%,70.40%,254999999.99999997,298000000.0,42415800.0,553000000.0
sz300467,迅游科技,20.56,20.02%,24.23%,383000000.0,354000000.0,29184699.999999996,738000000.0
sz300549,优德精密,23.3,19.98%,17.18%,176000000.0,195000000.0,19364200.0,371000000.0
sz300356,光一退,1.82,19.74%,12.04%,0.0,0.0,0.0,86628200.0
sz301255,通力科技,42.96,16.71%,57.02%,298000000.0,286000000.0,11935100.0,584000000.0
sz301229,纽泰格,32.94,15.17%,28.79%,156000000.0,166000000.0,9527700.0,322000000.0
sz300315,掌趣科技,8.02,13.12%,25.29%,2815000000.0,2206000000.0,609000000.0,5021000000.0
sz301353,普莱得,38.0,12.06%,35.49%,138000000.0,112000000.00000001,26250800.0,250000000.0
sz301183,东田微,80.0,11.13%,35.28%,529000000.0,550000000.0,20856200.0,1080000000.0
sh688071,华依科技,62.0,11.01%,8.31%,99254599.99999999,77536400.0,21718200.0,177000000.0
sz300095,华伍股份,9.7,10.23%,9.80%,172000000.0,137000000.0,35555600.0,309000000.0
sh601015,陕西黑猫,4.58,10.10%,2.32%,98018799.99999999,115999999.99999999,17845900.0,214000000.0
sh600792,云煤能源,3.38,10.10%,2.11%,17349700.0,52012000.0,34662300.0,69361700.0
sh600121,郑州煤电,4.8,10.09%,3.42%,34828800.0,163000000.0,128000000.0,198000000.0
sz000678,襄阳轴承,6.67,10.07%,7.21%,69896900.0,146000000.0,76547200.0,217000000.0
sh601279,英利汽车,5.69,10.06%,10.96%,29277199.999999996,90370200.0,61093000.0,120000000.0
sz000004,国华网安,15.14,10.03%,5.06%,47786899.99999999,41538500.0,6248400.0,89327000.0
sz000037,深南电A,12.73,10.03%,13.98%,252999999.99999997,322000000.0,69164100.0,575000000.0
sh603767,中马传动,13.17,10.03%,11.44%,130000000.0,323000000.0,193000000.0,454000000.0
sh600776,东方通信,12.94,10.03%,6.51%,94016600.0,710000000.0,616000000.0,803999999.9999999
sz002708,光洋股份,7.79,10.03%,21.00%,250000000.0,398000000.0,148000000.0,648000000.0
sh605028,世茂能源,23.06,10.02%,23.10%,90553300.0,115999999.99999999,25501200.0,206999999.99999997
