代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301456,盘古智能,49.49,30.37%,64.69%,495000000.0,688000000.0,192000000.0,1187000000.0
sz301379,天山电子,36.11,20.01%,52.96%,216000000.0,231999999.99999997,16122100.0,450000000.0
sz301132,满坤科技,39.35,20.01%,50.85%,317000000.0,377000000.0,59631200.0,695000000.0
sh688292,浩瀚深度,33.96,20.00%,27.74%,150000000.0,176000000.0,25842300.0,325000000.0
sz301218,华是科技,33.74,19.99%,44.58%,397000000.0,367000000.0,29378200.0,765000000.0
sh688590,新致软件,25.69,19.99%,10.08%,206000000.0,185000000.0,21005300.000000004,393000000.0
sz300659,中孚信息,24.08,19.98%,12.83%,144000000.0,322000000.0,178000000.0,466000000.0
sz300097,智云股份,7.81,19.97%,12.65%,107000000.0,147000000.0,40454700.0,254999999.99999997
sz300231,银信科技,10.82,19.96%,17.32%,181000000.0,444000000.00000006,262000000.0,625000000.0
sz300368,汇金股份,7.7,19.94%,9.91%,131000000.0,250999999.99999997,120000000.0,382000000.0
sz301323,新莱福,55.5,19.43%,64.22%,332000000.0,451999999.99999994,120000000.0,786000000.0
sz300814,中富电路,32.56,13.97%,61.17%,462000000.0,476000000.0,14319600.0,942000000.0
sz300378,鼎捷软件,34.3,13.92%,16.80%,836000000.0,641000000.0,195000000.0,1485000000.0
sz301107,瑜欣电子,37.8,12.17%,30.99%,138000000.0,92110600.0,46107100.0,243000000.00000003
sh688233,神工股份,38.33,11.46%,5.87%,211000000.0,141000000.0,69575100.0,352000000.0
sz300419,浩丰科技,6.9,11.11%,12.14%,182000000.0,117000000.0,65248000.0,301000000.0
sz301106,骏成科技,41.31,10.90%,19.42%,87000700.0,75676400.0,11324300.0,164000000.0
sz301213,观想科技,45.8,10.26%,21.87%,170000000.0,111000000.00000001,59088400.0,282000000.0
sh600050,中国联通,5.12,10.11%,2.41%,2243000000.0,1471000000.0,772000000.0,3719000000.0
sz000609,中迪投资,5.13,10.09%,7.17%,53465100.0,49941300.0,3523800.0,103000000.0
sh600707,彩虹股份,6.67,10.07%,3.35%,458000000.0,334000000.0,124000000.0,792000000.0
sz002355,兴民智通,5.91,10.06%,14.79%,285000000.0,237000000.0,47286500.0,523000000.00000006
sh600280,中央商场,2.85,10.04%,3.91%,66192299.99999999,54323900.0,11868400.0,121000000.0
sz002527,新时达,12.38,10.04%,26.24%,958000000.0,697000000.0,261000000.0,1655000000.0
sz002513,蓝丰生化,7.35,10.03%,18.32%,208000000.0,196000000.0,11705800.0,404000000.0
sh603699,纽威股份,15.79,10.03%,3.53%,200000000.0,206999999.99999997,7128099.999999999,407000000.0
sz000004,国华网安,19.1,10.02%,2.48%,0.0,55162700.00000001,55162700.00000001,56299200.0
sz002154,报喜鸟,6.37,10.02%,5.66%,196000000.0,189000000.0,7508900.0,386000000.0
sz002777,久远银海,33.94,10.02%,7.08%,463000000.0,459000000.0,4096000.0,923000000.0
sh603000,人民网,34.08,10.01%,7.15%,1207000000.0,1412000000.0,204999999.99999997,2624000000.0
sh601567,三星医疗,16.04,10.01%,3.47%,356000000.0,398000000.0,41279300.0,755000000.0
sh601138,工业富联,27.26,10.01%,1.05%,2804000000.0,2654000000.0,149000000.0,5463000000.0
