代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301421,波长光电,52.29,77.98%,73.40%,595000000.0,617000000.0,22409300.0,1212000000.0
sh603275,众辰科技,64.57,29.22%,63.31%,822000000.0000001,798000000.0,23733100.0,1620000000.0
sz300172,中电环保,6.16,20.08%,26.10%,386000000.0,395000000.0,9823900.0,781000000.0
sz301228,实朴检测,21.22,20.02%,39.10%,131000000.0,314000000.0,182000000.0,445000000.0
sz301203,国泰环保,70.3,20.01%,87.63%,504000000.0,438999999.99999994,64425600.00000001,943000000.0
sz301169,零点有数,64.66,20.01%,35.23%,269000000.0,324000000.0,54614600.0,593000000.0
sz301372,科净源,82.2,20.00%,64.09%,408000000.0,409000000.0,535700.0,817000000.0
sz301159,三维天地,68.28,20.00%,6.11%,0.0,136000000.0,136000000.0,136000000.0
sz301148,嘉戎技术,32.41,19.99%,44.21%,190000000.0,334000000.0,144000000.0,525000000.0
sz301368,丰立智能,52.46,19.99%,48.88%,356000000.0,318000000.0,37853800.0,674000000.0
sz300807,天迈科技,35.36,19.99%,26.47%,206999999.99999997,215000000.0,7068900.0,422000000.0
sz300937,药易购,37.65,13.85%,41.86%,260000000.0,391000000.0,131000000.0,651000000.0
sz300774,倍杰特,12.88,12.20%,20.46%,164000000.0,149000000.0,14575800.0,313000000.0
sh688101,三达膜,15.07,11.71%,4.38%,119000000.0,96683500.0,22672900.0,216000000.0
sz300875,捷强装备,43.78,11.63%,30.23%,309000000.0,278000000.0,30890100.000000004,587000000.0
sz301299,卓创资讯,93.65,11.30%,75.01%,573000000.0,505999999.99999994,66783000.0,1079000000.0
sz300262,巴安水务,3.38,11.18%,13.10%,172000000.0,111000000.00000001,60693400.0,283000000.0
sz300094,国联水产,5.94,11.03%,27.37%,992000000.0,778000000.0,214000000.0,1770000000.0
sh601015,陕西黑猫,4.48,10.07%,2.89%,114999999.99999999,145000000.0,30567100.0,260000000.0
sh605069,正和生态,13.81,10.04%,30.32%,120000000.0,229999999.99999997,110000000.00000001,350000000.0
sh603956,威派格,8.11,10.04%,4.67%,38757000.0,152000000.0,112999999.99999999,190000000.0
sh601065,江盐集团,15.69,10.03%,39.55%,312000000.0,643000000.0,330000000.0,955000000.0000001
sz002778,中晟高科,15.9,10.03%,6.70%,54694100.0,72977400.0,18283300.0,128000000.0
sh603137,恒尚节能,27.01,10.02%,71.59%,266000000.0,315000000.0,48622900.0,581000000.0
sh603860,中公高科,30.97,10.02%,10.36%,67134200.0,141000000.0,73816100.0,208000000.0
sz002887,绿茵生态,10.65,10.02%,8.79%,37181200.0,113999999.99999999,77247800.0,152000000.0
sz002178,延华智能,4.61,10.02%,10.91%,155000000.0,190000000.0,34669800.0,346000000.0
sz001202,炬申股份,17.58,10.01%,34.87%,73662000.0,169000000.0,94922800.0,242000000.0
sh601858,中国科传,32.54,10.01%,4.91%,700000000.0,525000000.0,175000000.0,1225000000.0
sh600838,上海九百,7.8,10.01%,9.50%,115999999.99999999,174000000.0,58641600.0,290000000.0
sz002750,龙津药业,10.33,10.01%,3.13%,30237199.999999996,95542400.0,65305200.00000001,126000000.0
sz003007,直真科技,30.03,10.00%,36.41%,191000000.0,216000000.0,24624899.999999996,407000000.0
sh603139,康惠制药,17.93,10.00%,10.78%,43556600.0,147000000.0,103000000.0,190000000.0
sz002696,百洋股份,7.04,10.00%,11.42%,91434300.0,178000000.0,86416100.0,269000000.0
sz001231,农心科技,23.1,10.00%,17.66%,30649800.0,112999999.99999999,82164000.0,143000000.0
sz001328,登康口腔,37.64,9.99%,20.82%,145000000.0,180000000.0,35685500.0,325000000.0
sz002992,宝明科技,65.05,9.99%,5.03%,90030500.0,157000000.0,66697000.0,247000000.00000003
sh605398,新炬网络,34.12,9.99%,2.38%,0.0,30661900.0,30661900.0,30661900.0
sh603159,上海亚虹,15.32,9.98%,1.85%,4507100.0,35220700.0,30713500.0,39727800.0
sh605088,冠盛股份,20.71,9.98%,13.58%,216000000.0,235000000.0,18800900.0,451000000.0
sz002355,兴民智通,6.94,9.98%,18.11%,347000000.0,389000000.0,41964000.0,737000000.0
sh600257,大湖股份,7.61,9.97%,16.92%,313000000.0,298000000.0,15446400.000000002,611000000.0
sh603299,苏盐井神,11.04,9.96%,9.50%,421000000.0,363000000.0,58026300.0,784000000.0
sh600796,钱江生化,6.19,9.95%,15.85%,152000000.0,138000000.0,14747700.0,290000000.0
sh600929,雪天盐业,8.1,9.02%,6.74%,346000000.0,224000000.00000003,122000000.0,570000000.0
sh688292,浩瀚深度,29.03,8.77%,15.07%,193000000.0,158000000.0,35294600.0,351000000.0
sz301170,锡南科技,39.0,7.59%,40.31%,210000000.0,160000000.0,49264500.0,370000000.0
sh605011,杭州热电,30.93,7.47%,11.63%,218000000.00000003,204999999.99999997,12807500.0,423000000.00000006
sz001313,粤海饲料,8.96,6.92%,6.13%,66100900.0,52006800.0,14094000.0,118000000.0
sz301323,新莱福,48.7,6.87%,44.74%,278000000.0,227000000.0,50859799.99999999,505000000.0
sz300942,易瑞生物,14.68,6.84%,21.38%,177000000.0,160000000.0,17032300.0,337000000.0
sh603220,中贝通信,22.32,6.79%,28.03%,847000000.0000001,1281000000.0,434000000.0,2127000000.0
sh600328,中盐化工,9.7,6.71%,7.02%,536000000.00000006,434999999.99999994,101000000.0,972000000.0000001
sz301288,清研环境,28.33,6.70%,43.20%,241000000.0,229000000.0,11384100.0,470000000.0
sz300929,华骐环保,12.76,6.51%,16.13%,106000000.0,87289400.0,18235800.0,193000000.0
sz300334,津膜科技,8.36,6.09%,10.38%,146000000.0,113999999.99999999,31403100.0,260000000.0
sh600719,大连热电,8.09,6.03%,10.53%,190000000.0,150000000.0,39628500.0,340000000.0
