代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301299,卓创资讯,73.8,20.00%,49.17%,248000000.0,254000000.0,5302000.0,501999999.99999994
sz301289,国缆检测,61.44,20.00%,52.61%,309000000.0,352000000.0,43854500.0,661000000.0
sz300380,安硕信息,23.72,19.98%,13.84%,69348200.0,330000000.0,261000000.0,399000000.0
sz300465,高伟达,11.16,15.65%,20.01%,538000000.0,426000000.0,111000000.00000001,964000000.0
sz300773,拉卡拉,20.59,14.58%,9.99%,852999999.9999999,663000000.0,190000000.0,1524000000.0
sz300394,天孚通信,107.03,13.20%,7.23%,1409000000.0,1167000000.0,242000000.0,2576000000.0
sz301067,显盈科技,23.75,12.45%,15.78%,88151600.0,77915800.0,10235900.0,166000000.0
sh688159,有方科技,39.09,12.07%,3.11%,61419000.0,41346800.0,20072200.0,103000000.0
sz300675,建科院,18.53,11.22%,20.80%,243000000.00000003,332000000.0,89983900.0,581000000.0
sz301208,中亦科技,42.28,10.51%,27.96%,206000000.0,210000000.0,4126400.0,415000000.00000006
sz000627,天茂集团,3.91,10.14%,3.44%,199000000.0,401999999.99999994,202999999.99999997,602000000.0
sh603828,柯利达,5.13,10.09%,15.20%,144000000.0,312000000.0,169000000.0,457000000.0
sh603106,恒银科技,6.45,10.07%,3.72%,38969000.0,83789700.0,44820700.0,123000000.0
sz000719,中原传媒,11.18,10.04%,6.68%,162000000.0,326000000.0,164000000.0,488999999.99999994
sh601059,信达证券,19.98,10.02%,54.14%,1473000000.0,1967000000.0000002,494000000.00000006,3440999999.9999995
sz000936,华西股份,10.87,10.02%,11.06%,513000000.0,515000000.00000006,1247600.0,1027999999.9999999
sh601136,首创证券,22.09,10.01%,32.18%,559000000.0,1358000000.0,799000000.0,1917000000.0000002
sz002095,生意宝,22.65,10.00%,7.00%,147000000.0,241000000.0,93971000.0,389000000.0
sh603383,顶点软件,68.97,10.00%,4.70%,206999999.99999997,332000000.0,125000000.0,539000000.0
sz002400,省广集团,6.71,10.00%,21.12%,1149000000.0,1169000000.0,19850000.0,2321000000.0
sz000609,中迪投资,6.38,10.00%,23.95%,220000000.00000003,204999999.99999997,14124200.0,426999999.99999994
sh600683,京投发展,8.48,9.99%,17.79%,484000000.0,623000000.0,140000000.0,1107000000.0
sz002830,名雕股份,14.87,9.99%,6.61%,8265300.0,56588100.00000001,48322800.0,64973800.0
sh600851,海欣股份,7.39,9.97%,5.95%,154000000.0,164000000.0,9538500.0,318000000.0
sh600468,百利电气,6.96,9.95%,19.31%,631000000.0,690000000.0,59066899.99999999,1322000000.0
sz002084,海鸥住工,4.66,9.91%,4.42%,38777200.0,91532000.0,52754799.99999999,130000000.0
sz301316,慧博云通,33.3,9.90%,76.29%,501000000.0,444000000.00000006,57144300.0,944999999.9999999
sz300803,指南针,68.99,9.53%,16.94%,2447000000.0,2327000000.0,120000000.0,4774000000.0
sz300085,银之杰,15.37,9.40%,20.42%,925000000.0,697000000.0,227999999.99999997,1630999999.9999998
sz300995,奇德新材,26.5,8.92%,46.79%,177000000.0,175000000.0,1861300.0,353000000.0
sh688292,浩瀚深度,27.39,8.86%,17.10%,98966200.00000001,65743900.0,33222300.0,165000000.0
sz300130,新国都,26.18,8.59%,10.60%,561000000.0,462000000.0,98803600.0,1032000000.0
sz301362,民爆光电,55.43,8.58%,72.96%,465000000.00000006,559000000.0,93288799.99999999,1024000000.0
sh688160,步科股份,65.23,8.55%,18.82%,175000000.0,153000000.0,22535700.0,329000000.0
sz300779,惠城环保,55.88,8.29%,6.15%,171000000.0,140000000.0,31563200.0,314000000.0
sz301159,三维天地,40.2,8.12%,11.91%,99791600.0,53874300.0,45917299.99999999,154000000.0
sz000997,新大陆,19.59,8.05%,3.04%,350000000.0,254000000.0,95673600.0,606000000.0
sh688590,新致软件,24.61,7.94%,6.11%,128000000.0,105000000.0,23602500.0,235000000.0
sh600446,金证股份,15.79,7.86%,13.32%,1046000000.0000001,917000000.0,129000000.0,1963000000.0
sz300925,法本信息,14.7,7.85%,12.32%,213000000.0,144000000.0,68745200.0,356000000.0
sh600613,神奇制药,8.02,7.80%,17.90%,333000000.0,342000000.0,8869400.0,675000000.0
sz300663,科蓝软件,15.53,7.77%,12.42%,466000000.0,299000000.0,167000000.0,772000000.0
sz002777,久远银海,33.34,7.76%,10.26%,705000000.0,633000000.0,71827900.0,1344000000.0
sz300175,朗源股份,4.88,7.73%,10.39%,134000000.00000001,94256500.0,39568200.0,233000000.0
sz002177,御银股份,4.88,7.73%,23.34%,423000000.00000006,437000000.0,14884100.0,861999999.9999999
sz300619,金银河,75.54,7.68%,6.23%,210000000.0,122000000.0,88305500.0,334000000.0
sh688588,凌志软件,15.82,7.62%,6.32%,162000000.0,122000000.0,39857400.0,285000000.0
sz002068,黑猫股份,13.56,7.62%,6.38%,376000000.0,249000000.00000003,127000000.0,630000000.0
sh600050,中国联通,5.48,7.45%,3.13%,3162000000.0,2123000000.0,1039000000.0,5286000000.0
sz301397,溯联股份,49.2,7.33%,21.36%,146000000.0,99249200.0,46557400.0,245000000.00000003
sz300308,中际旭创,139.87,7.17%,6.04%,3422000000.0,2722000000.0,700000000.0,6145000000.0
sz002528,英飞拓,8.15,7.10%,6.95%,371000000.0,211000000.0,161000000.0,586000000.0
sz301349,信德新材,64.2,7.05%,20.94%,185000000.0,150000000.0,35778600.0,335000000.0
sz300559,佳发教育,15.2,7.04%,3.45%,84533900.0,69948400.0,14585500.0,156000000.0
sz002517,恺英网络,15.53,7.03%,3.77%,650000000.0,428000000.0,222000000.00000003,1083000000.0
sz300231,银信科技,9.6,6.90%,18.95%,339000000.0,237000000.0,102000000.0,619000000.0
sz300377,赢时胜,9.28,6.67%,11.78%,385000000.0,351000000.0,34088200.0,735000000.0
sh688326,经纬恒润,149.46,6.61%,3.13%,141000000.0,90639700.0,49955000.0,233000000.0
sh600363,联创光电,38.1,6.60%,5.12%,536000000.00000006,333000000.0,202999999.99999997,869000000.0
sh603050,科林电气,16.99,6.59%,4.16%,99053799.99999999,57615100.0,41438700.0,157000000.0
sz300226,上海钢联,31.21,6.59%,6.31%,338000000.0,261000000.0,77015700.0,603000000.0
sz300417,南华仪器,13.01,6.55%,26.55%,141000000.0,148000000.0,6379700.0,290000000.0
sz300287,飞利信,4.43,6.49%,13.57%,474000000.0,280000000.0,193000000.0,765000000.0
sh603206,嘉环科技,17.48,6.46%,9.82%,95536000.0,51763300.0,43772600.0,147000000.0
sz300603,立昂技术,12.17,6.38%,9.38%,165000000.0,114999999.99999999,50687600.0,283000000.0
sz002896,中大力德,33.81,6.35%,18.73%,430000000.0,513999999.99999994,84291900.0,949000000.0
sh688168,安博通,36.6,6.33%,2.56%,46639600.0,23561100.0,23078500.0,70248200.0
sz300503,昊志机电,17.17,6.32%,20.99%,426999999.99999994,340000000.0,87501800.0,767000000.0
sh600699,均胜电子,19.77,6.29%,3.65%,601000000.0,364000000.0,237000000.0,966000000.0
sz002236,大华股份,22.3,6.29%,5.01%,1331000000.0,819000000.0,513000000.0,2159000000.0
sz300852,四会富仕,41.87,6.24%,4.33%,103000000.0,80953400.0,21554600.0,184000000.0
sz300419,浩丰科技,6.7,6.18%,8.45%,128000000.0,78857500.0,49312500.0,206999999.99999997
sh603093,南华期货,14.96,6.17%,4.48%,199000000.0,200000000.0,848900.0,398000000.0
sz000977,浪潮信息,50.8,6.14%,9.41%,3797000000.0,3039000000.0,757000000.0,6867000000.0
sz300413,芒果超媒,34.5,6.09%,2.43%,525000000.0,322000000.0,202999999.99999997,846000000.0000001
sz300502,新易盛,56.74,6.04%,8.22%,1598000000.0,1195000000.0,403000000.0,2793000000.0
sz301339,通行宝,24.04,6.00%,8.02%,80627400.0,33804300.0,46823100.00000001,113999999.99999999
sh600629,华建集团,7.78,5.99%,8.99%,382000000.0,266000000.0,115999999.99999999,648000000.0
sz300896,爱美客,473.66,5.98%,4.66%,1098000000.0,843000000.0,254999999.99999997,1939999999.9999998
sh688612,威迈斯,47.9,5.93%,25.91%,217000000.0,159000000.0,57502700.00000001,381000000.0
sz301072,中捷精工,28.61,5.85%,28.34%,143000000.0,123000000.0,20278400.0,266000000.0
sh600595,中孚实业,3.44,5.85%,7.96%,555000000.0,469000000.00000006,86282900.00000001,1023000000.0
sh688227,品高股份,22.65,5.84%,4.95%,41323800.0,27155300.000000004,14168599.999999998,68827000.0
sz300682,朗新科技,21.22,5.84%,1.08%,142000000.0,95333100.0,46942000.0,240000000.0
sh688188,柏楚电子,242.73,5.82%,0.73%,134000000.00000001,120000000.0,14044100.0,256000000.0
sh600571,信雅达,10.22,5.80%,7.64%,202999999.99999997,140000000.0,62991899.99999999,343000000.0
sz002649,博彦科技,14.03,5.73%,7.75%,354000000.0,198000000.0,156000000.0,560000000.0
sh600239,云南城投,3.73,5.67%,26.61%,628000000.0,975000000.0,347000000.0,1603000000.0
sh601138,工业富联,23.77,5.64%,0.94%,2432000000.0,1875000000.0,557000000.0,4307000000.0
sh600864,哈投股份,6.74,5.64%,9.49%,634000000.0,694000000.0,59459000.0,1328000000.0
sz000890,法尔胜,5.64,5.62%,31.07%,344000000.0,332000000.0,11681500.0,680000000.0
sh688665,四方光电,86.53,5.61%,3.48%,39224600.0,24899200.0,14325300.0,64304100.0
sh600085,同仁堂,54.99,5.61%,1.64%,707000000.0,529000000.0,177000000.0,1236000000.0
sz002152,广电运通,12.16,5.56%,2.08%,425000000.0,192000000.0,234000000.0,620000000.0
sz002736,国信证券,10.47,5.54%,1.65%,876000000.0,641000000.0,235000000.0,1531000000.0
