代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301512,智信精密,88.16,122.29%,79.73%,507000000.0,338000000.0,169000000.0,851000000.0
sh688602,康鹏科技,12.09,39.61%,69.94%,331000000.0,437000000.0,105000000.0,771000000.0
sz300868,杰美特,27.41,20.01%,48.34%,336000000.0,272000000.0,63743100.00000001,609000000.0
sz300410,正业科技,10.38,20.00%,18.51%,292000000.0,385000000.0,92607099.99999999,678000000.0
sz301381,赛维时代,41.77,19.99%,32.52%,126000000.0,283000000.0,157000000.0,409000000.0
sz301255,通力科技,66.33,19.84%,66.98%,581000000.0,509999999.99999994,71343400.0,1109000000.0
sz300116,保力新,1.58,19.70%,11.79%,513000000.0,216000000.0,297000000.0,732000000.0
sz301338,凯格精机,62.6,15.50%,76.56%,530000000.0,505999999.99999994,24324899.999999996,1044999999.9999999
sz300579,数字认证,32.72,12.44%,6.92%,362000000.0,221000000.0,141000000.0,587000000.0
sz300225,金力泰,9.27,11.28%,9.98%,240000000.0,183000000.0,57327400.0,425000000.0
sz300515,三德科技,17.01,11.25%,6.01%,95106400.0,88689500.0,6416799.999999999,185000000.0
sz300512,中亚股份,9.91,11.10%,8.35%,142000000.0,126000000.0,16435700.0,270000000.0
sz300880,迦南智能,34.8,10.79%,35.45%,478000000.0,470000000.0,8214600.0,977000000.0
sz002146,荣盛发展,2.16,10.20%,17.66%,824000000.0,620000000.0,204000000.0,1450000000.0
sz002310,东方园林,2.06,10.16%,3.71%,91547500.0,104000000.0,12215000.0,196000000.0
sz002640,跨境通,3.82,10.09%,6.10%,129000000.0,186000000.0,56589500.0,316000000.0
sz002316,亚联发展,6.45,10.07%,2.98%,0.0,60511600.0,60511600.0,60549600.0
sz002559,亚威股份,9.63,10.06%,21.12%,259000000.0,693000000.0,434000000.0,952999999.9999999
sz002193,如意集团,7.33,10.06%,5.75%,45954600.0,59366500.0,13411900.0,105000000.0
sh603569,长久物流,11.94,10.05%,2.85%,75954400.0,111000000.00000001,35454800.0,188000000.0
sh600159,大龙地产,3.07,10.04%,9.52%,47131800.0,192000000.0,145000000.0,239000000.0
sh603767,中马传动,16.46,10.03%,13.39%,291000000.0,374000000.0,83177400.0,665000000.0
sh603378,亚士创能,9.87,10.03%,3.57%,63715500.0,83312099.99999999,19596700.0,147000000.0
sz002280,联络互动,3.4,10.03%,9.16%,304000000.0,269000000.0,34244100.0,575000000.0
sh601116,三江购物,14.39,10.02%,9.83%,424000000.0,320000000.0,104000000.0,748000000.0
sh601086,国芳集团,5.38,10.02%,7.46%,115999999.99999999,142000000.0,25928600.0,259000000.0
sz000526,学大教育,31.64,10.01%,10.10%,194000000.0,168000000.0,25683000.0,362000000.0
sh600280,中央商场,4.18,10.00%,0.53%,0.0,24835400.0,24835400.0,24875600.0
sz002791,坚朗五金,60.29,10.00%,5.79%,270000000.0,282000000.0,12051400.000000002,555000000.0
sz002336,人人乐,15.75,9.99%,3.27%,67955200.0,121000000.0,52651200.0,189000000.0
sh605188,国光连锁,10.24,9.99%,39.72%,104000000.0,138000000.0,33817400.0,242000000.0
sz000721,西安饮食,13.45,9.98%,19.82%,482000000.0,660000000.0,177000000.0,1142000000.0
sz301088,戎美股份,19.75,9.97%,21.58%,120000000.0,110000000.00000001,9683400.0,231999999.99999997
sz002905,金逸影视,12.24,9.97%,6.80%,125000000.0,155000000.0,30267199.999999996,282000000.0
sz000679,大连友谊,6.07,9.96%,3.93%,33871800.0,48502900.0,14631000.0,82403900.0
sz002076,星光股份,2.65,9.96%,4.10%,37825900.0,70942000.0,33116100.0,109000000.00000001
sz002269,美邦服饰,1.77,9.94%,6.06%,149000000.0,112999999.99999999,36005100.0,262000000.0
sz002400,省广集团,6.64,9.93%,22.96%,1094000000.0,1438000000.0,344000000.0,2533000000.0
sz301218,华是科技,38.06,9.78%,54.31%,509000000.0,577000000.0,68281500.0,1092000000.0
sz301448,开创电气,33.64,8.94%,42.85%,149000000.0,136000000.0,13783400.0,287000000.0
sz300503,昊志机电,19.41,8.80%,26.54%,545000000.0,538000000.0,6953800.0,1092000000.0
sz000678,襄阳轴承,8.89,8.68%,22.84%,425000000.0,434999999.99999994,9337100.0,869000000.0
sz300549,优德精密,27.17,8.51%,20.87%,296000000.0,261000000.0,35576500.0,563000000.0
sz001373,翔腾新材,54.18,8.49%,57.24%,263000000.0,231000000.0,31778800.0,501000000.0
sz300648,星云股份,32.4,8.32%,12.94%,216000000.0,193000000.0,22981400.0,409000000.0
sz300528,幸福蓝海,13.14,8.15%,14.48%,364000000.0,327000000.0,36563500.0,694000000.0
sz300898,熊猫乳品,25.25,7.86%,18.18%,128000000.0,112000000.00000001,16611900.0,242000000.0
sh603123,翠微股份,10.49,7.81%,5.19%,217000000.0,128000000.0,89337000.0,347000000.0
sh600785,新华百货,15.86,7.38%,9.01%,155000000.0,157000000.0,2292900.0,317000000.0
sz300864,南大环境,27.9,7.31%,36.55%,196000000.0,189000000.0,7724000.0,386000000.0
sz002694,顾地科技,8.11,7.13%,9.04%,209000000.0,169000000.0,39847100.0,379000000.0
sz002251,步步高,5.66,6.79%,16.42%,418000000.0,369000000.0,48657900.0,789000000.0
sz301110,青木股份,53.9,6.50%,21.84%,149000000.0,124000000.0,24769300.0,274000000.0
sh688292,浩瀚深度,33.61,6.16%,24.40%,154000000.0,130000000.0,24440000.0,285000000.0
sz300887,谱尼测试,20.6,6.08%,3.71%,71104000.0,76353600.0,5249600.0,148000000.0
sz002561,徐家汇,10.35,6.05%,13.24%,315000000.0,239000000.0,76619000.0,556000000.0
sz300464,星徽股份,7.03,6.03%,9.18%,103000000.0,89515900.0,13129500.0,197000000.0
sz002820,桂发祥,11.67,5.99%,9.13%,112000000.00000001,97906800.0,13672700.0,211000000.0
