代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz300045,华力创通,16.72,20.03%,35.45%,1503000000.0,1266000000.0,237000000.0,2770000000.0
sz300749,顶固集创,11.28,20.00%,22.65%,141000000.0,238000000.0,97036100.0,378000000.0
sz300212,易华录,36.01,18.49%,10.96%,1394000000.0,936000000.0,458000000.0,2344000000.0
sz300814,中富电路,37.28,14.01%,52.10%,472000000.0,459000000.0,12186099.999999998,934000000.0
sz300137,先河环保,6.56,13.89%,13.98%,199000000.0,244000000.0,44313700.0,447000000.0
sz300050,世纪鼎利,5.68,12.92%,33.98%,518000000.0,518000000.0,504400.0,1036999999.9999999
sz300084,海默科技,7.34,11.21%,13.78%,190000000.0,139000000.0,50558700.0,331000000.0
sz300851,交大思诺,28.17,10.43%,5.81%,41152100.0,27667700.0,13484300.0,72354100.0
sz002285,世联行,3.14,10.18%,1.63%,28225800.0,73694500.0,45468700.0,102000000.0
sh601188,龙江交通,3.59,10.12%,3.10%,20383500.0,124000000.0,104000000.0,145000000.0
sz002207,准油股份,7.87,10.07%,6.32%,27607700.0,99318500.0,71710900.0,127000000.0
sz002114,罗平锌电,7.98,10.07%,14.76%,137000000.0,236000000.0,98974900.0,373000000.0
sz000766,通化金马,7.99,10.06%,10.12%,387000000.0,370000000.0,17065900.0,758000000.0
sh603399,吉翔股份,10.85,10.04%,3.03%,50312200.0,113999999.99999999,63253800.0,164000000.0
sz002798,帝欧家居,7.45,10.04%,8.11%,59884700.0,112999999.99999999,52864300.0,173000000.0
sh603378,亚士创能,11.74,10.03%,1.50%,16800900.0,57796500.0,40995600.00000001,74597400.0
sh600792,云煤能源,4.06,10.03%,1.47%,7788700.0,51218100.00000001,43429399.99999999,59015800.0
sh600691,阳煤化工,3.4,10.03%,2.34%,75516600.0,109000000.00000001,33753500.0,185000000.0
sh601121,宝地矿业,8.89,10.02%,17.60%,141000000.0,158000000.0,16161600.0,299000000.0
sh600753,庚星股份,12.85,10.02%,21.29%,271000000.0,284000000.0,12670400.0,555000000.0
sh603919,金徽酒,29.54,10.02%,3.32%,263000000.0,225000000.0,37928200.0,488000000.0
sh603709,中源家居,19.0,10.02%,3.89%,31952600.000000004,36187700.0,4235000.0,68140300.0
sh603612,索通发展,18.01,10.02%,3.14%,130000000.0,112000000.00000001,17590300.0,242000000.0
sh603330,天洋新材,9.01,10.01%,7.13%,108000000.0,157000000.0,48860800.0,266000000.0
sh603180,金牌厨柜,32.08,10.01%,3.33%,102000000.0,56688300.0,45114100.0,158000000.0
sz002861,瀛通通讯,12.97,10.01%,12.68%,84166900.0,87659000.0,3492100.0,173000000.0
sz002791,坚朗五金,64.3,10.01%,3.02%,165000000.0,144000000.0,20183100.0,309000000.0
sz000830,鲁西化工,11.76,10.01%,5.22%,482000000.0,395000000.0,86774100.0,881000000.0
sz002978,安宁股份,33.99,10.00%,1.76%,102000000.0,70833500.0,31296400.0,173000000.0
sh603170,宝立食品,21.56,10.00%,6.88%,140000000.0,87278000.0,52534100.0,227000000.0
sh603767,中马传动,22.23,10.00%,16.99%,576000000.0,537000000.0,38998400.0,1114000000.0
sh601127,赛力斯,40.58,10.00%,4.93%,1545000000.0,1324000000.0,221000000.0,2871000000.0
sh600984,建设机械,5.06,10.00%,3.40%,106000000.0,106000000.0,10300.0,212000000.0
sz002949,华阳国际,16.5,10.00%,4.19%,43690800.0,57190700.0,13500000.0,101000000.0
sh603216,梦天家居,16.3,9.99%,15.42%,58549500.0,80470600.0,21921100.0,139000000.0
sh603221,爱丽家居,10.35,9.99%,2.30%,30177199.999999996,24908900.0,5268200.000000001,55086000.0
sz002855,捷荣技术,14.64,9.99%,6.75%,18741600.0,224000000.00000003,204999999.99999997,242000000.0
sz002968,新大正,16.09,9.98%,5.49%,96000900.0,79214700.0,16786200.0,175000000.0
sh603326,我乐家居,13.33,9.98%,0.93%,0.0,38916800.0,38916800.0,38916800.0
sh603161,科华控股,16.31,9.98%,7.37%,46329399.99999999,112000000.00000001,65859799.99999999,159000000.0
sh603389,亚振家居,6.62,9.97%,3.74%,12671900.0,51615500.0,38943600.0,64287400.0
sz000158,常山北明,7.5,9.97%,5.09%,325000000.0,241000000.0,83690400.00000001,579000000.0
sz002822,中装建设,5.19,9.96%,6.91%,49389200.0,186000000.0,137000000.0,236000000.0
sz000609,中迪投资,7.51,9.96%,22.70%,215000000.0,269000000.0,54380200.00000001,484000000.0
sz002235,安妮股份,8.51,9.95%,17.38%,334000000.0,447000000.0,112999999.99999999,782000000.0
sz000737,北方铜业,5.98,9.93%,3.18%,66590800.0,68250600.0,1659800.0,135000000.0
sh600603,广汇物流,6.42,9.93%,3.45%,114999999.99999999,150000000.0,34936200.0,266000000.0
sz000506,中润资源,5.21,9.92%,13.73%,342000000.0,300000000.0,42005700.0,642000000.0
sz000863,三湘印象,4.0,9.89%,3.29%,47804500.0,103000000.0,55382000.0,151000000.0
sh600725,云维股份,3.01,9.85%,1.35%,17934200.0,30822199.999999996,12887900.0,48760900.0
sz300203,聚光科技,16.9,9.60%,3.86%,169000000.0,112999999.99999999,56187800.0,284000000.0
sh600186,莲花健康,4.38,9.23%,14.35%,505000000.0,587000000.0,82041200.00000001,1095000000.0
sz000560,我爱我家,3.41,8.95%,10.72%,409999999.99999994,407000000.0,3687300.0,818000000.0
sh601005,重庆钢铁,1.71,8.92%,4.85%,400000000.0,282000000.0,118000000.0,684000000.0
sz300339,润和软件,22.45,8.72%,6.73%,665000000.0,434000000.0,231000000.0,1119000000.0
sh688458,美芯晟,93.1,8.42%,19.68%,176000000.0,148000000.0,27215300.000000004,324000000.0
sh688059,华锐精密,97.55,8.36%,3.85%,74049700.0,56021100.0,18028600.0,130000000.0
sz002092,中泰化学,7.39,8.36%,2.73%,327000000.0,181000000.0,146000000.0,509999999.99999994
sh600203,福日电子,6.75,8.35%,12.83%,281000000.0,217000000.0,64032600.0,501000000.0
sh605318,法狮龙,18.01,8.17%,7.26%,75887300.0,92751100.0,16863800.0,169000000.0
sz300602,飞荣达,18.79,8.11%,7.76%,236000000.0,211000000.0,24479800.0,451000000.0
sh688035,德邦科技,61.7,8.09%,17.78%,178000000.0,148000000.0,30680900.0,326000000.0
sz301236,软通动力,22.0,8.06%,4.01%,276000000.0,238000000.0,37116500.0,580000000.0
sh601600,中国铝业,6.81,7.92%,2.55%,1229000000.0,997000000.0000001,231999999.99999997,2226000000.0
sh688372,伟测科技,119.99,7.86%,12.68%,179000000.0,176000000.0,3144500.0,355000000.0
