代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688651,盛邦安全,55.0,37.84%,88.16%,396000000.0,349000000.0,47468200.0,745000000.0
sz301172,君逸数码,42.2,34.70%,79.60%,522000000.0,475000000.0,47548800.0,997000000.0000001
sz300155,安居宝,6.23,20.04%,14.82%,117000000.0,180000000.0,62667299.99999999,297000000.0
sz301429,森泰股份,30.1,20.02%,69.23%,272000000.0,282000000.0,10191800.0,554000000.0
sz301049,超越科技,26.45,20.01%,32.73%,121000000.0,92923600.0,28452800.000000004,214000000.0
sz301288,清研环境,21.9,20.00%,10.79%,15155600.0,76918900.0,61763300.0,92074599.99999999
sz300844,山水比德,51.85,20.00%,27.12%,92552900.00000001,137000000.0,44608400.0,229999999.99999997
sz301505,苏州规划,58.93,20.00%,72.10%,362000000.0,384000000.0,22274200.0,746000000.0
sz300437,清水源,16.89,14.74%,18.09%,313000000.0,210000000.0,103000000.0,523000000.00000006
sz300899,上海凯鑫,29.19,13.67%,33.21%,156000000.0,147000000.0,9191900.0,303000000.0
sz301024,霍普股份,37.99,13.54%,60.85%,202999999.99999997,200999999.99999997,1597800.0,404000000.0
sz300989,蕾奥规划,30.65,12.89%,60.12%,333000000.0,368000000.0,35077800.0,702000000.0
sz300983,尤安设计,39.1,12.65%,29.86%,202000000.0,166000000.0,35673600.0,368000000.0
sz300915,海融科技,42.77,11.73%,11.01%,59998900.0,52401500.0,7597300.0,112000000.00000001
sz301148,嘉戎技术,25.07,11.08%,18.40%,103000000.0,67705500.0,35294700.0,171000000.0
sz300116,保力新,1.67,10.60%,10.50%,392000000.0,287000000.0,105000000.0,678000000.0
sz300917,特发服务,33.36,10.28%,35.31%,476999999.99999994,508000000.0,31569500.0,985000000.0
sh600565,迪马股份,2.04,10.27%,6.83%,167000000.0,175000000.0,7747300.0,342000000.0
sz000656,金科股份,2.04,10.27%,1.36%,0.0,147000000.0,147000000.0,147000000.0
sz002305,南国置业,2.7,10.20%,9.55%,229999999.99999997,195000000.0,35251000.0,425000000.0
sz002310,东方园林,2.6,10.17%,8.76%,305000000.0,271000000.0,33874500.0,575000000.0
sh600231,凌钢股份,2.5,10.13%,2.46%,78512100.0,92323900.0,13811800.0,171000000.0
sz000890,法尔胜,4.57,10.12%,6.94%,72985400.0,54744900.0,18240500.0,128000000.0
sh600743,华远地产,2.07,10.11%,3.39%,16250200.0,148000000.0,132000000.0,165000000.0
sz000961,中南建设,2.18,10.10%,5.25%,222000000.00000003,208000000.0,13719900.0,430000000.0
sh603828,柯利达,4.15,10.08%,6.18%,0.0,153000000.0,153000000.0,153000000.0
sh603682,锦和商管,7.55,10.06%,1.14%,0.0,40546800.0,40546800.0,40546800.0
sz002596,海南瑞泽,3.29,10.03%,13.66%,214000000.0,250999999.99999997,37123500.0,463999999.99999994
sh605069,正和生态,10.32,10.02%,4.58%,10193900.0,29044899.999999996,18851000.0,39238700.0
sh600992,贵绳股份,18.89,10.02%,9.79%,152000000.0,294000000.0,142000000.0,446000000.0
sz000826,启迪环境,3.3,10.00%,4.17%,121000000.0,70743900.0,49995500.0,191000000.0
sz000004,国华网安,19.39,9.98%,30.69%,317000000.0,366000000.0,48380100.0,683000000.0
sz002336,人人乐,17.19,9.98%,10.26%,290000000.0,324000000.0,33166100.0,614000000.0
sh600753,庚星股份,11.13,9.98%,9.87%,108000000.0,117000000.0,9036800.0,225000000.0
sh600638,新黄浦,6.84,9.97%,6.93%,155000000.0,156000000.0,893700.0,312000000.0
sh605188,国光连锁,12.25,9.96%,77.05%,206999999.99999997,300000000.0,92691299.99999999,507000000.0
sz002269,美邦服饰,1.99,9.94%,13.44%,314000000.0,341000000.0,27374400.0,655000000.0
sh600470,六国化工,6.2,9.93%,8.21%,99032200.0,160000000.0,60915900.0,259000000.0
sz000965,天保基建,4.76,9.93%,9.16%,193000000.0,274000000.0,81497000.0,467000000.0
sz002575,群兴玩具,5.76,9.92%,0.22%,0.0,7382600.0,7382600.0,7382600.0
sh603023,威帝股份,5.54,9.92%,20.23%,292000000.0,322000000.0,30660100.000000004,614000000.0
sh601086,国芳集团,5.76,9.92%,6.65%,119000000.0,121000000.0,1734300.0,240000000.0
sh601099,太平洋,3.22,9.90%,16.21%,1314000000.0,2225000000.0,911000000.0,3540000000.0
sz002377,国创高新,2.78,9.88%,7.45%,56410500.0,129000000.0,72661100.0,185000000.0
sz301203,国泰环保,43.2,9.87%,40.74%,163000000.0,128000000.0,35247700.0,291000000.0
sz000981,山子股份,1.67,9.87%,5.84%,315000000.0,217000000.0,97619599.99999999,532000000.0
sh600340,华夏幸福,2.68,9.84%,8.91%,432000000.0,480000000.0,47822400.0,911999999.9999999
sz002146,荣盛发展,2.79,9.84%,12.11%,632000000.0,673000000.0,41060000.0,1305000000.0
sh600322,天房发展,2.57,9.83%,20.78%,309000000.0,256000000.0,52871400.0,565000000.0
sh603103,横店影视,21.69,9.77%,3.90%,249000000.00000003,269000000.0,20480300.000000004,518000000.0
sh601005,重庆钢铁,1.58,9.72%,2.69%,167000000.0,176000000.0,9257100.0,344000000.0
sz300505,川金诺,20.8,9.65%,15.18%,276000000.0,229999999.99999997,45817700.00000001,507000000.0
sh603392,万泰生物,73.09,8.68%,0.94%,513999999.99999994,341000000.0,172000000.0,855000000.0000001
sz300778,新城市,20.4,8.57%,17.90%,390000000.0,332000000.0,58204300.0,722000000.0
sz000560,我爱我家,3.09,8.42%,13.48%,478000000.0,429000000.0,48201800.0,907000000.0
sh600162,香江控股,2.36,8.26%,7.66%,342000000.0,234000000.0,108000000.0,576000000.0
sz300457,赢合科技,27.69,8.00%,9.92%,819999999.9999999,667000000.0,153000000.0,1488000000.0
sz300881,盛德鑫泰,34.67,7.77%,14.93%,80625500.0,66996200.0,13629300.0,148000000.0
sz301098,金埔园林,14.81,7.71%,28.28%,225000000.0,216000000.0,9268600.0,442000000.0
sz301259,艾布鲁,15.63,7.57%,14.61%,89540800.0,79892400.0,9648400.0,169000000.0
sz300410,正业科技,10.24,7.56%,16.65%,312000000.0,307000000.0,5813000.0,619000000.0
sz300864,南大环境,25.68,7.36%,28.11%,136000000.0,141000000.0,4350700.0,277000000.0
sz300495,*ST美尚,2.08,7.22%,6.31%,32750600.0,29136500.0,3614100.0000000005,61887100.0
sh688293,奥浦迈,48.85,7.10%,8.01%,59059900.0,37044200.0,22015700.0,96104100.0
sz000517,荣安地产,3.33,7.07%,4.82%,200000000.0,190000000.0,9827500.0,391000000.0
sz301381,赛维时代,51.7,6.93%,60.33%,470000000.0,459999999.99999994,10348500.0,930000000.0000001
sz301081,严牌股份,11.14,6.91%,9.33%,49302700.00000001,37118100.0,12184600.0,86420800.0
sz300865,大宏立,23.4,6.85%,19.07%,61428400.0,61420700.0,7750.0,123000000.0
sz301365,矩阵股份,20.99,6.82%,50.45%,245000000.00000003,237000000.0,8577900.0,482000000.0
sh601116,三江购物,14.1,6.82%,9.29%,337000000.0,353000000.0,15727700.0,690000000.0
sh600802,福建水泥,5.7,6.74%,9.14%,85558900.0,156000000.0,70627700.0,242000000.0
sz301197,工大科雅,25.17,6.70%,19.79%,85921800.0,61687400.0,24234400.0,148000000.0
sz002470,金正大,2.57,6.64%,7.27%,288000000.0,288000000.0,84800.0,577000000.0
sz000897,津滨发展,2.74,6.61%,11.87%,296000000.0,221000000.0,75970900.0,517000000.0
sh688185,康希诺,86.96,6.56%,8.20%,269000000.0,206999999.99999997,62153100.00000001,476000000.0
sz301305,朗坤环境,22.9,6.41%,25.30%,188000000.0,132000000.0,56018300.0,321000000.0
sh600213,亚星客车,11.41,6.34%,23.05%,263000000.0,323000000.0,59268600.0,586000000.0
sh600022,山东钢铁,1.53,6.25%,2.22%,246000000.0,112000000.00000001,134000000.00000001,358000000.0
sz300237,美晨生态,2.21,6.25%,8.16%,170000000.0,84387099.99999999,85520400.00000001,254000000.0
sh688351,微电生理,18.97,6.22%,7.95%,59763000.0,39868600.0,19894400.0,99631600.0
