代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688591,泰凌微,32.7,30.90%,78.34%,638000000.0,736000000.0,98552700.0,1374000000.0
sz300948,冠中生态,18.36,20.00%,30.88%,138000000.0,247000000.00000003,109000000.00000001,384000000.0
sz300854,中兰环保,20.42,19.98%,33.18%,150000000.0,146000000.0,3801800.0,295000000.0
sz300457,赢合科技,28.88,19.98%,11.37%,1021000000.0000001,694000000.0,327000000.0,1714000000.0
sh688357,建龙微纳,61.23,19.24%,6.84%,169000000.0,166000000.0,3055299.9999999995,336000000.0
sz300941,创识科技,31.0,16.41%,58.43%,785000000.0,719000000.0,66338000.0,1504000000.0
sh688466,金科环境,21.0,13.94%,6.96%,107000000.0,70801200.0,36608400.0,178000000.0
sh688345,博力威,34.34,12.26%,15.56%,59148800.0,81381700.0,22232900.0,141000000.0
sz300989,蕾奥规划,24.12,11.31%,33.46%,176000000.0,148000000.0,27631900.0,324000000.0
sz301228,实朴检测,28.32,11.23%,59.81%,459999999.99999994,446000000.0,13374800.0,906000000.0
sh688718,唯赛勃,17.15,10.29%,7.70%,38147100.0,37365100.0,781900.0,75512200.0
sh600187,国中水务,3.16,10.10%,17.86%,380000000.0,518000000.0,138000000.0,897000000.0000001
sh600684,珠江股份,4.49,10.05%,4.20%,48985900.0,109000000.00000001,59517800.0,157000000.0
sh603106,恒银科技,9.32,10.04%,15.94%,316000000.0,440000000.00000006,124000000.0,756000000.0
sh600257,大湖股份,9.21,10.04%,3.19%,0.0,141000000.0,141000000.0,141000000.0
sz001299,美能能源,20.08,10.03%,31.03%,148000000.0,133000000.0,14959000.0,281000000.0
sh688663,新风光,29.5,10.03%,8.37%,129000000.0,83611400.0,45407700.00000001,213000000.0
sz000010,美丽生态,3.4,10.03%,32.35%,218000000.00000003,331000000.0,112999999.99999999,549000000.0
sz002790,瑞尔特,11.86,10.02%,4.76%,53868100.00000001,90252600.0,36384500.0,144000000.0
sz003007,直真科技,30.97,10.02%,58.80%,286000000.0,404000000.0,118000000.0,689000000.0
sz002802,洪汇新材,13.18,10.02%,2.26%,22550200.0,30595700.0,8045599.999999999,53146000.0
sh603324,盛剑环境,34.84,10.01%,5.28%,36294900.0,44332200.0,8037200.0,80627100.0
sh600456,宝钛股份,31.42,10.01%,3.35%,217000000.0,286000000.0,68885800.0,503000000.0
sz002321,华英农业,2.75,10.00%,4.54%,91170300.0,173000000.0,82023600.0,264000000.0
sh605286,同力日升,25.74,10.00%,10.93%,60622500.0,71763700.0,11141199.999999998,132000000.0
sz000712,锦龙股份,15.07,10.00%,4.46%,147000000.0,448000000.00000006,301000000.0,595000000.0
