代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301329,信音电子,28.51,35.76%,71.75%,445000000.0,425000000.0,20360100.0,871000000.0000001
sz301503,智迪科技,39.07,23.68%,63.81%,292000000.0,263000000.0,29362600.000000004,555000000.0
sz301203,国泰环保,44.45,20.01%,45.90%,163000000.0,169000000.0,5686000.0,332000000.0
sz300880,迦南智能,31.44,20.00%,30.07%,356000000.0,293000000.0,62920800.0,748000000.0
sz300521,爱司凯,15.3,20.00%,7.02%,10336300.000000002,143000000.0,133000000.0,153000000.0
sh688291,金橙子,41.05,19.99%,18.81%,65936800.0,117000000.0,51174200.0,183000000.0
sz301182,凯旺科技,28.76,19.98%,23.55%,77900700.0,160000000.0,81712800.0,238000000.0
sz301053,远信工业,29.88,18.48%,42.76%,128000000.0,163000000.0,35268100.0,291000000.0
sz300457,赢合科技,25.75,15.37%,12.52%,883000000.0,728000000.0,154000000.0,1638000000.0
sz300882,万胜智能,33.2,13.27%,50.14%,547000000.0,393000000.0,153000000.0,940000000.0
sz300004,南风股份,6.15,13.26%,11.15%,124000000.0,208000000.0,83558300.0,334000000.0
sz300659,中孚信息,27.12,12.62%,28.18%,546000000.0,579000000.0,33142000.0,1132000000.0
sz300709,精研科技,27.39,12.44%,18.06%,403000000.0,300000000.0,103000000.0,715000000.0
sh688456,有研粉材,40.15,11.00%,10.07%,152000000.0,103000000.0,49412500.0,254999999.99999997
sh688433,华曙高科,42.39,10.59%,22.02%,177000000.0,141000000.0,36189800.0,318000000.0
sz300307,慈星股份,7.51,10.28%,11.41%,358000000.0,302000000.0,55977800.0,666000000.0
sz301379,天山电子,39.79,10.19%,71.10%,359000000.0,369000000.0,10235900.0,728000000.0
sh600280,中央商场,3.14,10.18%,6.12%,110000000.00000001,98852900.00000001,11604100.0,209000000.0
sz002211,宏达新材,4.14,10.11%,10.34%,80479000.0,96961900.0,16482900.0,178000000.0
sz002535,林州重机,5.69,10.06%,20.81%,317000000.0,324000000.0,6416400.0,641000000.0
sz002474,榕基软件,8.86,10.06%,18.31%,337000000.0,463999999.99999994,126000000.0,801000000.0
sz000980,众泰汽车,3.61,10.06%,10.44%,831000000.0,666000000.0,165000000.0,1502000000.0
sh603496,恒为科技,22.63,10.01%,13.64%,447000000.0,513000000.0,65525900.0,960000000.0
sz000550,江铃汽车,15.72,10.01%,1.93%,42983000.0,112999999.99999999,69989400.0,156000000.0
sz000004,国华网安,21.01,10.00%,1.36%,0.0,33974800.0,33974800.0,34092400.0
sz001373,翔腾新材,49.26,10.00%,31.44%,106000000.0,155000000.0,49001100.0,262000000.0
sh605196,华通线缆,7.81,10.00%,14.63%,115999999.99999999,252000000.0,136000000.0,368000000.0
sh603800,道森股份,32.79,10.00%,4.93%,178000000.0,148000000.0,30003500.0,326000000.0
sh603160,汇顶科技,53.67,10.00%,3.85%,444000000.00000006,497000000.0,52725100.0,941000000.0
sh600268,国电南自,8.25,10.00%,12.44%,412000000.0,429000000.0,16646800.0,841000000.0
sz002654,万润科技,13.09,10.00%,19.70%,1058000000.0,877999999.9999999,180000000.0,1935000000.0000002
sz002347,泰尔股份,6.05,10.00%,10.38%,75129700.0,130000000.0,55054600.0,204999999.99999997
sz002146,荣盛发展,1.76,10.00%,5.34%,213000000.0,146000000.0,66790600.00000001,359000000.0
sz000811,冰轮环境,17.16,10.00%,4.05%,252999999.99999997,258000000.0,5272200.0,513000000.0
sz001296,长江材料,24.11,9.99%,27.55%,128000000.0,112000000.00000001,16032100.0,240000000.0
sh600895,张江高科,15.53,9.99%,3.44%,441000000.0,357000000.0,84106700.0,798000000.0
sz002339,积成电子,8.15,9.99%,9.34%,177000000.0,177000000.0,87800.0,355000000.0
sh603380,易德龙,26.55,9.98%,4.64%,85800000.0,107000000.0,20924400.0,193000000.0
sz002134,天津普林,12.02,9.97%,10.73%,86989599.99999999,225000000.0,138000000.0,312000000.0
sz000544,中原环保,7.94,9.97%,2.02%,78937300.0,74612600.0,4324700.0,154000000.0
sh688502,茂莱光学,214.12,9.36%,14.21%,216000000.0,141000000.0,75208100.0,357000000.0
sz300578,会畅通讯,20.36,9.34%,6.41%,147000000.0,96727700.0,50616100.0,244000000.0
sz301361,众智科技,32.88,9.20%,48.56%,250999999.99999997,202000000.0,48565600.00000001,453000000.0
sh688237,超卓航科,48.41,9.18%,12.58%,66121800.0,45680200.00000001,20441500.0,112000000.00000001
sh603366,日出东方,6.22,9.12%,5.19%,152000000.0,106000000.0,46749000.0,258000000.0
sz300056,中创环保,7.66,8.65%,7.11%,124000000.0,81389500.0,42439600.0,206999999.99999997
sz300628,亿联网络,38.04,8.47%,2.60%,370000000.0,336000000.0,34174700.0,706000000.0
sz301106,骏成科技,44.7,8.44%,26.23%,121000000.0,115999999.99999999,5011300.0,236000000.0
sz300302,同有科技,16.93,8.32%,25.38%,783000000.0,708000000.0,74579000.0,1506000000.0
sh600329,达仁堂,43.37,8.26%,2.51%,362000000.0,236000000.0,126000000.0,599000000.0
sh600719,大连热电,9.6,8.11%,18.57%,383000000.0,317000000.0,65369600.0,700000000.0
sz003011,海象新材,33.39,8.02%,9.28%,84750500.0,85572700.0,822200.0,171000000.0
sz300958,建工修复,19.51,7.85%,15.70%,128000000.0,106000000.0,22090000.0,235000000.0
sz300588,熙菱信息,12.7,7.63%,20.89%,196000000.0,190000000.0,6109800.0,387000000.0
sz300854,中兰环保,17.74,7.52%,16.73%,73171300.0,60652299.99999999,12519000.0,134000000.00000001
sz300541,先进数通,14.08,7.24%,12.56%,229999999.99999997,214000000.0,16479900.0,444000000.00000006
sz300782,卓胜微,122.22,7.22%,2.66%,740000000.0,613000000.0,127000000.0,1360000000.0
sh603578,三星新材,15.3,7.14%,7.94%,109000000.00000001,111000000.00000001,2107800.0,220000000.00000003
sh688333,铂力特,135.0,7.13%,5.01%,667000000.0,392000000.0,275000000.0,1060000000.0
sz000068,华控赛格,3.49,7.06%,3.59%,71182200.0,53117100.0,18065100.0,125000000.0
sh600129,太极集团,53.6,7.05%,2.11%,358000000.0,260000000.0,98652400.0,618000000.0
sh603057,紫燕食品,25.86,6.99%,8.49%,50254300.0,40454300.0,9800100.0,90708600.0
sz002036,联创电子,11.8,6.88%,11.51%,658000000.0,760000000.0,102000000.0,1425000000.0
sz300514,友讯达,16.13,6.82%,15.44%,210000000.0,164000000.0,46121600.0,374000000.0
sh603668,天马科技,15.01,6.76%,3.90%,140000000.0,114999999.99999999,25330200.0,254999999.99999997
sz300275,梅安森,15.38,6.73%,8.13%,166000000.0,145000000.0,20480400.0,312000000.0
sh688676,金盘科技,32.41,6.61%,4.62%,172000000.0,111000000.00000001,61314799.99999999,283000000.0
sh600602,云赛智联,14.75,6.58%,12.82%,941000000.0,1069999999.9999999,129000000.0,2011000000.0
sh603773,沃格光电,32.93,6.57%,9.26%,248000000.0,227999999.99999997,20540800.0,476000000.0
sh600133,东湖高新,8.14,6.54%,9.69%,334000000.0,271000000.0,63175100.0,605000000.0
sz300227,光韵达,8.73,6.46%,13.84%,264000000.0,225000000.0,38262300.0,495000000.0
sz300360,炬华科技,19.27,6.46%,9.27%,411000000.00000006,321000000.0,89763100.0,742000000.0
sz300345,华民股份,11.22,6.45%,2.50%,72789400.0,48021300.0,24768100.0,122000000.0
sz300233,金城医药,19.9,6.42%,2.76%,98264200.0,82010400.00000001,16253800.000000002,196000000.0
sz002222,福晶科技,29.37,6.41%,10.85%,786000000.0,552000000.0,235000000.0,1344000000.0
sh605020,永和股份,31.94,6.40%,4.02%,124000000.0,95244000.0,28373800.0,219000000.0
