代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh603119,浙江荣泰,35.37,130.87%,73.63%,865000000.0,685000000.0,179000000.0,1562000000.0
sz301371,敷尔佳,70.66,26.90%,73.26%,1010000000.0,988000000.0000001,21424200.0,1998000000.0
sz301316,慧博云通,27.6,20.00%,36.98%,145000000.0,202999999.99999997,58648200.0,348000000.0
sz301289,国缆检测,43.62,20.00%,29.45%,99741100.0,210000000.0,110000000.00000001,310000000.0
sz300881,盛德鑫泰,40.98,20.00%,40.71%,185000000.0,278000000.0,93301600.0,463999999.99999994
sz301141,中科磁业,72.99,16.17%,51.70%,363000000.0,323000000.0,39739500.0,704000000.0
sz301315,威士顿,76.7,16.05%,73.05%,567000000.0,525000000.0,41806400.0,1092000000.0
sz300551,古鳌科技,27.3,12.81%,7.30%,268000000.00000003,175000000.0,93534100.0,443000000.0
sz301398,星源卓镁,84.25,12.11%,63.64%,512000000.0,466000000.0,46108000.0,977999999.9999999
sh688622,禾信仪器,34.85,10.95%,7.28%,43135500.0,52610700.0,9475300.0,95746299.99999999
sh688776,国光电气,87.8,10.66%,6.60%,112999999.99999999,71765700.0,41279799.99999999,185000000.0
sz000413,东旭光电,2.05,10.22%,6.48%,405999999.99999994,252000000.0,154000000.0,657000000.0
sz002256,兆新股份,2.7,10.20%,7.94%,106000000.0,185000000.0,79578100.0,291000000.0
sh600239,云南城投,2.92,10.19%,7.31%,182000000.0,150000000.0,31309500.0,332000000.0
sz002630,华西能源,3.15,10.14%,28.91%,459000000.0,461000000.00000006,1892800.0,921000000.0000001
sh600577,精达股份,4.79,10.11%,9.27%,473000000.00000006,387000000.0,86031600.0,861000000.0
sh601777,力帆科技,4.36,10.10%,2.74%,57849000.0,206000000.0,148000000.0,265000000.0
sz002175,东方智造,3.27,10.10%,2.28%,21703000.0,72003700.0,50300700.0,93712900.00000001
sh600569,安阳钢铁,2.51,10.09%,5.95%,176000000.0,246000000.0,70662600.0,422000000.0
sh600595,中孚实业,3.28,10.07%,2.44%,157000000.0,149000000.0,8643300.0,306000000.0
sh600531,豫光金铅,7.65,10.07%,11.30%,508000000.0,396000000.0,112000000.00000001,902999999.9999999
sh600906,财达证券,8.86,10.06%,16.73%,690000000.0,1226000000.0,536000000.00000006,1925000000.0
sh605162,新中港,10.41,10.04%,26.65%,115999999.99999999,157000000.0,40643200.0,273000000.0
sz000608,阳光股份,3.62,10.03%,14.88%,171000000.0,222000000.00000003,50720700.0,393000000.0
sh603536,惠发食品,8.01,10.03%,2.93%,9136300.0,47767100.0,38630900.0,57113200.0
sz002471,中超控股,3.18,10.03%,9.30%,171000000.0,192000000.0,21122199.999999996,362000000.0
sh605011,杭州热电,33.0,10.00%,12.28%,223000000.0,252000000.0,29304699.999999996,475000000.0
sh603267,鸿远电子,64.57,10.00%,4.54%,339000000.0,321000000.0,18612900.0,661000000.0
sh600719,大连热电,8.8,10.00%,17.50%,315000000.0,286000000.0,29000000.0,601000000.0
sh600103,青山纸业,3.3,10.00%,9.92%,433000000.0,302000000.0,131000000.0,734000000.0
sz000980,众泰汽车,4.84,10.00%,13.96%,1401000000.0,1349000000.0,52302000.0,2751000000.0
sz000890,法尔胜,5.39,10.00%,20.51%,204999999.99999997,223000000.0,17563100.0,429000000.0
sh603132,金徽股份,14.98,9.99%,15.54%,175000000.0,175000000.0,298200.0,350000000.0
sh688627,精智达,90.3,9.99%,16.53%,152000000.0,133000000.0,19164300.0,285000000.0
sh603685,晨丰科技,15.74,9.99%,3.15%,47736600.0,34311600.0,13424900.0,82048300.0
sz000004,国华网安,19.62,9.98%,23.60%,283000000.0,250000000.0,32515800.0,533000000.0
sh600468,百利电气,5.73,9.98%,4.75%,124000000.0,154000000.0,29798400.0,278000000.0
sh600361,创新新材,5.84,9.98%,4.03%,41872800.0,64029100.0,22156300.0,106000000.0
sz002377,国创高新,4.08,9.97%,1.55%,0.0,57903800.0,57903800.0,57903900.0
sz000962,东方钽业,13.58,9.96%,8.27%,249000000.00000003,223000000.0,25995900.0,471000000.0
sh600105,永鼎股份,6.97,9.94%,15.03%,775000000.0,613000000.0,162000000.0,1389000000.0
sz000506,中润资源,4.87,9.93%,11.21%,235000000.0,262000000.0,26699300.0,497000000.0
sh601005,重庆钢铁,1.91,9.77%,9.00%,604000000.0,797000000.0,193000000.0,1404000000.0
sz002997,瑞鹄模具,38.31,9.71%,11.53%,204999999.99999997,285000000.0,80200500.0,490000000.00000006
sz000565,渝三峡A,6.46,9.68%,7.35%,54339000.0,149000000.0,94453400.0,202999999.99999997
sz300394,天孚通信,97.69,9.29%,6.99%,1259000000.0,1103000000.0,156000000.0,2362000000.0
sz301329,信音电子,24.91,9.21%,54.00%,282000000.0,254999999.99999997,26297300.0,537000000.0
sz300042,朗科科技,35.75,8.83%,8.87%,304000000.0,258000000.0,45745300.0,563000000.0
sz000037,深南电A,11.38,8.17%,17.34%,337000000.0,312000000.0,24980300.000000004,649000000.0
sz001234,泰慕士,35.8,8.16%,23.57%,126000000.0,112999999.99999999,13019500.0,240000000.0
sz300025,华星创业,14.3,7.92%,5.55%,206000000.0,132000000.0,74305100.0,338000000.0
sz300395,菲利华,42.74,7.71%,2.84%,319000000.0,267000000.0,52079000.0,585000000.0
sz301379,天山电子,36.33,7.55%,43.21%,193000000.0,189000000.0,4556600.0,382000000.0
sz300091,金通灵,3.29,7.52%,11.19%,219000000.0,182000000.0,36993200.0,401000000.0
sh601099,太平洋,4.3,7.50%,31.95%,3949000000.0,5363000000.0,1414000000.0,9434000000.0
