代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sz301499,维科精密,35.28,80.92%,73.72%,484999999.99999994,454000000.0,31269800.0,939000000.0
sz301281,科源制药,31.97,20.01%,34.21%,87573200.0,183000000.0,95918799.99999999,271000000.0
sz300898,熊猫乳品,29.6,16.90%,41.98%,344000000.0,284000000.0,59049300.0,628000000.0
sz300601,康泰生物,28.6,14.54%,4.86%,696000000.0,500000000.0,196000000.0,1196000000.0
sz301505,苏州规划,42.47,14.26%,75.14%,329000000.0,264000000.0,65048900.0,592000000.0
sz301098,金埔园林,14.37,14.23%,29.09%,240000000.0,195000000.0,44075800.0,434999999.99999994
sz300877,金春股份,20.95,11.02%,27.41%,167000000.0,157000000.0,9991500.0,324000000.0
sz002076,星光股份,2.92,10.19%,15.10%,222000000.00000003,212000000.0,9065900.0,434000000.0
sz002310,东方园林,2.27,10.19%,3.92%,113999999.99999999,118000000.0,4103200.0,231000000.0
sz002146,荣盛发展,2.38,10.19%,12.35%,636000000.0,461000000.00000006,175000000.0,1096000000.0
sz002269,美邦服饰,1.95,10.17%,13.35%,382000000.0,248000000.0,134000000.00000001,630000000.0
sz002374,中锐股份,4.24,10.13%,6.45%,61200200.00000001,227999999.99999997,167000000.0,289000000.0
sh600159,大龙地产,3.38,10.10%,15.51%,164000000.0,258000000.0,93966299.99999999,422000000.0
sz000716,黑芝麻,8.09,10.07%,28.41%,830000000.0000001,715000000.0,114999999.99999999,1545000000.0
sz000656,金科股份,1.53,10.07%,15.76%,779000000.0,453000000.0,326000000.0,1232000000.0
sz000413,东旭光电,1.86,10.06%,4.07%,235000000.0,137000000.0,97662900.00000001,372000000.0
sh600280,中央商场,4.6,10.05%,1.23%,0.0,63880500.0,63880500.0,63880500.0
sz002655,共达电声,14.14,10.04%,5.03%,51413900.0,202000000.0,150000000.0,252999999.99999997
sz000670,盈方微,7.35,10.03%,7.32%,137000000.0,185000000.0,47702900.0,321000000.0
sz002336,人人乐,17.33,10.03%,7.10%,192000000.0,264000000.0,71596400.0,455999999.99999994
sz002172,澳洋健康,3.84,10.03%,4.61%,44828500.0,87213000.0,42384500.0,132000000.0
sz002549,凯美特气,11.97,10.02%,5.54%,188000000.0,215000000.0,27511500.0,403000000.0
sh601900,南方传媒,21.88,10.01%,5.82%,455999999.99999994,612000000.0,156000000.0,1068000000.0
sh603291,联合水务,17.49,10.00%,38.83%,120000000.0,163000000.0,42252900.0,283000000.0
sh603918,金桥信息,28.59,10.00%,22.11%,1199000000.0,1081000000.0,118000000.0,2280000000.0
sh600322,天房发展,2.09,10.00%,6.94%,82314100.0,73199500.0,9114600.0,156000000.0
sz000961,中南建设,1.76,10.00%,8.96%,363000000.0,214000000.0,149000000.0,578000000.0
sz000897,津滨发展,2.53,10.00%,8.60%,208000000.0,133000000.0,75104700.0,341000000.0
sz000638,万方发展,6.93,10.00%,9.63%,88644700.0,114999999.99999999,26395700.0,204000000.0
sz001210,金房能源,24.88,9.99%,11.90%,28611900.0,112999999.99999999,84810900.0,142000000.0
sz002719,麦趣尔,11.13,9.98%,15.29%,121000000.0,144000000.0,22451300.0,265000000.0
sz002968,新大正,16.98,9.97%,4.15%,43302000.0,97846200.00000001,54544100.0,141000000.0
sz300032,金龙机电,7.5,9.97%,20.51%,551000000.0,724000000.0,173000000.0,1275000000.0
sz002761,浙江建投,16.65,9.97%,6.69%,534999999.99999994,616000000.0,81299500.0,1151000000.0
