代码,股票简称,最新价,涨跌幅,换手率,流入资金(元),流出资金(元),净额(元),成交额(元)
sh688629,华丰科技,23.11,149.57%,93.75%,549000000.0,468000000.0,80272600.0,1017000000.0
sh688620,安凯微,14.29,33.80%,67.70%,363000000.0,463000000.0,100000000.0,826000000.0
sz301170,锡南科技,41.0,20.59%,68.06%,308000000.0,373000000.0,65292299.99999999,681000000.0
sz300282,*ST三盛,2.86,20.17%,8.97%,60241300.0,30634899.999999996,29606400.0,90876200.00000001
sz300540,蜀道装备,28.46,19.98%,14.69%,199000000.0,238000000.0,39792100.0,437000000.0
sz300356,光一退,1.52,19.69%,0.21%,0.0,0.0,0.0,1291500.0
sz300273,和佳退,0.5,19.05%,8.66%,0.0,0.0,0.0,27069200.0
sz300600,国瑞科技,13.8,16.65%,18.81%,326000000.0,274000000.0,51986700.0,600000000.0
sz300423,昇辉科技,12.12,15.32%,20.00%,356000000.0,401999999.99999994,45416200.0,758000000.0
sh688569,铁科轨道,42.13,14.61%,5.04%,155000000.0,113999999.99999999,40137400.0,269000000.0
sz300089,文化退,0.26,13.04%,12.67%,0.0,0.0,0.0,12591199.999999998
sz300392,腾信退,0.27,12.50%,6.71%,0.0,0.0,0.0,5098200.0
sh688551,科威尔,68.86,12.42%,3.67%,41664399.99999999,34435700.0,7228700.0,76100000.0
sz300302,同有科技,15.12,12.42%,19.08%,530000000.0,478000000.0,51455200.00000001,1008000000.0
sh688800,瑞可达,61.84,11.62%,8.32%,269000000.0,193000000.0,76727400.0,462000000.0
sz301183,东田微,71.99,11.61%,31.72%,467000000.0,405000000.0,61362800.0,872000000.0000001
sz300609,汇纳科技,28.88,10.99%,10.05%,158000000.0,112000000.00000001,45709200.0,270000000.0
sz300586,美联新材,12.03,10.57%,4.74%,160000000.0,142000000.0,17945600.0,302000000.0
sh688115,思林杰,37.78,10.24%,14.13%,89466900.0,64617299.99999999,24849500.0,154000000.0
sz002411,必康退,0.97,10.23%,0.15%,0.0,0.0,0.0,2168300.0
sz002418,康盛股份,3.36,10.16%,10.31%,183000000.0,206999999.99999997,24796100.0,390000000.0
sz000961,中南建设,1.52,10.14%,4.42%,148000000.0,99493600.0,48430000.0,247000000.00000003
sh600665,天地源,3.93,10.08%,2.54%,44826000.0,37673200.0,7152800.0,82499200.0
sz000635,英力特,9.41,10.06%,3.17%,44676000.0,44091800.0,584200.0,88767800.0
sz002697,红旗连锁,5.8,10.06%,4.33%,148000000.0,114999999.99999999,32941100.0,263000000.0
sz002329,皇氏集团,6.57,10.05%,5.37%,99238200.0,104000000.0,4781400.0,202999999.99999997
sz002899,英派斯,15.57,10.04%,3.29%,24128200.0,35696500.0,11568400.0,59824700.0
sh600475,华光环能,12.06,10.04%,6.18%,225000000.0,465000000.00000006,240000000.0,689000000.0
sz002574,明牌珠宝,6.25,10.04%,3.00%,52578700.0,43639000.0,8939800.0,96217700.0
sz002168,惠程科技,5.04,10.04%,12.75%,188000000.0,307000000.0,120000000.0,495000000.0
sh603848,好太太,14.04,10.03%,0.90%,27285200.0,21941500.0,5343700.0,49226800.0
sh600706,曲江文旅,17.22,10.03%,9.09%,160000000.0,233000000.0,73367400.0,392000000.0
sz002051,中工国际,11.63,10.03%,2.79%,235000000.0,151000000.0,84280100.0,385000000.0
sz000837,秦川机床,16.34,10.03%,13.77%,679000000.0,776000000.0,97074100.0,1455000000.0
sz001322,箭牌家居,17.57,10.02%,17.05%,142000000.0,141000000.0,601900.0,284000000.0
sh600149,廊坊发展,5.49,10.02%,3.86%,29413200.0,49020800.0,19607600.0,78433900.0
sh603767,中马传动,11.97,10.02%,20.70%,326000000.0,363000000.0,36789900.0,689000000.0
sh603801,志邦家居,33.83,10.02%,1.91%,118000000.0,76620400.0,40974100.0,194000000.0
sh600992,贵绳股份,17.35,10.02%,5.28%,99312600.0,119000000.0,19864000.0,218000000.00000003
sh600482,中国动力,22.61,10.02%,1.99%,468000000.0,411000000.00000006,57316800.0,880000000.0000001
sz002832,比音勒芬,35.59,10.02%,1.76%,139000000.0,99391400.0,39786200.0,239000000.0
sz002581,未名医药,19.21,10.02%,3.45%,158000000.0,101000000.0,57405300.0,259000000.0
sz002254,泰和新材,23.39,10.02%,4.71%,285000000.0,172000000.0,112999999.99999999,457000000.0
sz002043,兔宝宝,11.09,10.02%,5.52%,229000000.0,184000000.0,44728500.0,413999999.99999994
sz000609,中迪投资,4.5,10.02%,2.47%,15079600.0,16401199.999999998,1321500.0,31480800.0
sh603051,鹿山新材,45.05,10.01%,7.76%,65806600.0,100000000.0,34554500.0,166000000.0
sh603042,华脉科技,18.9,10.01%,0.39%,0.0,11907000.0,11907000.0,11907000.0
sh600776,东方通信,11.76,10.01%,4.10%,199000000.0,252000000.0,52943500.0,451000000.0
sh600072,中船科技,28.25,10.01%,19.25%,2217000000.0,1682999999.9999998,534000000.0,3900000000.0
sz002930,宏川智慧,23.18,10.01%,0.51%,18641700.0,31850700.0,13209000.0,50492299.99999999
sz002835,同为股份,19.34,10.01%,3.78%,27567000.0,63269500.0,35702500.0,90836600.0
sz002739,万达电影,12.86,10.01%,3.33%,468000000.0,408000000.0,59871500.0,876000000.0
sz002261,拓维信息,20.0,10.01%,25.86%,2962000000.0,2749000000.0,214000000.0,5712000000.0
sz002188,中天服务,6.38,10.00%,6.73%,61714500.0,38557800.0,23156700.0,100000000.0
sh600860,京城股份,13.53,10.00%,5.68%,133000000.0,114999999.99999999,17697300.0,248000000.0
sz002792,通宇通讯,17.38,10.00%,14.15%,235000000.0,349000000.0,113999999.99999999,585000000.0
sz002572,索菲亚,18.59,10.00%,3.31%,215000000.0,170000000.0,44728700.0,385000000.0
sz002615,哈尔斯,6.27,10.00%,7.00%,67240700.0,54929200.0,12311500.0,122000000.0
sz002380,科远智慧,22.88,10.00%,5.46%,26261100.0,149000000.0,122000000.0,175000000.0
sh601155,新城控股,14.75,9.99%,2.03%,342000000.0,313000000.0,28787500.0,654000000.0
sz002199,东晶电子,10.13,9.99%,29.64%,283000000.0,424000000.0,141000000.0,707000000.0
sz000860,顺鑫农业,34.24,9.99%,4.19%,530999999.99999994,499000000.0,32377800.000000004,1030000000.0000001
sz002553,南方精工,18.85,9.98%,57.48%,1259000000.0,1238000000.0,21456000.0,2497000000.0
sh600338,西藏珠峰,18.3,9.98%,3.56%,322000000.0,256999999.99999997,65038000.0,580000000.0
sz000037,深南电A,11.57,9.98%,25.47%,317000000.0,678000000.0,361000000.0,994999999.9999999
sz000610,西安旅游,17.3,9.98%,11.33%,222000000.00000003,231000000.0,8833600.0,453000000.0
sh603099,长白山,13.68,9.97%,6.24%,94506000.0,125000000.0,30567700.0,220000000.00000003
sh603798,康普顿,9.49,9.97%,3.59%,16248699.999999998,70865000.0,54616200.0,87113600.0
sh601226,华电重工,7.61,9.97%,3.04%,112999999.99999999,150000000.0,36646600.0,262000000.0
sz002846,英联股份,12.57,9.97%,7.52%,104000000.0,102000000.0,2389100.0,206000000.0
sz002694,顾地科技,6.07,9.96%,2.45%,20744800.0,57992000.0,37247200.0,78736800.0
sz000723,美锦能源,7.4,9.96%,1.84%,250999999.99999997,277000000.0,25502100.0,528000000.0
sz002076,星光股份,2.43,9.95%,1.35%,11464200.0,21996700.0,10532500.0,33460900.0
sz002316,亚联发展,4.64,9.95%,3.12%,13612800.0,31191400.0,17578500.0,44804600.0
sh600691,阳煤化工,3.21,9.93%,1.88%,50074900.0,91084200.0,41009300.0,141000000.0
sz002634,棒杰股份,7.68,9.87%,3.42%,61441000.0,32721500.0,28719500.0,94162600.0
sz000038,大通退,0.67,9.84%,7.40%,0.0,0.0,0.0,13712700.0
sz002751,易尚退,1.35,9.76%,9.04%,0.0,0.0,0.0,15135800.0
sz300729,乐歌股份,17.95,9.72%,8.32%,234000000.0,199000000.0,35260500.0,432000000.0
sz300526,中潜退,0.91,9.64%,8.67%,0.0,0.0,0.0,14413900.000000002
sz300985,致远新能,29.53,9.25%,29.89%,183000000.0,139000000.0,43651300.0,321000000.0
