行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16011,煤炭行业,-0.96,2023-07-14 00:00:00,20,28,1075800128.053,4.19448049,1479617198044.0,0.000727080038,0.000560719933,26854951241.54,0.013997122754,0.018149931805,600188,兖矿能源,600546,山煤国际,兖矿能源,600188,晋控煤业,601001,601088
16031,酿酒行业,-1.03,2023-07-14 00:00:00,18,30,833829760.3765,0.34714881000000003,4489912982833.84,0.000185711786,0.000434602074,241931146779.76,0.126097416044,0.053883259588,600519,贵州茅台,600600,青岛啤酒,伊力特,600197,酒鬼酒,799,600519
16056,通信服务,0.30000000000000004,2023-07-14 00:00:00,11,13,683396493.5772,6.60121702,2902333893997.49,0.000235464464,0.000356194451,11818176696.18,0.006159775472,0.00407195627,600050,中国联通,2929,润建股份,梦网科技,2123,润建股份,2929,600050
16079,光学光电子,0.31,2023-07-14 00:00:00,27,46,511140149.4935,2.04335119,803087635336.69,0.0006364687079999999,0.000266412378,26136865788.88,0.013622848001999999,0.032545471551,100,TCL科技,301205,联特科技,TCL科技,100,联特科技,301205,725
16052,贵金属,0.5,2023-07-14 00:00:00,8,10,462780310.243,1.64282897,615958122039.88,0.0007513178149999999,0.000241206649,28652303805.96,0.014933924473,0.046516642578,601899,紫金矿业,600988,赤峰黄金,恒邦股份,2237,赤峰黄金,600988,601899
16029,银行,-0.35000000000000003,2023-07-14 00:00:00,26,42,365930567.8438,0.22912761,9996011123733.85,3.6607659e-05,0.00019072740199999998,160070601239.15,0.083430717663,0.016013447689999998,1,平安银行,601288,农业银行,瑞丰银行,601528,紫金银行,601860,600036
16027,证券,-0.37,2023-07-14 00:00:00,34,48,358329090.7355,0.71762797,2762912443354.12,0.000129692525,0.000186765421,50188325253.25,0.026158757209,0.018165007498999998,600030,中信证券,600837,海通证券,国盛金控,2670,东吴证券,601555,600030
16014,互联网服务,-0.25,2023-07-14 00:00:00,51,77,337378372.2219,0.8392629500000001,1410574798259.77,0.000239177938,0.000175845655,40971081988.39,0.021354619445,0.029045664249,300059,东方财富,300418,昆仑万维,汉得信息,300170,东方国信,300166,300059
16050,农药兽药,-0.25,2023-07-14 00:00:00,9,21,273215555.9351,8.5376181,238101779009.42,0.001147473812,0.000142403225,3452701368.87,0.001799589374,0.014500947382,600486,扬农化工,300261,雅本化学,扬农化工,600486,雅本化学,300261,600486
16047,医疗服务,-1.3599999999999999,2023-07-14 00:00:00,13,29,247070222.9588,0.6265880500000001,855409336586.53,0.000288832741,0.000128775964,39580996357.81,0.020630090138,0.046271410265,603259,药明康德,603108,润达医疗,康龙化成,300759,润达医疗,603108,603259
