行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16031,酿酒行业,-0.61,2023-07-21 00:00:00,24,30,2351020060.3335,1.00005477,4504859416691.51,0.000521885334,0.001230204839,243072237826.22,0.127191021556,0.053957785436,600519,贵州茅台,600809.0,山西汾酒,酒鬼酒,799,山西汾酒,600809.0,600519
16012,食品饮料,-0.8,2023-07-21 00:00:00,58,69,579656397.4405,0.8890901600000001,1551367388892.15,0.000373642247,0.000303313492,66551833570.74,0.034824197835,0.042898822063,600887,伊利股份,605499.0,东鹏饮料,国联水产,300094,味知香,605089.0,600887
16024,化学制药,1.13,2023-07-21 00:00:00,76,93,375430091.8568,1.03151886,1522461940457.99,0.000246594074,0.00019644916,36921116635.04,0.019319501823,0.024250929139,300630,普利制药,600079.0,人福医药,普利制药,300630,济民医疗,603222.0,600276
16015,通信设备,0.35000000000000003,2023-07-21 00:00:00,27,63,350801221.8824,1.34307489,1168828573594.18,0.000300130601,0.000183561752,26432360299.41,0.013831110203,0.022614402913,300394,天孚通信,600487.0,亨通光电,天孚通信,300394,共进股份,603118.0,63
16085,生物制品,1.3599999999999999,2023-07-21 00:00:00,35,42,339216191.1891,2.5751595,1023902807215.37,0.000331297257,0.000177499719,13832811263.41,0.007238216142,0.013509887037999999,2007,华兰生物,300841.0,康华生物,华兰生物,2007,康华生物,300841.0,300122
16027,证券,-0.18,2023-07-21 00:00:00,39,48,317511321.8627,0.63419631,2754474498537.45,0.000115271106,0.000166142336,50515738797.21,0.026433082115,0.018339519507,601688,华泰证券,601099.0,太平洋,天风证券,601162,太平洋,601099.0,600030
16070,汽车整车,-1.07,2023-07-21 00:00:00,14,19,273105997.559,0.66261772,1738957160731.91,0.000157051596,0.000142906615,41356304046.73,0.021640277008,0.023782244313,601127,赛力斯,2594.0,比亚迪,江淮汽车,600418,众泰汽车,980.0,2594
16017,房地产开发,0.0,2023-07-21 00:00:00,41,58,265598566.2254,1.51332741,1153276135367.32,0.000230299196,0.000138978245,17993123633.05,0.009415159034,0.015601747995,600383,金地集团,736.0,中交地产,首开股份,600376,中交地产,736.0,600048
16035,汽车零部件,-0.39,2023-07-21 00:00:00,39,68,237036813.6674,0.7893240300000001,1074692385066.03,0.000220562476,0.0001240329,30017045339.62,0.01570684787,0.027930825375,2472,双环传动,600699.0,均胜电子,双环传动,2472,均胜电子,600699.0,338
16041,化学制品,-0.48,2023-07-21 00:00:00,45,72,236175060.0001,0.50968503,1208753432147.14,0.000195387292,0.000123581975,46421662059.55,0.024290797964,0.03840457518,600309,万华化学,2409.0,雅克科技,国泰集团,603977,登康口腔,1328.0,600309
16019,家电行业,-0.58,2023-07-21 00:00:00,24,42,213893659.4559,0.14040103,1583203589475.93,0.000135101803,0.000111922914,151227115700.34,0.079131749084,0.095519689764,2050,三花智控,651.0,格力电器,奥马电器,2668,亿田智能,300911.0,333
16047,医疗服务,0.28,2023-07-21 00:00:00,21,29,194185150.1356,0.50625721,850950652344.41,0.000228197898,0.00010161015399999999,39092638661.67,0.020455781751,0.045939959684,300347,泰格医药,2821.0,凯莱英,美迪西,688202,凯莱英,2821.0,603259
16081,中药,1.17,2023-07-21 00:00:00,30,42,179855389.0561,0.72117204,937903358351.95,0.000191763242,9.4111902e-05,25186227715.26,0.013179053523,0.026853755764,2603,以岭药业,600436.0,片仔癀,江中药业,600750,华森制药,2907.0,600436
