行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16011,煤炭行业,-2.32,2023-08-10 00:00:00,24,28,556449360.0595,2.30125851,1422639942814.12,0.000391138575,0.000286120053,25351407044.39,0.013035410661,0.017819974177,600188.0,兖矿能源,983,山西焦煤,晋控煤业,601001.0,陕西黑猫,601015,601088
16074,电池,-1.92,2023-08-10 00:00:00,23,40,486893356.279,0.31641337,2081959973334.37,0.000233862976,0.00025035513199999997,154388955217.59,0.079385078281,0.074155582814,300750.0,宁德时代,300450,先导智能,赢合科技,300457.0,天力锂能,301152,300750
16001,航空机场,-1.42,2023-08-10 00:00:00,12,13,398126664.7052,2.17506081,803205081219.56,0.000495672493,0.000204712289,19411237476.0,0.009981041742,0.024167224448,600009.0,上海机场,2928,华夏航空,上海机场,600009.0,华夏航空,2928,600009
16015,通信设备,-1.43,2023-08-10 00:00:00,28,63,324528886.5743,1.36231689,1120713964100.98,0.000289573341,0.000166869133,23963859938.03,0.012321949419,0.021382672748,63.0,中兴通讯,300394,天孚通信,剑桥科技,603083.0,博创科技,300548,63
16016,航运港口,-1.88,2023-08-10 00:00:00,21,27,289008920.4751,2.36158535,856451071105.89,0.000337449424,0.000148605162,12818267099.54,0.006591009931,0.014966724349,600026.0,中远海能,601880,辽港股份,中远海能,600026.0,辽港股份,601880,601919
16047,医疗服务,0.16,2023-08-10 00:00:00,14,29,254670368.2798,0.60466335,892369893887.49,0.000285386553,0.000130948662,42865617526.94,0.022041022288,0.048035705619999994,603259.0,药明康德,300015,爱尔眼科,药明康德,603259.0,润达医疗,603108,603259
16007,电力行业,-1.92,2023-08-10 00:00:00,50,64,243186498.3038,0.40868383,2707924492929.05,8.9805495e-05,0.00012504378399999999,59748506569.29,0.030722015474,0.022064317792,600011.0,华能国际,600886,国投电力,湖南发展,722.0,聆达股份,300125,600900
16023,石油行业,-1.98,2023-08-10 00:00:00,8,9,227482147.8735,1.03823718,3228766930508.45,7.0454806e-05,0.000116968782,22497038426.21,0.011567726163,0.006967687328,600256.0,广汇能源,59,华锦股份,广汇能源,600256.0,华锦股份,59,600028
16072,光伏设备,-2.2,2023-08-10 00:00:00,31,43,218673061.8004,0.26147207,1709190471702.27,0.000127939551,0.00011243924899999999,84802003003.79,0.043604243823,0.049615302921,300763.0,锦浪科技,601012,隆基绿能,锦浪科技,300763.0,隆基绿能,601012,601012
16024,化学制药,0.74,2023-08-10 00:00:00,47,94,186316046.8854,0.55267314,1458977283158.16,0.000127703186,9.5801633e-05,33710276096.26,0.017333447869,0.023105415338,963.0,华东医药,2422,科伦药业,东诚药业,2675.0,东北制药,597,600276
16066,化学原料,-1.81,2023-08-10 00:00:00,36,44,114822460.0551,0.6438339200000001,754510527029.7,0.000152181389,5.9040428e-05,18012025900.25,0.009261582761,0.023872464670999998,2648.0,卫星化学,2601,龙佰集团,鸿达兴业,2002.0,中毅达,600610,2648
16069,燃气,-3.56,2023-08-10 00:00:00,11,16,104519500.7783,2.3678969,246201389056.71,0.000424528477,5.3742760999999996e-05,4696807797.14,0.002415046168,0.019077097067,600803.0,新奥股份,603053,成都燃气,蓝焰控股,968.0,成都燃气,603053,600803
16033,钢铁行业,-1.9300000000000002,2023-08-10 00:00:00,27,38,102119639.7879,0.49309642000000004,894172846679.67,0.000114205704,5.2508779e-05,20876106991.87,0.010734261303999999,0.023346836207,600399.0,抚顺特钢,2478,常宝股份,重庆钢铁,601005.0,常宝股份,2478,600019
16030,装修建材,-1.29,2023-08-10 00:00:00,12,23,101665360.1063,0.31567839999999997,454878588731.79,0.00022349999,5.2275194e-05,32217103832.91,0.01656567535,0.070825720601,2271.0,东方雨虹,2572,索菲亚,蒙娜丽莎,2918.0,喜临门,603008,2271
16020,电网设备,-1.72,2023-08-10 00:00:00,32,60,100776572.3285,0.17346331,954248780186.38,0.00010560827999999999,5.1818189e-05,58647055693.75,0.030155661721999998,0.061458874154999996,601567.0,三星医疗,2706,良信股份,兆新股份,2256.0,华明装备,2270,600406
16018,塑料制品,-1.4100000000000001,2023-08-10 00:00:00,14,21,99520263.9967,2.51611584,197300711812.02,0.000504409047,5.1172208999999996e-05,4128451577.32,0.002122803741,0.020924666411,300487.0,蓝晓科技,2585,双星新材,蓝晓科技,300487.0,双星新材,2585,300487
16081,中药,0.27,2023-08-10 00:00:00,21,42,95690851.5671,0.36328258,943583574789.68,0.000101412163,4.9203167999999996e-05,26343504474.13,0.01354553609,0.027918570414,538.0,云南白药,300026,红日药业,精华制药,2349.0,华森制药,2907,600436
16009,农牧饲渔,-2.12,2023-08-10 00:00:00,22,39,75612524.8694,0.40657851,881989588947.03,8.5729498e-05,3.8879117e-05,18780249978.71,0.009656595011,0.021293051771,2714.0,牧原股份,600127,金健米业,天邦食品,2124.0,金健米业,600127,2714
16043,通用设备,-1.48,2023-08-10 00:00:00,37,66,66500868.3865,0.6184900600000001,638334680825.62,0.000104178686,3.4194005e-05,10825029628.56,0.0055661094619999995,0.016958235161,2444.0,巨星科技,837,秦川机床,东睦股份,600114.0,华辰装备,300809,2747
16050,农药兽药,-1.47,2023-08-10 00:00:00,16,22,63865153.282,1.95548919,245253076816.73,0.00026040510499999997,3.2838749e-05,3357562763.85,0.001726421313,0.013690196296,600486.0,扬农化工,600201,生物股份,扬农化工,600486.0,生物股份,600201,600486
16064,采掘行业,-2.75,2023-08-10 00:00:00,6,11,39600145.9273,0.5571225,271287681834.05,0.000145971043,2.0361953e-05,7296633351.22,0.003751847462,0.026896294376,600871.0,石化油服,600583,海油工程,惠博普,2554.0,中曼石油,603619,601808
16002,铁路公路,-1.34,2023-08-10 00:00:00,17,19,36760867.5013,1.62349876,299971765925.65,0.00012254775799999998,1.8902028e-05,2323945135.47,0.001194946661,0.007747212903,885.0,城发环境,828,东莞控股,城发环境,885.0,东莞控股,828,600350
16058,多元金融,-2.29,2023-08-10 00:00:00,9,17,35259546.4308,0.81157643,384346482513.99,9.173896e-05,1.8130065e-05,4394571998.56,0.002259639892,0.011433881142,415.0,渤海租赁,600705,中航产融,渤海租赁,415.0,弘业期货,1236,600705
16048,环保行业,-1.69,2023-08-10 00:00:00,21,32,35198358.3612,0.8454486999999999,318340892010.16,0.000110568134,1.8098602999999998e-05,4188146594.14,0.002153498252,0.013156169059999999,2310.0,东方园林,300266,兴源环境,东珠生态,603359.0,兴源环境,300266,603279
16085,生物制品,-0.27,2023-08-10 00:00:00,21,43,31256700.5248,0.22721884,1102421785999.78,2.8352759999999998e-05,1.6071847e-05,14643885216.64,0.007529722399,0.013283377925,300122.0,智飞生物,603087,甘李药业,川宁生物,301301.0,甘李药业,603087,2007
16044,玻璃玻纤,-2.63,2023-08-10 00:00:00,8,14,29288057.0572,0.10658051,378254998235.37,7.7429399e-05,1.5059592e-05,27471342959.65,0.014125458056999999,0.072626516736,600660.0,福耀玻璃,601636,旗滨集团,金刚光伏,300093.0,旗滨集团,601636,600660
16073,风电设备,-2.12,2023-08-10 00:00:00,12,18,25383248.638,0.23163849,302567208924.66,8.3892927e-05,1.3051783e-05,11058661591.17,0.005686240411,0.036549438488,2202.0,金风科技,600458,时代新材,振江股份,603507.0,时代新材,600458,601615
16067,非金属材料,-1.52,2023-08-10 00:00:00,13,21,19875505.9684,0.60944902,356700583846.48,5.5720419e-05,1.0219763e-05,3296309803.58,0.001694925725,0.009241111321,603688.0,石英股份,300035,中科电气,力量钻石,301071.0,中科电气,300035,603260
16010,纺织服装,-1.3900000000000001,2023-08-10 00:00:00,13,23,19086514.4697,0.40241896,307245135188.72,6.2121454e-05,9.814073e-06,4770350323.53,0.002452860914,0.015526202947,600398.0,海澜之家,601718,际华集团,海澜之家,600398.0,航民股份,600987,2563
16080,电子化学品,-1.97,2023-08-10 00:00:00,8,16,16540294.5751,0.69578122,164364017712.15,0.00010063208999999999,8.504835e-06,2405907045.32,0.0012370905599999999,0.014637674832,688019.0,安集科技,300346,南大光电,瑞联新材,688550.0,华特气体,688268,300054
16003,物流行业,-2.0,2023-08-10 00:00:00,24,33,16193806.4189,0.048709880000000004,1073227410214.76,1.5088886e-05,8.326675e-06,33463915403.85,0.017206771949,0.031180638032,601006.0,大秦铁路,2352,顺丰控股,淮河能源,600575.0,德邦股份,603056,2352
16006,公用事业,-2.27,2023-08-10 00:00:00,6,9,14490166.1428,0.98620564,122008254849.22,0.000118763818,7.450682e-06,1490882377.37,0.000766595085,0.01221952055,598.0,兴蓉环境,600008,首创环保,杭州热电,605011.0,江南水务,601199,600008
16065,橡胶制品,-1.6800000000000002,2023-08-10 00:00:00,7,14,11795997.7964,0.33129953,210616553606.28,5.6006983e-05,6.06537e-06,3568914890.12,0.001835096219,0.016945082564,2984.0,森麒麟,601966,玲珑轮胎,三角轮胎,601163.0,黑猫股份,2068,601966
16075,电源设备,-2.18,2023-08-10 00:00:00,7,15,11485237.7679,0.19492971,290093834935.93,3.9591458e-05,5.9055809999999995e-06,5934454697.69,0.003051430396,0.020457017637,600875.0,东方电气,601727,上海电气,盛弘股份,300693.0,英杰电气,300820,2851
16053,包装材料,-1.21,2023-08-10 00:00:00,8,10,11061274.7699,1.33234847,72086503058.05,0.000153444463,5.687584e-06,844493158.43,0.00043422895999999995,0.01171499688,2191.0,劲嘉股份,601968,宝钢包装,劲嘉股份,2191.0,宝钢包装,601968,2701
16054,珠宝首饰,-1.49,2023-08-10 00:00:00,3,7,10914973.2352,0.48194801000000004,129855084236.82,8.4055032e-05,5.612357e-06,2247536778.98,0.001155658336,0.017308038358,600612.0,老凤祥,2867,周大生,菜百股份,605599.0,潮宏基,2345,600655
16026,化纤行业,-1.38,2023-08-10 00:00:00,13,17,10155499.7756,0.10252128,563949238059.97,1.8007826e-05,5.221845e-06,10030583765.99,0.005157614263,0.017786323819999998,601233.0,桐昆股份,936,华西股份,吉林化纤,420.0,华西股份,936,600346
16086,房地产服务,-0.38,2023-08-10 00:00:00,5,7,8876088.2637,1.07997192,66366567181.3,0.00013374336899999999,4.563986e-06,832991058.48,0.000428314709,0.012551365753,2146.0,荣盛发展,560,我爱我家,荣盛发展,2146.0,我爱我家,560,2285
16060,教育,-2.15,2023-08-10 00:00:00,2,3,6755755.94,2.21807855,38731688874.76,0.000174424512,3.473734e-06,310500116.0,0.000159655695,0.00801669447,600880.0,博瑞传播,3032,传智教育,博瑞传播,600880.0,传智教育,3032,2607
16051,化肥行业,-2.15,2023-08-10 00:00:00,10,17,4569915.9569,0.08731259,330439774973.27,1.3829800000000001e-05,2.3498e-06,5255579166.51,0.0027023601719999998,0.015904801917,792.0,盐湖股份,408,藏格矿业,四川美丰,731.0,川发龙蟒,2312,792
16042,综合行业,-1.17,2023-08-10 00:00:00,6,9,2695356.9555,0.17640264,116015713616.99,2.3232689e-05,1.385922e-06,1532720028.57,0.0007881075379999999,0.013211314061,9.0,中国宝安,861,海印股份,中国宝安,9.0,海印股份,861,9
