,BOARD_CODE,BOARD_NAME,INDEX_CHANGE_RATIO,TRADE_DATE,COMPOSITION_QUANTITY_ADD,COMPOSITION_QUANTITY,ADD_MARKET_CAP,ADD_RATIO,BOARD_VALUE,ADD_BOARD_RATIO,ADD_HK_RATIO,HK_VALUE,BOARD_HK_RATIO,HK_BOARD_RATIO,MAXADD_SECURITY_CODE,MAXADD_SECUCODE,MAXADD_SECURITY_NAME,MINADD_SECURITY_CODE,MINADD_SECUCODE,MINADD_SECURITY_NAME,MAXADD_RATIO_SECURITY_NAME,MAXADD_RATIO_SECURITY_CODE,MAXADD_RATIO_SECUCODE,MINADD_RATIO_SECURITY_NAME,MINADD_RATIO_SECURITY_CODE,MINADD_RATIO_SECUCODE,IS_NEW,SECURITY_CODE,MAXHOLD_MARKETCAP_NAME,MAXHOLD_MARKETCAP_SECURITYCODE,MAXHOLD_MARKETCAP_SECUCODE
10,16062,能源金属,-0.48,2023-06-27 00:00:00,6,11,-23138116.3999,-0.11809222,477332820439.51,-4.8473759999999994e-05,-1.2076739999999998e-05,19646111752.24,0.010254118028,0.041158099571,762,000762.SZ,西藏矿业,603799.0,603799.SH,华友钴业,西藏矿业,762,000762.SZ,融捷股份,2192.0,002192.SZ,0,BK1015,002460.SZ,2460,002460.SZ
11,16060,教育,-2.66,2023-06-27 00:00:00,1,3,-26410054.63,-6.58394719,41801457987.0,-0.000631797452,-1.3784499e-05,379577886.2,0.000198117393,0.009080493945999999,600880,600880.SH,博瑞传播,2607.0,002607.SZ,中公教育,博瑞传播,600880,600880.SH,传智教育,3032.0,003032.SZ,0,BK0740,002607.SZ,2607,002607.SZ
12,16046,工程咨询服务,-0.36,2023-06-27 00:00:00,7,9,-39316023.2884,-3.81364775,64607711300.46,-0.000608534531,-2.0520658e-05,986056933.63,0.000514663884,0.01526221737,928,000928.SZ,中钢国际,603357.0,603357.SH,设计总院,华建集团,600629,600629.SH,设计总院,603357.0,603357.SH,0,BK0726,603357.SH,603357,603357.SH
13,16009,农牧饲渔,0.0,2023-06-27 00:00:00,31,39,-49674387.0492,-0.26968009,846336977501.76,-5.8693391e-05,-2.5927115999999998e-05,18407781136.01,0.009607782079,0.021749943138,735,000735.SZ,罗牛山,2714.0,002714.SZ,牧原股份,罗牛山,735,000735.SZ,巨星农牧,603477.0,603477.SH,0,BK0433,002714.SZ,2714,002714.SZ
14,16027,证券,0.06,2023-06-27 00:00:00,26,48,-92817778.8529,-0.20277322,2654697302424.34,-3.4963602e-05,-4.8445436999999997e-05,46064685086.37,0.024043063776,0.017352142198999998,600061,600061.SH,国投资本,600030.0,600030.SH,中信证券,哈投股份,600864,600864.SH,光大证券,601788.0,601788.SH,0,BK0473,600030.SH,600030,600030.SH
15,16052,贵金属,-1.32,2023-06-27 00:00:00,8,10,-96238448.6186,-0.37680558000000003,578434731543.16,-0.00016637736899999999,-5.0230825e-05,25888776464.88,0.013512422856,0.044756607882,600988,600988.SH,赤峰黄金,601899.0,601899.SH,紫金矿业,湖南黄金,2155,002155.SZ,紫金矿业,601899.0,601899.SH,0,BK0732,601899.SH,601899,601899.SH
16,16081,中药,0.04,2023-06-27 00:00:00,24,43,-104988477.0645,-0.41129767,990670896135.05,-0.00010597714899999999,-5.4797827e-05,25851204380.97,0.013492812432,0.026094644025,2603,002603.SZ,以岭药业,600436.0,600436.SH,片仔癀,华森制药,2907,002907.SZ,羚锐制药,600285.0,600285.SH,0,BK1040,600436.SH,600436,600436.SH
17,16034,航天航空,0.62,2023-06-27 00:00:00,14,22,-108286729.81028,-2.10669459,658970707384.19,-0.000164327076,-5.6519322e-05,5084417683.35,0.002653767814,0.0077156960489999996,600893,600893.SH,航发动力,600760.0,600760.SH,中航沈飞,晨曦航空,300581,300581.SZ,航发科技,600391.0,600391.SH,0,BK0480,600893.SH,600893,600893.SH
18,16012,食品饮料,0.65,2023-06-27 00:00:00,49,69,-119363502.351,-0.16478415,1568631335855.44,-7.6094044e-05,-6.230074699999999e-05,72045404375.62,0.037603475394,0.045928831542,603345,603345.SH,安井食品,603288.0,603288.SH,海天味业,皇氏集团,2329,002329.SZ,中炬高新,600872.0,600872.SH,0,BK0438,600887.SH,600887,600887.SH
19,16022,电子元件,-1.2,2023-06-27 00:00:00,36,66,-152010072.7095,-0.2233451,1317406239260.55,-0.000115385876,-7.9340342e-05,67842574805.15,0.035409844868,0.051497080235,300476,300476.SZ,胜宏科技,988.0,000988.SZ,华工科技,胜宏科技,300476,300476.SZ,维科技术,600152.0,600152.SH,0,BK0459,300124.SZ,300124,300124.SZ
20,16070,汽车整车,0.04,2023-06-27 00:00:00,16,19,-165805791.0454,-0.45210039999999996,1695549545374.31,-9.778882099999999e-05,-8.6540898e-05,36350362872.93,0.018972757356,0.021438691056,600418,600418.SH,江淮汽车,625.0,000625.SZ,长安汽车,中通客车,957,000957.SZ,长安汽车,625.0,000625.SZ,0,BK1029,002594.SZ,2594,002594.SZ
21,16039,文化传媒,-2.0,2023-06-27 00:00:00,34,64,-199494470.9231,-0.55113661,990117919186.84,-0.000201485568,-0.000104124413,36339687950.44,0.018967185673,0.036702383874,605168,605168.SH,三人行,300364.0,300364.SZ,中文在线,三人行,605168,605168.SH,中文在线,300364.0,300364.SZ,0,BK0486,002027.SZ,2027,002027.SZ
22,16038,旅游酒店,-1.27,2023-06-27 00:00:00,12,15,-209747166.6072,-0.7537947700000001,424395732595.52,-0.000494225437,-0.00010947571899999999,27487000240.49,0.014346601926,0.064767381313,300144,300144.SZ,宋城演艺,601888.0,601888.SH,中国中免,华天酒店,428,000428.SZ,中国中免,601888.0,601888.SH,0,BK0485,601888.SH,601888,601888.SH
23,16047,医疗服务,-1.34,2023-06-27 00:00:00,13,29,-225861648.6858,-0.5933925,846335876731.55,-0.000266869992,-0.000117886533,37856398826.18,0.01975881979,0.044729757849999996,516,000516.SZ,国际医学,603259.0,603259.SH,药明康德,国际医学,516,000516.SZ,诺泰生物,688076.0,688076.SH,0,BK0727,603259.SH,603259,603259.SH
24,16007,电力行业,1.78,2023-06-27 00:00:00,24,64,-326417028.7145,-0.54854373,2778036020457.41,-0.000117499207,-0.000170370544,58965979208.56,0.030776782606999998,0.02122577921,3816,003816.SZ,中国广核,600900.0,600900.SH,长江电力,聆达股份,300125,300125.SZ,上海电力,600021.0,600021.SH,0,BK0428,600900.SH,600900,600900.SH
25,16077,半导体,-0.9,2023-06-27 00:00:00,31,88,-343192920.784,-0.60459924,2654096662857.88,-0.000129306866,-0.000179126575,56129033131.29,0.02929606315,0.021148074189,688012,688012.SH,中微公司,2049.0,002049.SZ,紫光国微,中微公司,688012,688012.SH,斯达半导,603290.0,603290.SH,0,BK1036,603501.SH,603501,603501.SH
26,16049,船舶制造,-0.22,2023-06-27 00:00:00,4,9,-413366922.7647,-9.85891424,408287765666.77,-0.00101244014,-0.000215753288,3941309996.09,0.002057132648,0.009653264994999999,600072,600072.SH,中船科技,600150.0,600150.SH,中国船舶,中船科技,600072,600072.SH,中国船舶,600150.0,600150.SH,0,BK0729,600150.SH,600150,600150.SH
27,16055,计算机设备,-1.83,2023-06-27 00:00:00,12,21,-447820753.1164,-3.71006475,816765669382.3,-0.000548285475,-0.000233736167,11597132311.38,0.006053022858,0.014198848881999999,66,000066.SZ,中国长城,977.0,000977.SZ,浪潮信息,智微智能,1339,001339.SZ,浪潮信息,977.0,000977.SZ,0,BK0735,000977.SZ,977,000977.SZ
28,16087,游戏,-0.16,2023-06-27 00:00:00,6,19,-450129801.5474,-2.02084356,458122668954.98,-0.000982552997,-0.000234941355,22092208766.42,0.011530837198,0.048223347727,2517,002517.SZ,恺英网络,2555.0,002555.SZ,三七互娱,凯撒文化,2425,002425.SZ,宝通科技,300031.0,300031.SZ,0,BK1046,002555.SZ,2555,002555.SZ
29,16078,消费电子,-1.74,2023-06-27 00:00:00,18,49,-463646733.9575,-0.94812104,1507430411948.65,-0.000307574221,-0.000241996401,49239339481.75,0.025700047167,0.032664419592,601138,601138.SH,工业富联,2475.0,002475.SZ,立讯精密,春兴精工,2547,002547.SZ,中石科技,300684.0,300684.SZ,0,BK1037,002475.SZ,2475,002475.SZ
30,16015,通信设备,-1.99,2023-06-27 00:00:00,34,63,-739929831.2894,-2.9000942800000002,1256826651337.59,-0.000588728629,-0.000386199973,25140047992.58,0.013121630509,0.020002796699,300502,300502.SZ,新易盛,63.0,000063.SZ,中兴通讯,仕佳光子,688313,688313.SH,光迅科技,2281.0,002281.SZ,0,BK0448,000063.SZ,63,000063.SZ
31,16014,互联网服务,-2.9699999999999998,2023-06-27 00:00:00,35,78,-745912647.1747,-1.7697913299999999,1466331982844.59,-0.000508692885,-0.000389322652,41569295764.89,0.021696734219,0.028349170755,300687,300687.SZ,赛意信息,300059.0,300059.SZ,东方财富,赛意信息,300687,300687.SZ,汉得信息,300170.0,300170.SZ,0,BK0447,300059.SZ,300059,300059.SZ
32,16072,光伏设备,1.28,2023-06-27 00:00:00,16,42,-776458764.9613,-0.8243921200000001,1817047755095.35,-0.000427318854,-0.000405265934,94143708073.17,0.049137493789,0.051811355981,600537,600537.SH,亿晶光电,601012.0,601012.SH,隆基绿能,亿晶光电,600537,600537.SH,中信博,688408.0,688408.SH,0,BK1031,601012.SH,601012,601012.SH
33,16074,电池,-0.11,2023-06-27 00:00:00,16,38,-807355682.6723,-0.60438927,1945043446824.32,-0.000415083624,-0.000421392312,131673236271.43,0.068725706284,0.06769680980000001,300450,300450.SZ,先导智能,300750.0,300750.SZ,宁德时代,亿华通,688339,688339.SH,派能科技,688063.0,688063.SH,0,BK1033,300750.SZ,300750,300750.SZ
34,16057,软件开发,-2.42,2023-06-27 00:00:00,28,93,-1251979901.2508,-1.80452732,2008229224055.4,-0.000623424799,-0.0006534600759999999,68159136244.61,0.035575071372,0.033939918525,2261,002261.SZ,拓维信息,600570.0,600570.SH,恒生电子,联络互动,2280,002280.SZ,云赛智联,600602.0,600602.SH,0,BK0737,600570.SH,600570,600570.SH
35,16031,酿酒行业,0.19,2023-06-27 00:00:00,10,30,-1795857075.9334,-0.75046897,4382637195469.4,-0.000409766311,-0.000937332061,237999212638.23,0.124221629594,0.054305022758,2568,002568.SZ,百润股份,858.0,000858.SZ,五粮液,海南椰岛,600238,600238.SH,顺鑫农业,860.0,000860.SZ,0,BK0477,600519.SH,600519,600519.SH
