行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16019,家电行业,-1.05,2023-07-19 00:00:00,27,42,633541547.0955,0.42002532000000004,1607851562656.08,0.000394029873,0.000332583726,153869756241.11,0.08077540789399999,0.095698981059,688169,石头科技,2959.0,小熊电器,石头科技,688169,小熊电器,2959.0,333
16077,半导体,-2.7800000000000002,2023-07-19 00:00:00,41,88,599812281.1504,1.01553697,2672408888404.16,0.000224446298,0.000314877224,58986661923.8,0.030965615294,0.022072468843,600584,长电科技,2156.0,通富微电,长电科技,600584,晶方科技,603005.0,603501
16017,房地产开发,0.38,2023-07-19 00:00:00,48,58,393030003.8647,2.36310953,1138125738510.48,0.000345330916,0.00020632487899999998,17271023186.9,0.009066589671,0.015174969339999999,2,万科A,600185.0,格力地产,中南建设,961,格力地产,600185.0,600048
16015,通信设备,-2.92,2023-07-19 00:00:00,27,63,305141527.1062,1.1857199600000001,1227763105125.14,0.000248534531,0.000160186978,25804347901.33,0.013546240522,0.021017367107,63,中兴通讯,600487.0,亨通光电,科信技术,300565,亨通光电,600487.0,63
16030,装修建材,0.02,2023-07-19 00:00:00,18,23,219707790.0751,0.81516068,425923196597.82,0.000515838987,0.00011533771699999999,28127689215.76,0.014765900883,0.06603934568599999,603833,欧派家居,603816.0,顾家家居,兔宝宝,2043,顾家家居,603816.0,2271
16027,证券,-0.84,2023-07-19 00:00:00,40,48,185534390.1332,0.37119633,2771479226342.75,6.6944175e-05,9.7398062e-05,50500671477.46,0.026510813022,0.018221558725,600837,海通证券,601688.0,华泰证券,国海证券,750,华泰证券,601688.0,600030
16087,游戏,-2.94,2023-07-19 00:00:00,13,19,169470246.8404,0.8369398100000001,395263006279.53,0.000428753119,8.8965035e-05,20647142388.17,0.010838915905,0.052236465493,2555,三七互娱,600633.0,浙数文化,姚记科技,2605,浙数文化,600633.0,2555
16016,航运港口,-0.73,2023-07-19 00:00:00,20,27,98692712.1792,0.82005752,850966178412.76,0.00011597724399999999,5.1809688e-05,12282320665.17,0.0064477223189999995,0.014433382873,601919,中远海控,600026.0,中远海能,海峡股份,2320,招商南油,601975.0,601919
16070,汽车整车,-2.32,2023-07-19 00:00:00,11,19,97869440.5055,0.23649316,1765755581211.45,5.5426379999999994e-05,5.1377504e-05,41341708841.86,0.021702727528999998,0.023413041579,2594,比亚迪,600104.0,上汽集团,福田汽车,600166,江淮汽车,600418.0,2594
16033,钢铁行业,-0.31,2023-07-19 00:00:00,28,38,96192561.2362,0.57928365,846884333584.42,0.00011358405999999999,5.0497209999999996e-05,16749366085.26,0.008792740759999999,0.019777631279,932,华菱钢铁,600282.0,南钢股份,常宝股份,2478,广大特材,688186.0,600019
16079,光学光电子,-2.25,2023-07-19 00:00:00,21,46,90615177.9616,0.35012782000000003,792251903941.53,0.000114376725,4.7569309e-05,25789886778.94,0.013538649017,0.032552634649,725,京东方A,2222.0,福晶科技,三利谱,2876,福晶科技,2222.0,725
16007,电力行业,-1.23,2023-07-19 00:00:00,35,64,83498507.884,0.13990377,2742658462137.57,3.0444369999999997e-05,4.3833344e-05,59876610926.81,0.031432802579999995,0.021831595787,600900,长江电力,600795.0,国电电力,皖能电力,543,闽东电力,993.0,600900
16058,多元金融,-0.13,2023-07-19 00:00:00,16,17,82027929.2653,2.70324098,350764587745.68,0.000233854648,4.306135e-05,3139338735.82,0.001648026052,0.008949987671,600390,五矿资本,1236.0,弘业期货,浙江东方,600120,弘业期货,1236.0,600705
