行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16027,证券,1.04,2023-08-01 00:00:00,39,48,2081628248.3899,3.3307039400000003,3061310917948.05,0.000679979363,0.001062170512,64004581307.25,0.032658943288,0.020907572939,600030.0,中信证券,601162.0,天风证券,华创云信,600155.0,天风证券,601162.0,600030
16031,酿酒行业,-0.24,2023-08-01 00:00:00,17,30,1181878722.9485,0.44343208,4784614251973.1,0.000247016512,0.000603064803,267416851059.6,0.136451978821,0.055890994964,858.0,五粮液,600132.0,重庆啤酒,舍得酒业,600702.0,酒鬼酒,799.0,600519
16074,电池,-0.13,2023-08-01 00:00:00,20,38,743365551.9194,0.5087187400000001,2020234042165.89,0.000367960116,0.000379309307,145578833863.79,0.074282977593,0.072060380543,300750.0,宁德时代,300457.0,赢合科技,天力锂能,301152.0,赢合科技,300457.0,300750
16007,电力行业,-0.99,2023-08-01 00:00:00,51,64,706889926.1725,1.22626134,2744501530724.02,0.000257565871,0.000360697274,59108740455.02,0.030160794164,0.021537149749999998,600900.0,长江电力,539.0,粤电力A,吉电股份,875.0,聆达股份,300125.0,600900
16047,医疗服务,-1.6099999999999999,2023-08-01 00:00:00,16,29,610459804.7823,1.47828411,886467321955.4,0.000688643326,0.000311492892,42301283111.04,0.021584630005,0.047718942439999995,603259.0,药明康德,300347.0,泰格医药,药明康德,603259.0,泰格医药,300347.0,603259
16029,银行,-1.35,2023-08-01 00:00:00,32,42,542461878.8282,0.31514333,10241830505753.1,5.2965325e-05,0.000276796307,171218154804.68,0.087365683728,0.016717534497999998,2142.0,宁波银行,601658.0,邮储银行,苏农银行,603323.0,浙商银行,601916.0,600036
16028,保险,-0.46,2023-08-01 00:00:00,6,6,377197205.6262,0.70174903,2698820539209.06,0.000139763723,0.000192468444,53407010040.14,0.027251432263999998,0.019789018671,601601.0,中国太保,,,天茂集团,627.0,,,601318
16030,装修建材,-0.08,2023-08-01 00:00:00,14,23,338851323.543,1.04372326,470972592658.2,0.000719471427,0.000172902094,32074565505.66,0.016366350571,0.068102828075,2271.0,东方雨虹,603737.0,三棵树,索菲亚,2572.0,喜临门,603008.0,2271
16070,汽车整车,0.19,2023-08-01 00:00:00,12,20,333529047.7002,0.70599996,1876676172599.57,0.000177723281,0.00017018635299999999,47156486232.48,0.024062043342,0.025127662897,2594.0,比亚迪,980.0,众泰汽车,江淮汽车,600418.0,众泰汽车,980.0,2594
16017,房地产开发,1.34,2023-08-01 00:00:00,44,58,317050179.745,1.41674646,1278324416535.87,0.000248020124,0.000161777854,22514586830.73,0.011488280986,0.017612576698,69.0,华侨城A,656.0,金科股份,天保基建,965.0,合肥城建,2208.0,2
