行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16074,电池,0.42,2023-08-03 00:00:00,25,39,934940133.8136,0.63957598,2049956292073.08,0.000456078082,0.000478154075,148725330479.0,0.076062220798,0.072550488542,300750,宁德时代,603659.0,璞泰来,天力锂能,301152,中银绒业,982.0,300750
16072,光伏设备,0.19,2023-08-03 00:00:00,25,43,893710273.9744,1.07969101,1715952980176.19,0.000520824454,0.000457067992,86050402740.38,0.044008540522,0.050147296419999994,601012,隆基绿能,300274.0,阳光电源,隆基绿能,601012,爱康科技,2610.0,601012
16081,中药,0.17,2023-08-03 00:00:00,35,42,570969921.897,2.31249784,932378602563.85,0.000612379907,0.000292009708,25670753808.79,0.013128728899,0.02753254283,2603,以岭药业,600129.0,太极集团,康缘药业,600557,贵州三力,603439.0,600436
16017,房地产开发,-0.56,2023-08-03 00:00:00,42,58,389588390.7776,1.72013978,1310347765461.34,0.00029731679,0.000199246208,23463358178.02,0.011999806117,0.017906206884,2,万科A,600773.0,西藏城投,城建发展,600266,西藏城投,600773.0,2
16070,汽车整车,-0.58,2023-08-03 00:00:00,13,20,364165291.4903,0.78183219,1868365892838.73,0.000194911121,0.000186244137,46737659799.1,0.023902923515,0.02501526065,625,长安汽车,601127.0,赛力斯,江淮汽车,600418,海马汽车,572.0,2594
16007,电力行业,-0.5700000000000001,2023-08-03 00:00:00,49,64,354594486.7833,0.60596089,2735844723623.3,0.000129610604,0.00018134936399999998,59145140019.24,0.030248449841999998,0.02161860266,600905,三峡能源,600900.0,长江电力,梅雁吉祥,600868,湖南发展,722.0,600900
16033,钢铁行业,-0.76,2023-08-03 00:00:00,28,38,295409731.9932,1.43198705,920596939933.61,0.000320889326,0.00015108065399999999,20956169922.44,0.010717561148,0.022763675408,932,华菱钢铁,923.0,河钢资源,八一钢铁,600581,河钢资源,923.0,600019
16030,装修建材,-1.02,2023-08-03 00:00:00,11,23,217313915.1142,0.67216662,474372875394.02,0.000458107802,0.000111140308,32777237364.94,0.016763179867,0.069095935002,2372,伟星新材,603008.0,喜临门,蒙娜丽莎,2918,喜临门,603008.0,2271
16023,石油行业,-0.21,2023-08-03 00:00:00,7,9,216564218.979,1.01931624,3116722091233.02,6.948460999999999e-05,0.000110756893,21343996783.15,0.010915906462,0.006848219429999999,600028,中国石化,600256.0,广汇能源,东华能源,2221,广汇能源,600256.0,600028
16001,航空机场,-0.8,2023-08-03 00:00:00,13,13,214476666.5608,1.15471873,791002017276.17,0.000271145537,0.000109689261,18794034951.82,0.009611785912,0.023759781317,601021,春秋航空,,,吉祥航空,603885,,,600009
16024,化学制药,-0.97,2023-08-03 00:00:00,67,94,191525069.6169,0.54506465,1504219322982.95,0.000127325229,9.7951183e-05,35708665101.49,0.018262392564,0.023739001723999998,2422,科伦药业,600276.0,恒瑞医药,振东制药,300158,艾力斯,688578.0,600276
