行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16059,工程机械,-0.05,2023-07-18 00:00:00,12,19,305047661.5457,0.8613458900000001,570064799273.22,0.000535110503,0.000159724202,35844522148.82,0.018768338231,0.062877978424,600031,三一重工,157,中联重科,诺力股份,603611,华电重工,601226,600031
16087,游戏,0.29,2023-07-18 00:00:00,9,19,246604755.9452,1.18140527,392496617146.51,0.000628297787,0.000129123258,20248797409.39,0.010602353045,0.051589737401,2555,三七互娱,2174,游族网络,冰川网络,300533,游族网络,2174,2555
16019,家电行业,0.1,2023-07-18 00:00:00,24,42,204738480.7728,0.13509722,1592529071090.96,0.000128561848,0.000107201905,150834131389.97,0.078977367391,0.09471358113799999,651,格力电器,688169,石头科技,东方电热,300217,日出东方,603366,333
16001,航空机场,-0.61,2023-07-18 00:00:00,7,13,196484007.1277,1.09902996,768146817798.24,0.00025578965199999997,0.000102879829,18300841101.83,0.009582395164,0.023824665647,601111,中国国航,600009,上海机场,中国国航,601111,上海机场,600009,600009
16070,汽车整车,0.78,2023-07-18 00:00:00,11,19,170174713.9302,0.41527559000000003,1770578431208.49,9.6112497e-05,8.9104175e-05,41383623314.52,0.021668634229999997,0.02337293993,2594,比亚迪,601127,赛力斯,江淮汽车,600418,中通客车,957,2594
16066,化学原料,-0.25,2023-07-18 00:00:00,30,44,106492450.2775,0.5966564999999999,748695734180.99,0.000142237287,5.5759882e-05,17725626458.68,0.009281210427,0.023675340528,600426,华鲁恒升,603077,和邦生物,湖北宜化,422,红星发展,600367,2648
16033,钢铁行业,0.07,2023-07-18 00:00:00,25,38,97871164.1134,0.58633317,845544530797.01,0.000115749272,5.1245741e-05,16605433449.46,0.008694672791999999,0.019638745027,2756,永兴材料,600282,南钢股份,常宝股份,2478,八一钢铁,600581,600019
16044,玻璃玻纤,0.17,2023-07-18 00:00:00,10,14,71306212.9952,0.2903014,358513242568.44,0.000198894224,3.7336224e-05,24626427275.16,0.012894497926,0.068690425767,600660,福耀玻璃,601865,福莱特,旗滨集团,601636,信濠光电,301051,600660
16016,航运港口,0.8300000000000001,2023-07-18 00:00:00,22,27,66620954.2656,0.55608626,842061863270.13,7.9116461e-05,3.4883004e-05,12034852369.83,0.006301497866,0.014292123767999999,601919,中远海控,601872,招商轮船,北部湾港,582,招商南油,601975,601919
16041,化学制品,-0.1,2023-07-18 00:00:00,43,72,64426254.7525,0.13851339000000001,1214052137507.78,5.3067124e-05,3.3733849999999996e-05,46377813748.47,0.024283612744,0.038200841888,605589,圣泉集团,2709,天赐材料,苏博特,603916,联创股份,300343,600309
16034,航天航空,-1.01,2023-07-18 00:00:00,16,22,59542297.9897,1.08501284,685958968753.21,8.6801545e-05,3.1176589999999995e-05,5563939397.44,0.002913301399,0.008111183979,600893,航发动力,600760,中航沈飞,海特高新,2023,航宇科技,688239,600893
16008,交运设备,-0.71,2023-07-18 00:00:00,11,18,59090608.1139,0.49735264,489573963955.67,0.00012069801999999999,3.0940084e-05,11966613796.46,0.006265767869999999,0.024442912976,688009,中国通号,601766,中国中车,隆鑫通用,603766,绿通科技,301322,601766
16026,化纤行业,-0.15,2023-07-18 00:00:00,10,17,56124326.4526,0.59742372,550061075372.3,0.00010203290000000001,2.9386927e-05,9468965987.34,0.004957989274,0.017214390204,601233,桐昆股份,600346,恒力石化,华西股份,936,恒力石化,600346,2493
16049,船舶制造,-0.93,2023-07-18 00:00:00,4,9,55861660.5815,1.6106112700000002,390451468304.02,0.000143069408,2.9249394e-05,3535042042.62,0.001850962455,0.009053729667999999,600150,中国船舶,601989,中国重工,亚光科技,300123,天海防务,300008,600150
16036,商业百货,1.4100000000000001,2023-07-18 00:00:00,20,32,55620060.1545,1.71522833,381804328609.78,0.000145676872,2.9122891e-05,3316037077.46,0.001736290561,0.008685174129999999,600415,小商品城,600859,王府井,武商集团,501,红旗连锁,2697,600415
16050,农药兽药,-0.15,2023-07-18 00:00:00,13,21,42399883.6284,1.22802059,240626436114.96,0.000176206257,2.2200751999999998e-05,3213438597.91,0.001682569578,0.013354470314,2215,诺普信,600596,新安股份,诺普信,2215,新安股份,600596,600486
16022,电子元件,-0.89,2023-07-18 00:00:00,31,66,40531392.4198,0.05739821,1382692798759.98,2.9313374999999998e-05,2.1222403e-05,69945156812.32,0.036623569851,0.050586187239,300476,胜宏科技,2384,东山精密,香农芯创,300475,伊戈尔,2922,300124
16048,环保行业,0.61,2023-07-18 00:00:00,24,31,38850188.6823,0.95090049,308527647777.91,0.000125921255,2.0342118e-05,4139890203.83,0.002167663423,0.013418214652,603279,景津装备,2717,岭南股份,华宏科技,2645,岭南股份,2717,603279
16003,物流行业,0.27,2023-07-18 00:00:00,21,33,37208773.6853,0.11354998000000001,1061787807784.09,3.5043512e-05,1.9482666e-05,32823620476.9,0.017186581775,0.030913540574,601816,京沪高铁,2352,顺丰控股,厦门象屿,600057,长久物流,603569,2352
16064,采掘行业,0.45,2023-07-18 00:00:00,9,11,34483159.9984,0.48506747,267794624521.09,0.000128767185,1.8055523e-05,7046490696.59,0.003689571315,0.026313040111,600583,海油工程,600339,中油工程,海油工程,600583,中油工程,600339,600583
16042,综合行业,-0.01,2023-07-18 00:00:00,4,9,33646538.2639,2.36226714,115528535001.87,0.000291240067,1.7617465e-05,1443734474.02,0.000755945269,0.012496778168,158,常山北明,958,电投产融,常山北明,158,浙农股份,2758,9
16025,造纸印刷,0.77,2023-07-18 00:00:00,9,15,33077309.9882,1.11166418,174416053743.18,0.000189646018,1.7319415e-05,3008896304.34,0.001575470397,0.017251257781,2229,鸿博股份,600103,青山纸业,鸿博股份,2229,青山纸业,600103,2831
16032,有色金属,-0.43,2023-07-18 00:00:00,32,48,31999247.8762,0.14450942,859035358522.72,3.725021e-05,1.6754937e-05,21987635173.0,0.011512815602,0.02559572776,601168,西部矿业,933,神火股份,明泰铝业,601677,银邦股份,300337,807
16018,塑料制品,-0.28,2023-07-18 00:00:00,12,21,25983306.6298,0.69407042,200049631758.54,0.000129884301,1.3604965e-05,3880196107.56,0.002031686534,0.019396167207999998,601208,东材科技,2585,双星新材,鹿山新材,603051,双星新材,2585,300487
16024,化学制药,-0.38,2023-07-18 00:00:00,37,93,23432719.7145,0.06260292,1534736577789.45,1.5268236e-05,1.2269467999999999e-05,37117215048.23,0.019434725431999998,0.024184746481,739,普洛药业,600079,人福医药,普洛药业,739,翰宇药业,300199,600276
16075,电源设备,-1.12,2023-07-18 00:00:00,8,15,20573202.5554,0.29565558000000003,304560292230.73,6.7550508e-05,1.0772213e-05,6916048692.12,0.003621271349,0.02270830725,300820,英杰电气,2518,科士达,新雷能,300593,科士达,2518,2851
16047,医疗服务,-0.31,2023-07-18 00:00:00,7,29,17667207.0303,0.04463558,840267200514.56,2.1025701e-05,9.250622e-06,38849210927.61,0.020341605551,0.046234353671999996,603259,药明康德,300015,爱尔眼科,药明康德,603259,美年健康,2044,603259
16083,医药商业,0.03,2023-07-18 00:00:00,10,19,17317821.6576,0.11799899,352738384424.86,4.9095369999999995e-05,9.067682e-06,14559138139.96,0.007623224208,0.041274606855,28,国药一致,601607,上海医药,国药一致,28,柳药集团,603368,603939
16010,纺织服装,0.58,2023-07-18 00:00:00,16,24,16699251.9728,0.37724499,309941348202.09,5.3878749e-05,8.743797e-06,4382508807.26,0.002294699515,0.014139800426,600398,海澜之家,300005,探路者,富安娜,2327,探路者,300005,2563
16086,房地产服务,1.57,2023-07-18 00:00:00,5,7,15729930.3831,4.26411715,56830622858.29,0.000276786169,8.236255999999999e-06,389002817.57,0.00020368346399999998,0.006844950803,2146,荣盛发展,560,我爱我家,荣盛发展,2146,我爱我家,560,1914
16054,珠宝首饰,2.13,2023-07-18 00:00:00,4,7,11511317.2295,0.5661149999999999,130660370358.09,8.8101061e-05,6.0273729999999996e-06,2023347728.87,0.001059433137,0.015485550235,600655,豫园股份,605599,菜百股份,豫园股份,600655,菜百股份,605599,600612
16053,包装材料,0.67,2023-07-18 00:00:00,8,10,10538269.8141,1.32201616,72005164255.06,0.000146354361,5.517881e-06,819871607.72,0.000429288123,0.011386288972,601515,东风股份,2191,劲嘉股份,中锐股份,2374,劲嘉股份,2191,2701
16084,专业服务,-0.35000000000000003,2023-07-18 00:00:00,7,11,6872825.7274,0.1287418,129924837664.62,5.2898475e-05,3.59864e-06,5302860011.41,0.002776599166,0.04081482884,300887,谱尼测试,300416,苏试试验,谱尼测试,300887,苏试试验,300416,300012
16076,美容护理,0.36,2023-07-18 00:00:00,7,14,6336492.6357,0.03838966,341887802964.23,1.8533836e-05,3.317813e-06,16237489551.38,0.008502015863,0.047493620453,300896,爱美客,603605,珀莱雅,百亚股份,3006,豪悦护理,605009,603605
16002,铁路公路,0.56,2023-07-18 00:00:00,13,20,4129971.2144,0.17607331,309528676498.37,1.3342774e-05,2.16247e-06,2367104317.18,0.001239425491,0.007647447545,600020,中原高速,600350,山东高速,德新科技,603032,城发环境,885,600350
16045,装修装饰,0.42,2023-07-18 00:00:00,3,6,3386931.2096,0.7973285999999999,49109978996.78,6.8966252e-05,1.773411e-06,426297057.01,0.000223210881,0.00868045692,300592,华凯易佰,2375,亚厦股份,华凯易佰,300592,亚厦股份,2375,2081
