行业代码,行业名称,涨跌幅%,日期,北向资金今日新增持股个数,北向资金今日总持股个数,北向资金今日新增市值,北向资金今日新增市值增幅%,行业总市值,北向资金今日买入该行业占今日行业资金比,北向资金今日买入该行业占北向资金比,北向累计今日总买入市值,北向累计今日总买入市值占累计北向资金比,北向累计今日总持股市值占板块市值比,北向今日增持最大市值股代码,北向今日增持最大市值股名称,北向今日减持最大市值股代码,北向今日减持最大市值股名称,北向今日增持最大比例股名称,北向今日增持最大比例股代码,北向今日减持最大比例股代码,北向今日减持最大比例股名称,北向累计持股市值最大股代码
16029,银行,0.19,2023-08-15 00:00:00,34,42,329291331.5461,0.20949677,9867549909315.44,3.3371133999999996e-05,0.00017168145999999998,158829957451.37,0.082808614882,0.016096189927,601398.0,工商银行,600036,招商银行,苏农银行,603323.0,招商银行,600036,600036
16070,汽车整车,-1.52,2023-08-15 00:00:00,6,20,216386609.7972,0.52972383,1700651635175.05,0.00012723746899999998,0.00011281672399999999,40836204118.94,0.021290627753,0.02401209235,2594.0,比亚迪,600418,江淮汽车,宇通客车,600066.0,海马汽车,572,2594
16023,石油行业,-1.25,2023-08-15 00:00:00,5,9,136208003.1513,0.61958234,3191343714013.01,4.2680454999999996e-05,7.1014286e-05,22240885150.15,0.011595651868999999,0.006969128725,2221.0,东华能源,600777,新潮能源,东华能源,2221.0,华锦股份,59,600028
16058,多元金融,0.65,2023-08-15 00:00:00,13,17,134249250.5645,3.07652453,367394063198.34,0.000365409417,6.9993058e-05,4498110862.4,0.0023451642,0.01224328674,415.0,渤海租赁,563,陕国投A,渤海租赁,415.0,经纬纺机,666,600705
16010,纺织服装,0.29,2023-08-15 00:00:00,20,22,112196745.1032,2.34976562,297418551490.95,0.000377235194,5.8495621e-05,4871220458.11,0.002539691034,0.016378334282,2154.0,报喜鸟,300979,华利集团,报喜鸟,2154.0,朗姿股份,2612,2563
16002,铁路公路,-0.54,2023-08-15 00:00:00,13,19,73305693.8531,3.20815074,306045275403.01,0.00023952565099999998,3.8219131e-05,2399183219.85,0.001250853696,0.007839308143999999,1965.0,招商公路,603069,海汽集团,赣粤高速,600269.0,海汽集团,603069,600350
16020,电网设备,-1.43,2023-08-15 00:00:00,14,60,63274225.6473,0.11141695,921840736993.63,6.8638999e-05,3.2989059999999996e-05,56620122917.32,0.029519833843,0.061420721221,2028.0,思源电气,600089,特变电工,思源电气,2028.0,特变电工,600089,600406
16016,航运港口,-0.89,2023-08-15 00:00:00,19,27,54872075.6041,0.44905836,837594723804.83,6.5511487e-05,2.8608461e-05,12291204254.48,0.006408221823,0.014674405061,601000.0,唐山港,601919,中远海控,唐山港,601000.0,中远海特,600428,601919
16036,商业百货,-1.27,2023-08-15 00:00:00,18,31,54187858.4796,1.30517581,369085117397.72,0.000146816699,2.8251733e-05,4244936672.19,0.0022131676649999998,0.011501240424,600415.0,小商品城,601933,永辉超市,大商股份,600694.0,深赛格,58,600415
16003,物流行业,-0.30000000000000004,2023-08-15 00:00:00,19,33,50676922.0285,0.15670628,1058703178696.81,4.7866978e-05,2.6421248e-05,32412931764.87,0.016899015946,0.030615693253,601006.0,大秦铁路,2352,顺丰控股,宏川智慧,2930.0,海晨股份,300873,2352
